condition,regressor,window_center_sec,dominant_freq_hz,dominant_power
target,audio_rms,160.0,0.03125,0.001615107851028
target,audio_rms,164.0,0.03125,0.0014659488582891
target,audio_rms,168.0,0.125,0.0019949474780049
target,audio_rms,172.0,0.0625,0.0013317691405904
target,audio_rms,176.0,0.0625,0.0013252690563432
target,audio_rms,180.0,0.03125,0.0011124397636822
target,audio_rms,184.0,0.0625,0.0029667628066834
target,audio_rms,188.0,0.0625,0.0020000313551502
target,audio_rms,192.0,0.5,0.0012853465067448
target,audio_rms,196.0,0.21875,0.0017349903341565
target,audio_rms,200.0,0.3125,0.0019648441534069
target,audio_rms,204.0,0.3125,0.001636313829254
target,audio_rms,208.0,0.3125,0.0017852738243672
target,audio_rms,212.0,0.28125,0.0016432832932987
target,audio_rms,216.0,0.15625,0.001634165236795
target,audio_rms,220.0,0.34375,0.0009563655069805
target,audio_rms,224.0,0.1875,0.0015337268066395
target,audio_rms,228.0,0.1875,0.0009145140375321
target,audio_rms,232.0,0.34375,0.0008500240751826
target,audio_rms,236.0,0.28125,0.0012637387456713
target,audio_rms,240.0,0.3125,0.0013426443552785
target,audio_rms,244.0,0.3125,0.0015606398888642
target,audio_rms,248.0,0.3125,0.0015957990741759
target,audio_rms,252.0,0.28125,0.001209266345
target,audio_rms,256.0,0.28125,0.001112947225522
target,audio_rms,260.0,0.5625,0.00050265842687
target,audio_rms,264.0,0.375,0.0005787793929772
target,audio_rms,268.0,0.375,0.0006446877217404
target,audio_rms,272.0,0.15625,0.0014113404350105
target,audio_rms,276.0,0.03125,0.0013639599607727
target,audio_rms,280.0,0.1875,0.0018689326204704
target,audio_rms,284.0,0.1875,0.001607031622742
target,cue_on,16.0,0.34375,3.1601350637532115
target,cue_on,20.0,0.34375,3.373515953852372
target,cue_on,24.0,0.34375,3.377440424870453
target,cue_on,28.0,0.34375,3.37376857901826
target,cue_on,32.0,0.34375,3.373515953852372
target,cue_on,36.0,0.34375,3.377440424870453
target,cue_on,40.0,0.34375,3.37376857901826
target,cue_on,44.0,0.34375,3.373515953852372
target,cue_on,48.0,0.34375,3.377440424870453
target,cue_on,52.0,0.34375,3.37376857901826
target,cue_on,56.0,0.34375,3.373515953852372
target,cue_on,60.0,0.34375,3.377440424870453
target,cue_on,64.0,0.34375,3.37376857901826
target,cue_on,68.0,0.34375,3.373515953852372
target,cue_on,72.0,0.34375,3.377440424870453
target,cue_on,76.0,0.34375,3.37376857901826
target,cue_on,80.0,0.34375,3.373515953852372
target,cue_on,84.0,0.34375,3.377440424870453
target,cue_on,88.0,0.34375,3.37376857901826
target,cue_on,92.0,0.34375,3.373515953852372
target,cue_on,96.0,0.34375,3.377440424870453
target,cue_on,100.0,0.34375,3.37376857901826
target,cue_on,104.0,0.34375,3.373515953852372
target,cue_on,108.0,0.34375,3.377440424870453
target,cue_on,112.0,0.34375,3.37376857901826
target,cue_on,116.0,0.34375,3.373515953852372
target,cue_on,120.0,0.34375,3.377440424870453
target,cue_on,124.0,0.34375,3.37376857901826
target,cue_on,128.0,0.34375,3.373515953852372
target,cue_on,132.0,0.34375,3.377440424870453
target,cue_on,136.0,0.34375,3.37376857901826
target,cue_on,140.0,0.34375,3.373515953852372
target,cue_on,144.0,0.34375,3.377440424870453
target,cue_on,148.0,0.34375,3.37376857901826
target,cue_on,152.0,0.34375,3.373515953852372
target,cue_on,156.0,0.34375,3.377440424870453
target,cue_on,160.0,0.34375,3.37376857901826
target,cue_on,164.0,0.34375,3.373515953852372
target,cue_on,168.0,0.34375,3.377440424870453
target,cue_on,172.0,0.34375,3.37376857901826
target,cue_on,176.0,0.34375,3.373515953852372
target,cue_on,180.0,0.34375,3.377440424870453
target,cue_on,184.0,0.34375,3.37376857901826
target,cue_on,188.0,0.34375,3.373515953852372
target,cue_on,192.0,0.34375,3.377440424870453
target,cue_on,196.0,0.34375,3.37376857901826
target,cue_on,200.0,0.34375,3.373515953852372
target,cue_on,204.0,0.34375,3.377440424870453
target,cue_on,208.0,0.34375,3.37376857901826
target,cue_on,212.0,0.34375,3.373515953852372
target,cue_on,216.0,0.34375,3.377440424870453
target,cue_on,220.0,0.34375,3.37376857901826
target,cue_on,224.0,0.34375,3.373515953852372
target,cue_on,228.0,0.34375,3.377440424870453
target,cue_on,232.0,0.34375,3.37376857901826
target,cue_on,236.0,0.34375,3.373515953852372
target,cue_on,240.0,0.34375,3.377440424870453
target,cue_on,244.0,0.34375,3.37376857901826
target,cue_on,248.0,0.34375,3.373515953852372
target,cue_on,252.0,0.34375,3.377440424870453
target,cue_on,256.0,0.34375,3.37376857901826
target,cue_on,260.0,0.34375,3.373515953852372
target,cue_on,264.0,0.34375,3.377440424870453
target,cue_on,268.0,0.34375,3.37376857901826
target,cue_on,272.0,0.34375,3.373515953852372
target,cue_on,276.0,0.34375,3.377440424870453
target,cue_on,280.0,0.34375,3.37376857901826
target,cue_on,284.0,0.34375,3.373515953852372
