seed,heldout_condition,model,train_loss,heldout_loss
910010,recovery_probe,zeta_only,62.98313318214342,0.20677734308724802
910010,recovery_probe,generic_hidden_oscillator,66.54067369016452,1.1684028305447711
910010,recovery_probe,null_no_coupling,124.97698585223367,0.9217655350877869
910010,recovery_probe,replay_only_basis,19.698193167318074,0.26736087427544136
910010,lagged_Y_to_E,full_reciprocal,2.0557193278719015,1.111706524957012
910010,lagged_Y_to_E,eta_only,62.25400511678617,3.7053807193905235
910010,lagged_Y_to_E,zeta_only,31.000243275213613,32.18966725001705
910010,lagged_Y_to_E,generic_hidden_oscillator,53.74242477069346,14.330016111677047
910010,lagged_Y_to_E,null_no_coupling,95.18620801596296,30.712543371358475
910010,lagged_Y_to_E,replay_only_basis,13.966189950221855,19.47895553254232
910011,doublet_EY,full_reciprocal,2.648601616954595,0.06152514095184858
910011,doublet_EY,eta_only,62.3593312922519,17.54640726337642
910011,doublet_EY,zeta_only,54.98536504018158,17.28114591013756
910011,doublet_EY,generic_hidden_oscillator,67.67964704119899,16.791110290197963
910011,doublet_EY,null_no_coupling,135.26811263783725,13.17529017558747
910011,doublet_EY,replay_only_basis,23.383566066972506,4.944015933751466
910011,orthogonal_trap,full_reciprocal,2.363523482740567,0.424095711160505
910011,orthogonal_trap,eta_only,58.33737919815387,21.19775717174636
910011,orthogonal_trap,zeta_only,62.827553388909536,9.331639645714782
910011,orthogonal_trap,generic_hidden_oscillator,53.7384978400014,23.307823498748977
910011,orthogonal_trap,null_no_coupling,107.9925136885532,40.45088912487151
910011,orthogonal_trap,replay_only_basis,25.052869138605303,4.407306463629235
910011,counterphase,full_reciprocal,2.1330308847119235,0.5770958731945204
910011,counterphase,eta_only,71.9185063741666,6.940287182879234
910011,counterphase,zeta_only,62.668982778532396,9.180823862837725
910011,counterphase,generic_hidden_oscillator,53.96089142669071,22.61368113959224
910011,counterphase,null_no_coupling,123.13854956862639,25.304853244798323
910011,counterphase,replay_only_basis,24.152754677620493,2.0731803352934257
910011,lagged_E_to_Y,full_reciprocal,1.9070942900814245,0.8030324678250194
910011,lagged_E_to_Y,eta_only,44.42897685510006,34.12870551409141
910011,lagged_E_to_Y,zeta_only,69.4477964431405,2.482498635000734
910011,lagged_E_to_Y,generic_hidden_oscillator,65.07851310459655,11.967808234153834
910011,lagged_E_to_Y,null_no_coupling,115.52102944721182,32.92237336621291
910011,lagged_E_to_Y,replay_only_basis,17.9253319348555,13.525255267301127
910011,recovery_probe,full_reciprocal,2.1087085754691755,0.5907484203341425
910011,recovery_probe,eta_only,76.12070194535463,2.4369804238368453
910011,recovery_probe,zeta_only,68.45883419439224,3.0161866375856654
910011,recovery_probe,generic_hidden_oscillator,75.77779030423517,0.7967822620477792
910011,recovery_probe,null_no_coupling,145.08689508078123,3.3565077326434785
