condition,time_sec,luminance_z,visual_change_z,optical_flow_z,histogram_delta_z,cut_event,flash_event,audio_rms_z,audio_derivative_z,cue_on,cue_impulse,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse_regressor
control,190.0,-0.5472186947180037,-0.6708669672323572,-0.6581042149503373,-1.0880193382211227,0.0,0.0,0.14243964058951605,0.9532805419407979,0.0,0.0,0.0,0.8660254037844582,-0.499999999999966,0.0
control,190.25,-0.5442143019968066,-0.6392578797163058,-0.6198476811117822,-1.558572780896463,0.0,0.0,0.24274177557765889,0.6755800778056139,0.0,1.0,0.0,0.5000000000000191,-0.8660254037844276,0.0
control,190.5,-0.5406029899486707,-0.6874604255793711,-0.6808507756421671,-1.5157583041699179,0.0,0.0,0.17674195737950021,-0.4600267273798609,1.0,0.0,2.0,6.17382921735779e-14,-1.0,0.0
control,190.75,-0.5396064881845433,-0.6568949287323852,-0.6429754867072712,-1.192090634962001,0.0,0.0,0.05457318334765064,-0.8435811430844373,1.0,0.0,2.0,-0.49999999999996136,-0.8660254037844609,0.0
control,191.0,-0.541178823248263,-0.7101667820288287,-0.7003035328930534,-1.315482102741458,0.0,0.0,0.06793043598951813,0.08186967226472654,1.0,0.0,2.0,-0.8660254037844249,-0.5000000000000238,0.0
control,191.25,-0.543322337044308,-0.6435958279852775,-0.6467347643735061,-1.064725318933307,0.0,0.0,0.21529332852007582,0.9969383992107774,0.0,0.0,0.0,-1.0,-6.712859503173602e-14,0.0
control,191.5,-0.5607724065878342,-0.6619776625095741,-0.6515214122685768,-0.8227226766556883,0.0,0.0,0.14279445899543947,-0.5044060432699742,0.0,0.0,0.0,-0.8660254037844636,0.4999999999999567,0.0
control,191.75,-0.562214867678225,-0.5962930632359851,-0.5850058105242285,-1.261003218567069,0.0,0.0,0.021129251951176407,-0.8401424937660534,0.0,0.0,0.0,-0.5000000000000284,0.8660254037844223,0.0
control,192.0,-0.5462762619456563,-0.6823912035244097,-0.6652292136170256,-0.8082780931761968,0.0,0.0,0.006277045370506893,-0.11076098089319383,0.0,0.0,0.0,-1.567547902908612e-14,1.0,0.0
control,192.25,-0.524740662849189,-0.8850142059716161,-0.8724044739113892,0.371098192072931,0.0,0.0,0.1874666343393349,1.227926826804346,0.0,0.0,0.0,0.49999999999995204,0.8660254037844664,0.0
control,192.5,-0.5348230436721032,-1.159878255257984,-1.154361422390039,0.3054650082651901,0.0,0.0,0.3560240609441179,1.1416670489125795,0.0,0.0,0.0,0.8660254037844195,0.5000000000000331,0.0
control,192.75,-0.4507033256869077,-0.6737090260140323,-0.6555396255661672,3.773749131223739,0.0,0.0,0.18475269157936292,-1.1788823247238907,0.0,0.0,0.0,1.0,2.106578188724424e-14,0.0
control,193.0,-0.3867022238997629,-0.08724810705563518,-0.07329340224689763,0.617310213356521,0.0,0.0,-0.10121833651576889,-1.9621185436079187,0.0,0.0,0.0,0.866025403784469,-0.4999999999999474,0.0
control,193.25,-0.3817737562341147,0.09975459633420801,0.1265184968047149,-1.2603964577221005,0.0,0.0,-0.10974727877293765,-0.06758204126456728,0.0,1.0,0.0,0.5000000000000377,-0.8660254037844168,0.0
control,193.5,-0.3774853254404682,0.2531308207874866,0.28952912638224965,-1.2868077569960825,0.0,0.0,0.19459428164443413,2.068880370460581,1.0,0.0,1.0,2.645608474540236e-14,-1.0,0.0
