generator,trial,seed,K_true_scaled,eta_hat,zeta_hat,eta_zeta_product,K_hat_scaled,K_null_p_upper,K_null_q95,K_null_median,K_significant_null_calibrated,K_within_15_positive,K_within_10_positive,full_cv_wins,full_cv_win_rate,full_prediction_win,full_and_K_lock,non_full_cv_win_rate,cv_winner_counts_json
replay_only_null,6,950006,0.0,0.02009695040737127,0.04696265261518071,0.0009438061006058915,0.04388775340793485,0.4,0.1213044633269819,0.009622876261967443,False,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""eta_only"": 2, ""full_reciprocal"": 1, ""replay_only_basis"": 3}"
replay_only_null,7,950007,0.0,-0.011955460261051912,-0.052864259710855385,0.0006320165562030592,0.03591419923285017,0.6,0.11045537623143649,0.06072645722765063,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 1, ""generic_hidden_tuned"": 1, ""replay_only_basis"": 2, ""zeta_only"": 2}"
replay_only_null,8,950008,0.0,0.019476159928097987,0.2747113625290786,0.005350322430682039,0.10449414035599726,0.4,0.19451529858629504,0.08551856153882612,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 3, ""replay_only_basis"": 2, ""zeta_only"": 1}"
replay_only_null,9,950009,0.0,-0.011564273709572798,0.029940968025567467,-0.0003462455493772296,0.02658239210751379,0.6,0.06804201112284415,0.028040074257505685,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 1, ""replay_only_basis"": 1, ""zeta_only"": 4}"
replay_only_null,10,950010,0.0,0.009957933675977085,0.07673937407038765,0.000764165597328916,0.039490779014877256,0.4,0.06370251399877336,0.03806479215997846,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 2, ""replay_only_basis"": 4}"
replay_only_null,11,950011,0.0,0.022415169611200204,0.027543544712728855,0.0006173932264294939,0.03549628397997067,0.6,0.1965191707755537,0.058641893554214196,False,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""eta_only"": 1, ""full_reciprocal"": 1, ""replay_only_basis"": 4}"
replay_only_null,12,950012,0.0,0.007990420759963725,-0.021070756577554008,-0.00016836421078542975,0.018536462180641332,1.0,0.17031623710475455,0.10393845922528783,False,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""eta_only"": 1, ""full_reciprocal"": 1, ""replay_only_basis"": 4}"
replay_only_null,13,950013,0.0,0.005231566339041751,-0.1874475696555453,-0.0009806443957451347,0.04473606032450128,0.5,0.1184910254121114,0.027130453592365735,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 1, ""replay_only_basis"": 4, ""zeta_only"": 1}"
replay_only_null,14,950014,0.0,0.017923711831184158,0.0017664643019129351,3.166159710756134e-05,0.008038376969335638,0.9,0.19617530373447256,0.036176350342182896,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 2, ""replay_only_basis"": 2, ""standard_ping"": 1, ""zeta_only"": 1}"
replay_only_null,15,950015,0.0,-0.022080962674257666,0.02311469637413223,-0.0005103947478640127,0.032274168221913216,0.7,0.10177727263194083,0.044677534293498716,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 3, ""replay_only_basis"": 2, ""zeta_only"": 1}"
replay_only_null,16,950016,0.0,0.005160324233751582,-0.11517606895352261,-0.000594345859769106,0.03482744225783262,0.8,0.11016784737152509,0.050658621753311935,False,False,False,0,0.0,False,False,1.0,"{""replay_only_basis"": 4, ""zeta_only"": 2}"
replay_only_null,17,950017,0.0,0.019449022817059056,-0.12093658313079729,-0.002352098364728036,0.06928348103511349,0.4,0.09125983611397302,0.05843326507917071,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 2, ""replay_only_basis"": 3, ""zeta_only"": 1}"
replay_only_null,18,950018,0.0,0.012885948808444283,0.10443848009029005,0.0013457889080752052,0.05240713668636825,0.8,0.14878338981710543,0.052507451456197535,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 2, ""generic_hidden_tuned"": 1, ""zeta_only"": 3}"
replay_only_null,19,950019,0.0,-0.010410063841836775,-0.05163114424695205,0.0005374835078378544,0.03311955793842119,0.6,0.06393128069164497,0.045588710227917155,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 1, ""replay_only_basis"": 1, ""standard_ping"": 1, ""zeta_only"": 3}"
replay_only_null,20,950020,0.0,0.019379248702451175,-0.09761455267801487,-0.0018916966933257716,0.06213377098312324,0.5,0.13656382518918478,0.03137240542738987,False,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""eta_only"": 1, ""full_reciprocal"": 1, ""replay_only_basis"": 2, ""zeta_only"": 2}"
sensory_drive_only_null,1,960001,0.0,0.09605757749747329,-0.04779232929100271,-0.004590815374655255,0.09679365148956928,0.2,0.11258920853942254,0.05028733492043998,False,False,False,0,0.0,False,False,1.0,"{""eta_only"": 1, ""sensory_drive_only"": 5}"
sensory_drive_only_null,2,960002,0.0,-0.02291938982437768,0.07029685426470941,-0.0016111610063203417,0.05734181446700169,0.2,0.05382587343345918,0.028566030070429196,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,3,960003,0.0,0.08009610355816879,0.08609205780356857,0.006895638377370482,0.11862854370845466,0.2,0.13176366718653798,0.08330401694674382,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,4,960004,0.0,0.05097727802188466,-0.09631738320495323,-0.004909998021979305,0.10010196864441968,0.1,0.07656338034143133,0.059209222135928406,True,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 1, ""sensory_drive_only"": 5}"
sensory_drive_only_null,5,960005,0.0,-0.08817855125191854,0.029410684531494733,-0.002593391553314416,0.07275050393702194,0.5,0.14195830729258,0.058020375124973475,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,6,960006,0.0,-0.051397304123842844,0.08398493605642621,-0.004316599300313632,0.09385833115483505,0.4,0.10765914248925047,0.06430703735663623,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,7,960007,0.0,-0.008391814606320842,-0.1553575832514031,0.0013037320363318305,0.051581756708811315,0.6,0.1294149562591022,0.067235951557695,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,8,960008,0.0,-0.07287125184120141,0.04052958362877901,-0.002953441495631789,0.07763653536665804,0.1,0.07281317079406582,0.042393077897517895,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""sensory_drive_only"": 4, ""zeta_only"": 1}"
sensory_drive_only_null,9,960009,0.0,-0.0479147841685329,0.020043957011101766,-0.0009604018740702929,0.04427193043716584,0.6,0.10863820293932806,0.06572954138256142,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 5, ""standard_ping"": 1}"
sensory_drive_only_null,10,960010,0.0,0.03932589834898848,-0.008323899064644877,-0.0003273448084834647,0.02584667540628952,0.5,0.12422049821603134,0.01877269480044518,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,11,960011,0.0,-0.11390599727520025,-0.051599516833271665,0.005877494423812291,0.10952116954821454,0.1,0.06345491041449776,0.05383940400252706,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 1, ""sensory_drive_only"": 3, ""standard_ping"": 1}"
sensory_drive_only_null,12,960012,0.0,-0.12611091498331223,0.07766487813723015,-0.009794388843953537,0.14138086384348367,0.1,0.10311631403109779,0.05213619270104036,True,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,13,960013,0.0,-0.05020491114392514,0.05117824848167909,-0.0025693994175244204,0.0724132051539088,0.6,0.10720552925873895,0.0763141935419954,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 5, ""standard_ping"": 1}"
sensory_drive_only_null,14,960014,0.0,-0.09575622614783963,0.08952513875233879,-0.008572589432285675,0.13226897018595252,0.2,0.13432648961939445,0.08409135238610727,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 1, ""sensory_drive_only"": 4}"
sensory_drive_only_null,15,960015,0.0,-0.08383270166604107,0.1337642819547075,-0.011213821142681194,0.151279044387443,0.1,0.09647731689115802,0.08239443242404292,True,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 5, ""standard_ping"": 1}"
sensory_drive_only_null,16,960016,0.0,0.042176879997441616,-0.0631490619125567,-0.002663430406236915,0.07372633354254338,0.1,0.044760917400751866,0.03782883868812266,True,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,17,960017,0.0,-0.002119137218069171,-0.08103154580571467,0.00017171696455456679,0.018720117115158183,0.7,0.06847818337022066,0.06326413546639885,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,18,960018,0.0,0.007677964262097292,0.03292974397975962,0.00025283339743660776,0.022715336787748324,0.9,0.1770199097524834,0.07664122965397571,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""sensory_drive_only"": 5}"
sensory_drive_only_null,19,960019,0.0,0.06915480482437596,-0.03510918337541261,-0.002427968723869884,0.07039203230465331,0.1,0.06260376097184728,0.03676891988953178,True,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
sensory_drive_only_null,20,960020,0.0,0.0328159801378285,-0.03079503521291961,-0.0010105692638908992,0.045413502979164355,0.9,0.14637808291402565,0.05834958375180679,False,False,False,0,0.0,False,False,1.0,"{""sensory_drive_only"": 6}"
generic_hidden_oscillator_null,1,970001,0.0,0.0304419191611984,0.025516520384556096,0.0007767718508217277,0.03981518146569702,1.0,0.14406309914855522,0.09534431750584871,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 5}"
generic_hidden_oscillator_null,2,970002,0.0,0.14727760647636368,0.017070177917537635,0.002514054945820621,0.07162907495721103,0.1,0.06832973307761826,0.06631799597769295,True,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,3,970003,0.0,-0.0007585985162926205,0.07288727379590476,-5.529217775818735e-05,0.010622672879192956,1.0,0.10523224149867144,0.06476087737817231,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 5}"
generic_hidden_oscillator_null,4,970004,0.0,-0.05905042093500594,0.03663064462482143,-0.002163054984216318,0.0664409356268564,0.8,0.16839335489704824,0.0847022703775207,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,5,970005,0.0,0.06748010376537764,-0.019226062782844625,-0.0012973767115860204,0.05145587988427899,0.7,0.1346969995273006,0.06522546649534167,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,6,970006,0.0,0.06754911547518899,1.1838324382399508e-05,7.996683407394498e-07,0.00127748824088158,1.0,0.08134356495891663,0.0316130210637204,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,7,970007,0.0,0.05684567778273865,0.02824311554303565,0.0016054990457400624,0.05724097015928047,0.5,0.09247908470980476,0.05248140638159928,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,8,970008,0.0,0.08890998391025982,-0.01284185636543426,-0.0011417692428286278,0.04827153728539375,0.5,0.13918569847531045,0.047357795696049206,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,9,970009,0.0,0.07140987239679003,-0.13044770871205014,-0.009315254233581136,0.13787937817409748,0.1,0.08653827505859167,0.02423485082216635,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 5}"
generic_hidden_oscillator_null,10,970010,0.0,0.06542663555116633,0.03807565717768743,0.002491162145535706,0.07130220458474126,0.8,0.08508947430043452,0.08452708235753223,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,11,970011,0.0,-0.030000577277412302,-0.03375100686701968,0.001012549689704497,0.04545797991741872,0.9,0.13774934695516913,0.06496157515987251,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 5}"
generic_hidden_oscillator_null,12,970012,0.0,0.06345985699515411,0.0566523534578779,0.0035951502488758558,0.08565653112423151,0.4,0.10448320435197869,0.04115421685901197,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,13,970013,0.0,-0.013548211180194232,-0.05293645227696007,0.0007171942345785288,0.03825783192003289,0.9,0.13779109842378282,0.05786927284326824,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,14,970014,0.0,-0.09101483273629588,0.05799237385982447,-0.005278166206832661,0.10378712718370352,0.5,0.20955821952638398,0.08992092427700465,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 1, ""generic_hidden_tuned"": 5}"
generic_hidden_oscillator_null,15,970015,0.0,0.0138753295563677,0.017630671540550646,0.00024463137792521324,0.022343851728192605,0.4,0.05165498754209445,0.01601023327552146,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,16,970016,0.0,-0.036522203698622184,0.04600010887680079,-0.001680025346557317,0.05855444608430194,1.0,0.13698252592333052,0.10547353850257293,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,17,970017,0.0,0.01611936005967897,-0.006906243308459461,-0.00011132422254880659,0.015072899220652006,0.9,0.08572969551602552,0.038810089201518835,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,18,970018,0.0,-0.04552158545880227,0.041279082029886505,-0.0018790892602843876,0.06192637597499719,0.5,0.13869545856983478,0.04331274304041443,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
