generator,trial,seed,K_true_scaled,eta_hat,zeta_hat,eta_zeta_product,K_hat_scaled,K_null_p_upper,K_null_q95,K_null_median,K_significant_null_calibrated,K_within_15_positive,K_within_10_positive,full_cv_wins,full_cv_win_rate,full_prediction_win,full_and_K_lock,non_full_cv_win_rate,cv_winner_counts_json
generic_hidden_oscillator_null,19,970019,0.0,0.03372656700497135,0.06467953376578267,0.002181418629401976,0.06672237071538738,0.2,0.08606707223158971,0.044437926818700686,False,False,False,0,0.0,False,False,1.0,"{""generic_hidden_tuned"": 6}"
generic_hidden_oscillator_null,20,970020,0.0,-0.018210135233590097,-0.057029814736360186,0.0010385206386957083,0.046037266153510906,0.8,0.1852592857798746,0.10868240424155758,False,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 2, ""generic_hidden_tuned"": 4}"
colored_noise_null,1,980001,0.0,0.6003215446929726,0.6491153503911011,0.389677929830706,0.8917741201039393,0.1,0.39984062271310433,0.23140896153097246,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 6}"
colored_noise_null,2,980002,0.0,0.5481086305502072,0.7057260757930033,0.38681455294647477,0.8884916741268912,0.1,0.5857833552564633,0.15282550997680075,True,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""colored_noise_ar"": 4, ""eta_only"": 1, ""full_reciprocal"": 1}"
colored_noise_null,3,980003,0.0,0.3587416199079824,0.4469385384250395,0.16033545527390472,0.5720272850526481,0.1,0.14689476834014115,0.05205719009560849,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 2, ""eta_only"": 4}"
colored_noise_null,4,980004,0.0,0.4719435213842091,0.6812347151438003,0.3215043103541337,0.8100192871905465,0.1,0.13086871122616753,0.08792953826768041,True,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""colored_noise_ar"": 1, ""eta_only"": 1, ""full_reciprocal"": 1, ""replay_only_basis"": 3}"
colored_noise_null,5,980005,0.0,0.4615067677805978,0.5237110443394613,0.2416961913241061,0.7023229551385191,0.1,0.292829288176904,0.2860579814550073,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 3, ""eta_only"": 2, ""generic_hidden_tuned"": 1}"
colored_noise_null,6,980006,0.0,0.5631678252901058,0.6513821413278033,0.3668374639643913,0.8652444080383387,0.1,0.31185844963388243,0.27039245803140693,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 3, ""eta_only"": 3}"
colored_noise_null,7,980007,0.0,0.52326275341988,0.5906209742037427,0.30904995718938233,0.7941751685526804,0.1,0.0729111327059983,0.0381050708835436,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 2, ""eta_only"": 3, ""replay_only_basis"": 1}"
colored_noise_null,8,980008,0.0,0.32767498389853267,0.4361181326092829,0.14290500208060491,0.5400396850130457,0.1,0.09810720629872483,0.0905892378288015,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 2, ""eta_only"": 3, ""replay_only_basis"": 1}"
colored_noise_null,9,980009,0.0,0.49855227777415484,0.6696736090829939,0.33386730317356555,0.8254464508442437,0.1,0.38019583824727876,0.2147129164138973,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 4, ""eta_only"": 2}"
colored_noise_null,10,980010,0.0,0.5144532256601427,0.5560422119938719,0.28605770956344834,0.7640623299227869,0.1,0.35616411384161073,0.23366942665274285,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 2, ""eta_only"": 3, ""generic_hidden_tuned"": 1}"
colored_noise_null,11,980011,0.0,0.4754122800146313,0.5483938994106257,0.26071319406491994,0.7294297382131008,0.1,0.29696628432996264,0.18420693113098405,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 6}"
colored_noise_null,12,980012,0.0,0.5360510800291141,0.47951240861553046,0.25704314452571697,0.7242774647680619,0.1,0.1736171022013171,0.07255769083372027,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 3, ""eta_only"": 3}"
colored_noise_null,13,980013,0.0,0.41770795891977336,0.5519696220377523,0.2305621042071083,0.6859554697975073,0.1,0.09289788255650089,0.07237112654052605,True,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""colored_noise_ar"": 1, ""eta_only"": 4, ""full_reciprocal"": 1}"
colored_noise_null,14,980014,0.0,0.5459239634300951,0.6148559720627101,0.33566460920713853,0.8276652793904347,0.1,0.2641436709757256,0.053630339092675575,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 3, ""eta_only"": 2, ""replay_only_basis"": 1}"
colored_noise_null,15,980015,0.0,0.5210650398237462,0.5969335513062677,0.31104120468353064,0.796729545543467,0.1,0.1528141616969915,0.09748576889932639,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 4, ""eta_only"": 2}"
colored_noise_null,16,980016,0.0,0.5185765060081236,0.5799114658055615,0.30072846173149753,0.7834102083545227,0.1,0.10866032594330641,0.06199538282758466,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 2, ""eta_only"": 4}"
colored_noise_null,17,980017,0.0,0.5386672870015684,0.5230026426938235,0.2817244146345325,0.7582531140512604,0.1,0.32381458654416884,0.09195977628028595,True,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""colored_noise_ar"": 2, ""eta_only"": 3, ""full_reciprocal"": 1}"
colored_noise_null,18,980018,0.0,0.42929382794372606,0.5645370296550368,0.24235226247659156,0.7032755178689646,0.1,0.32823054022573567,0.25652584309918736,True,False,False,0,0.0,False,False,1.0,"{""colored_noise_ar"": 5, ""eta_only"": 1}"
colored_noise_null,19,980019,0.0,0.5367518511733943,0.6538128073283522,0.3509352346543668,0.8462826693472362,0.1,0.1750728403674902,0.1489630420022589,True,False,False,2,0.3333333333333333,False,False,0.6666666666666667,"{""colored_noise_ar"": 2, ""eta_only"": 2, ""full_reciprocal"": 2}"
colored_noise_null,20,980020,0.0,0.5403580465947223,0.6224492218112933,0.33634544560235546,0.8285042406285565,0.1,0.31630247492267977,0.235305546987337,True,False,False,1,0.16666666666666666,False,False,0.8333333333333334,"{""colored_noise_ar"": 4, ""eta_only"": 1, ""full_reciprocal"": 1}"
