generator,trial,seed,fold_condition,winning_model
sensory_drive_only_null,18,960018,doublet_EY,sensory_drive_only
sensory_drive_only_null,18,960018,orthogonal_trap,sensory_drive_only
sensory_drive_only_null,18,960018,counterphase,sensory_drive_only
sensory_drive_only_null,18,960018,lagged_E_to_Y,sensory_drive_only
sensory_drive_only_null,18,960018,recovery_probe,colored_noise_ar
sensory_drive_only_null,18,960018,lagged_Y_to_E,sensory_drive_only
sensory_drive_only_null,19,960019,doublet_EY,sensory_drive_only
sensory_drive_only_null,19,960019,orthogonal_trap,sensory_drive_only
sensory_drive_only_null,19,960019,counterphase,sensory_drive_only
sensory_drive_only_null,19,960019,lagged_E_to_Y,sensory_drive_only
sensory_drive_only_null,19,960019,recovery_probe,sensory_drive_only
sensory_drive_only_null,19,960019,lagged_Y_to_E,sensory_drive_only
sensory_drive_only_null,20,960020,doublet_EY,sensory_drive_only
sensory_drive_only_null,20,960020,orthogonal_trap,sensory_drive_only
sensory_drive_only_null,20,960020,counterphase,sensory_drive_only
sensory_drive_only_null,20,960020,lagged_E_to_Y,sensory_drive_only
sensory_drive_only_null,20,960020,recovery_probe,sensory_drive_only
sensory_drive_only_null,20,960020,lagged_Y_to_E,sensory_drive_only
generic_hidden_oscillator_null,1,970001,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,1,970001,orthogonal_trap,colored_noise_ar
generic_hidden_oscillator_null,1,970001,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,1,970001,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,1,970001,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,1,970001,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,2,970002,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,2,970002,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,2,970002,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,2,970002,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,2,970002,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,2,970002,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,3,970003,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,3,970003,orthogonal_trap,colored_noise_ar
generic_hidden_oscillator_null,3,970003,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,3,970003,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,3,970003,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,3,970003,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,4,970004,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,4,970004,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,4,970004,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,4,970004,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,4,970004,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,4,970004,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,5,970005,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,5,970005,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,5,970005,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,5,970005,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,5,970005,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,5,970005,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,6,970006,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,6,970006,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,6,970006,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,6,970006,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,6,970006,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,6,970006,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,7,970007,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,7,970007,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,7,970007,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,7,970007,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,7,970007,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,7,970007,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,8,970008,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,8,970008,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,8,970008,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,8,970008,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,8,970008,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,8,970008,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,9,970009,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,9,970009,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,9,970009,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,9,970009,lagged_E_to_Y,colored_noise_ar
generic_hidden_oscillator_null,9,970009,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,9,970009,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,10,970010,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,10,970010,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,10,970010,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,10,970010,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,10,970010,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,10,970010,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,11,970011,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,11,970011,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,11,970011,counterphase,colored_noise_ar
generic_hidden_oscillator_null,11,970011,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,11,970011,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,11,970011,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,12,970012,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,12,970012,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,12,970012,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,12,970012,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,12,970012,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,12,970012,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,13,970013,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,13,970013,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,13,970013,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,13,970013,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,13,970013,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,13,970013,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,14,970014,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,14,970014,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,14,970014,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,14,970014,lagged_E_to_Y,colored_noise_ar
generic_hidden_oscillator_null,14,970014,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,14,970014,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,15,970015,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,15,970015,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,15,970015,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,15,970015,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,15,970015,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,15,970015,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,16,970016,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,16,970016,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,16,970016,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,16,970016,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,16,970016,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,16,970016,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,17,970017,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,17,970017,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,17,970017,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,17,970017,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,17,970017,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,17,970017,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,18,970018,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,18,970018,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,18,970018,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,18,970018,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,18,970018,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,18,970018,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,19,970019,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,19,970019,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,19,970019,counterphase,generic_hidden_tuned
generic_hidden_oscillator_null,19,970019,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,19,970019,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,19,970019,lagged_Y_to_E,generic_hidden_tuned
generic_hidden_oscillator_null,20,970020,doublet_EY,generic_hidden_tuned
generic_hidden_oscillator_null,20,970020,orthogonal_trap,generic_hidden_tuned
generic_hidden_oscillator_null,20,970020,counterphase,colored_noise_ar
generic_hidden_oscillator_null,20,970020,lagged_E_to_Y,generic_hidden_tuned
generic_hidden_oscillator_null,20,970020,recovery_probe,generic_hidden_tuned
generic_hidden_oscillator_null,20,970020,lagged_Y_to_E,colored_noise_ar
colored_noise_null,1,980001,doublet_EY,colored_noise_ar
colored_noise_null,1,980001,orthogonal_trap,colored_noise_ar
colored_noise_null,1,980001,counterphase,colored_noise_ar
colored_noise_null,1,980001,lagged_E_to_Y,colored_noise_ar
colored_noise_null,1,980001,recovery_probe,colored_noise_ar
colored_noise_null,1,980001,lagged_Y_to_E,colored_noise_ar
colored_noise_null,2,980002,doublet_EY,colored_noise_ar
colored_noise_null,2,980002,orthogonal_trap,colored_noise_ar
colored_noise_null,2,980002,counterphase,eta_only
colored_noise_null,2,980002,lagged_E_to_Y,colored_noise_ar
colored_noise_null,2,980002,recovery_probe,colored_noise_ar
colored_noise_null,2,980002,lagged_Y_to_E,full_reciprocal
colored_noise_null,3,980003,doublet_EY,colored_noise_ar
colored_noise_null,3,980003,orthogonal_trap,eta_only
colored_noise_null,3,980003,counterphase,colored_noise_ar
colored_noise_null,3,980003,lagged_E_to_Y,eta_only
colored_noise_null,3,980003,recovery_probe,eta_only
colored_noise_null,3,980003,lagged_Y_to_E,eta_only
colored_noise_null,4,980004,doublet_EY,colored_noise_ar
colored_noise_null,4,980004,orthogonal_trap,replay_only_basis
colored_noise_null,4,980004,counterphase,full_reciprocal
colored_noise_null,4,980004,lagged_E_to_Y,eta_only
colored_noise_null,4,980004,recovery_probe,replay_only_basis
colored_noise_null,4,980004,lagged_Y_to_E,replay_only_basis
colored_noise_null,5,980005,doublet_EY,colored_noise_ar
colored_noise_null,5,980005,orthogonal_trap,generic_hidden_tuned
colored_noise_null,5,980005,counterphase,colored_noise_ar
colored_noise_null,5,980005,lagged_E_to_Y,eta_only
colored_noise_null,5,980005,recovery_probe,eta_only
colored_noise_null,5,980005,lagged_Y_to_E,colored_noise_ar
colored_noise_null,6,980006,doublet_EY,eta_only
colored_noise_null,6,980006,orthogonal_trap,colored_noise_ar
colored_noise_null,6,980006,counterphase,colored_noise_ar
colored_noise_null,6,980006,lagged_E_to_Y,eta_only
colored_noise_null,6,980006,recovery_probe,colored_noise_ar
colored_noise_null,6,980006,lagged_Y_to_E,eta_only
colored_noise_null,7,980007,doublet_EY,colored_noise_ar
colored_noise_null,7,980007,orthogonal_trap,colored_noise_ar
colored_noise_null,7,980007,counterphase,eta_only
colored_noise_null,7,980007,lagged_E_to_Y,eta_only
colored_noise_null,7,980007,recovery_probe,eta_only
colored_noise_null,7,980007,lagged_Y_to_E,replay_only_basis
colored_noise_null,8,980008,doublet_EY,colored_noise_ar
colored_noise_null,8,980008,orthogonal_trap,replay_only_basis
colored_noise_null,8,980008,counterphase,eta_only
colored_noise_null,8,980008,lagged_E_to_Y,eta_only
colored_noise_null,8,980008,recovery_probe,colored_noise_ar
colored_noise_null,8,980008,lagged_Y_to_E,eta_only
colored_noise_null,9,980009,doublet_EY,colored_noise_ar
colored_noise_null,9,980009,orthogonal_trap,eta_only
colored_noise_null,9,980009,counterphase,colored_noise_ar
colored_noise_null,9,980009,lagged_E_to_Y,colored_noise_ar
colored_noise_null,9,980009,recovery_probe,eta_only
colored_noise_null,9,980009,lagged_Y_to_E,colored_noise_ar
colored_noise_null,10,980010,doublet_EY,generic_hidden_tuned
colored_noise_null,10,980010,orthogonal_trap,colored_noise_ar
colored_noise_null,10,980010,counterphase,eta_only
colored_noise_null,10,980010,lagged_E_to_Y,eta_only
colored_noise_null,10,980010,recovery_probe,eta_only
colored_noise_null,10,980010,lagged_Y_to_E,colored_noise_ar
colored_noise_null,11,980011,doublet_EY,colored_noise_ar
colored_noise_null,11,980011,orthogonal_trap,colored_noise_ar
colored_noise_null,11,980011,counterphase,colored_noise_ar
colored_noise_null,11,980011,lagged_E_to_Y,colored_noise_ar
colored_noise_null,11,980011,recovery_probe,colored_noise_ar
colored_noise_null,11,980011,lagged_Y_to_E,colored_noise_ar
colored_noise_null,12,980012,doublet_EY,eta_only
colored_noise_null,12,980012,orthogonal_trap,colored_noise_ar
colored_noise_null,12,980012,counterphase,eta_only
colored_noise_null,12,980012,lagged_E_to_Y,colored_noise_ar
colored_noise_null,12,980012,recovery_probe,eta_only
colored_noise_null,12,980012,lagged_Y_to_E,colored_noise_ar
colored_noise_null,13,980013,doublet_EY,eta_only
colored_noise_null,13,980013,orthogonal_trap,full_reciprocal
colored_noise_null,13,980013,counterphase,colored_noise_ar
colored_noise_null,13,980013,lagged_E_to_Y,eta_only
colored_noise_null,13,980013,recovery_probe,eta_only
colored_noise_null,13,980013,lagged_Y_to_E,eta_only
colored_noise_null,14,980014,doublet_EY,colored_noise_ar
colored_noise_null,14,980014,orthogonal_trap,colored_noise_ar
colored_noise_null,14,980014,counterphase,replay_only_basis
colored_noise_null,14,980014,lagged_E_to_Y,colored_noise_ar
colored_noise_null,14,980014,recovery_probe,eta_only
colored_noise_null,14,980014,lagged_Y_to_E,eta_only
colored_noise_null,15,980015,doublet_EY,colored_noise_ar
colored_noise_null,15,980015,orthogonal_trap,colored_noise_ar
colored_noise_null,15,980015,counterphase,eta_only
colored_noise_null,15,980015,lagged_E_to_Y,colored_noise_ar
colored_noise_null,15,980015,recovery_probe,colored_noise_ar
colored_noise_null,15,980015,lagged_Y_to_E,eta_only
colored_noise_null,16,980016,doublet_EY,colored_noise_ar
colored_noise_null,16,980016,orthogonal_trap,colored_noise_ar
colored_noise_null,16,980016,counterphase,eta_only
colored_noise_null,16,980016,lagged_E_to_Y,eta_only
colored_noise_null,16,980016,recovery_probe,eta_only
colored_noise_null,16,980016,lagged_Y_to_E,eta_only
colored_noise_null,17,980017,doublet_EY,eta_only
colored_noise_null,17,980017,orthogonal_trap,eta_only
colored_noise_null,17,980017,counterphase,colored_noise_ar
colored_noise_null,17,980017,lagged_E_to_Y,eta_only
colored_noise_null,17,980017,recovery_probe,colored_noise_ar
colored_noise_null,17,980017,lagged_Y_to_E,full_reciprocal
colored_noise_null,18,980018,doublet_EY,colored_noise_ar
colored_noise_null,18,980018,orthogonal_trap,colored_noise_ar
colored_noise_null,18,980018,counterphase,colored_noise_ar
colored_noise_null,18,980018,lagged_E_to_Y,colored_noise_ar
colored_noise_null,18,980018,recovery_probe,eta_only
colored_noise_null,18,980018,lagged_Y_to_E,colored_noise_ar
colored_noise_null,19,980019,doublet_EY,colored_noise_ar
colored_noise_null,19,980019,orthogonal_trap,eta_only
colored_noise_null,19,980019,counterphase,colored_noise_ar
colored_noise_null,19,980019,lagged_E_to_Y,eta_only
colored_noise_null,19,980019,recovery_probe,full_reciprocal
colored_noise_null,19,980019,lagged_Y_to_E,full_reciprocal
colored_noise_null,20,980020,doublet_EY,eta_only
colored_noise_null,20,980020,orthogonal_trap,full_reciprocal
colored_noise_null,20,980020,counterphase,colored_noise_ar
colored_noise_null,20,980020,lagged_E_to_Y,colored_noise_ar
colored_noise_null,20,980020,recovery_probe,colored_noise_ar
colored_noise_null,20,980020,lagged_Y_to_E,colored_noise_ar
