time_sec,cue_on,cue_impulse,cue_value,cue_index_active,cue_phase_sin,cue_phase_cos,cue_nominal_frequency_hz
21.25,0.0,0.0,0.0,0.0,0.4999999999999949,0.8660254037844416,0.3333333333333333
21.5,0.0,0.0,0.0,0.0,0.8660254037844372,0.5000000000000026,0.3333333333333333
21.75,0.0,0.0,0.0,0.0,1.0,7.1048083769644134e-15,0.3333333333333333
22.0,0.0,0.0,0.0,0.0,0.8660254037844407,-0.4999999999999964,0.3333333333333333
22.25,0.0,1.0,0.0,0.0,0.5000000000000072,-0.8660254037844345,0.3333333333333333
22.5,1.0,0.0,8.0,7.0,5.3896838775215305e-15,-1.0,0.3333333333333333
22.75,1.0,0.0,8.0,7.0,-0.4999999999999979,-0.8660254037844398,0.3333333333333333
23.0,1.0,0.0,8.0,7.0,-0.8660254037844354,-0.5000000000000058,0.3333333333333333
23.25,0.0,0.0,0.0,0.0,-1.0,-3.674559378078648e-15,0.3333333333333333
23.5,0.0,0.0,0.0,0.0,-0.8660254037844426,0.4999999999999932,0.3333333333333333
23.75,0.0,0.0,0.0,0.0,-0.5000000000000042,0.8660254037844362,0.3333333333333333
24.0,0.0,0.0,0.0,0.0,-1.959434878635765e-15,1.0,0.3333333333333333
24.25,0.0,0.0,0.0,0.0,0.49999999999999467,0.8660254037844417,0.3333333333333333
24.5,0.0,0.0,0.0,0.0,0.866025403784437,0.5000000000000028,0.3333333333333333
24.75,0.0,0.0,0.0,0.0,1.0,7.349737736793884e-15,0.3333333333333333
25.0,0.0,0.0,0.0,0.0,0.8660254037844408,-0.49999999999999617,0.3333333333333333
25.25,0.0,1.0,0.0,0.0,0.5000000000000074,-0.8660254037844344,0.3333333333333333
25.5,1.0,0.0,4.0,8.0,5.6346132373510016e-15,-1.0,0.3333333333333333
25.75,1.0,0.0,4.0,8.0,-0.49999999999999767,-0.86602540378444,0.3333333333333333
26.0,1.0,0.0,4.0,8.0,-0.8660254037844353,-0.5000000000000059,0.3333333333333333
26.25,0.0,0.0,0.0,0.0,-1.0,-3.919488737908119e-15,0.3333333333333333
26.5,0.0,0.0,0.0,0.0,-0.8660254037844427,0.499999999999993,0.3333333333333333
26.75,0.0,0.0,0.0,0.0,-0.5000000000000044,0.866025403784436,0.3333333333333333
27.0,0.0,0.0,0.0,0.0,-9.309791596066238e-15,1.0,0.3333333333333333
27.25,0.0,0.0,0.0,0.0,0.4999999999999945,0.8660254037844418,0.3333333333333333
27.5,0.0,0.0,0.0,0.0,0.8660254037844369,0.500000000000003,0.3333333333333333
27.75,0.0,0.0,0.0,0.0,1.0,7.594667096623355e-15,0.3333333333333333
28.0,0.0,0.0,0.0,0.0,0.8660254037844409,-0.49999999999999595,0.3333333333333333
28.25,0.0,1.0,0.0,0.0,0.5000000000000077,-0.8660254037844343,0.3333333333333333
28.5,1.0,0.0,9.0,9.0,5.879542597180472e-15,-1.0,0.3333333333333333
28.75,1.0,0.0,9.0,9.0,-0.4999999999999913,-0.8660254037844437,0.3333333333333333
29.0,1.0,0.0,9.0,9.0,-0.8660254037844352,-0.5000000000000061,0.3333333333333333
29.25,0.0,0.0,0.0,0.0,-1.0,-4.164418097737589e-15,0.3333333333333333
29.5,0.0,0.0,0.0,0.0,-0.8660254037844428,0.4999999999999928,0.3333333333333333
29.75,0.0,0.0,0.0,0.0,-0.5000000000000047,0.8660254037844359,0.3333333333333333
30.0,0.0,0.0,0.0,0.0,-9.554720955895708e-15,1.0,0.3333333333333333
30.25,0.0,0.0,0.0,0.0,0.4999999999999943,0.8660254037844419,0.3333333333333333
30.5,0.0,0.0,0.0,0.0,0.8660254037844368,0.5000000000000032,0.3333333333333333
30.75,0.0,0.0,0.0,0.0,1.0,7.839596456452825e-15,0.3333333333333333
31.0,0.0,0.0,0.0,0.0,0.866025403784441,-0.4999999999999957,0.3333333333333333
31.25,0.0,1.0,0.0,0.0,0.5000000000000017,-0.8660254037844377,0.3333333333333333
31.5,1.0,0.0,5.0,10.0,1.3229899314610944e-14,-1.0,0.3333333333333333
31.75,1.0,0.0,5.0,10.0,-0.49999999999999106,-0.8660254037844438,0.3333333333333333
32.0,1.0,0.0,5.0,10.0,-0.8660254037844349,-0.5000000000000063,0.3333333333333333
32.25,0.0,0.0,0.0,0.0,-1.0,-4.40934745756706e-15,0.3333333333333333
32.5,0.0,0.0,0.0,0.0,-0.8660254037844394,0.4999999999999987,0.3333333333333333
32.75,0.0,0.0,0.0,0.0,-0.500000000000011,0.8660254037844323,0.3333333333333333
33.0,0.0,0.0,0.0,0.0,-9.799650315725178e-15,1.0,0.3333333333333333
33.25,0.0,0.0,0.0,0.0,0.49999999999999406,0.866025403784442,0.3333333333333333
33.5,0.0,0.0,0.0,0.0,0.8660254037844367,0.5000000000000034,0.3333333333333333
33.75,0.0,0.0,0.0,0.0,1.0,9.790984586812941e-16,0.3333333333333333
34.0,0.0,0.0,0.0,0.0,0.8660254037844448,-0.4999999999999894,0.3333333333333333
34.25,0.0,1.0,0.0,0.0,0.5000000000000081,-0.8660254037844339,0.3333333333333333
34.5,1.0,0.0,1.0,11.0,6.369401316839413e-15,-1.0,0.3333333333333333
34.75,1.0,0.0,1.0,11.0,-0.499999999999997,-0.8660254037844404,0.3333333333333333
35.0,1.0,0.0,1.0,11.0,-0.8660254037844313,-0.5000000000000128,0.3333333333333333
35.25,0.0,0.0,0.0,0.0,-1.0,-1.1759704174997533e-14,0.3333333333333333
35.5,0.0,0.0,0.0,0.0,-0.866025403784443,0.49999999999999234,0.3333333333333333
35.75,0.0,0.0,0.0,0.0,-0.5000000000000051,0.8660254037844357,0.3333333333333333
36.0,0.0,0.0,0.0,0.0,-2.9391523179536475e-15,1.0,0.3333333333333333
36.25,0.0,0.0,0.0,0.0,0.4999999999999877,0.8660254037844457,0.3333333333333333
36.5,0.0,0.0,0.0,0.0,0.866025403784433,0.5000000000000098,0.3333333333333333
36.75,0.0,0.0,0.0,0.0,1.0,8.329455176111767e-15,0.3333333333333333
37.0,0.0,0.0,0.0,0.0,0.8660254037844414,-0.49999999999999534,0.3333333333333333
37.25,0.0,1.0,0.0,0.0,0.5000000000000021,-0.8660254037844374,0.3333333333333333
37.5,1.0,0.0,4.0,12.0,1.3719758034269886e-14,-1.0,0.3333333333333333
37.75,1.0,0.0,4.0,12.0,-0.4999999999999907,-0.866025403784444,0.3333333333333333
38.0,1.0,0.0,4.0,12.0,-0.8660254037844347,-0.5000000000000068,0.3333333333333333
38.25,0.0,0.0,0.0,0.0,-1.0,-4.899206177226001e-15,0.3333333333333333
38.5,0.0,0.0,0.0,0.0,-0.8660254037844396,0.4999999999999983,0.3333333333333333
38.75,0.0,0.0,0.0,0.0,-0.5000000000000114,0.866025403784432,0.3333333333333333
39.0,0.0,0.0,0.0,0.0,-1.028950903538412e-14,1.0,0.3333333333333333
39.25,0.0,0.0,0.0,0.0,0.4999999999999936,0.8660254037844423,0.3333333333333333
39.5,0.0,0.0,0.0,0.0,0.8660254037844365,0.5000000000000038,0.3333333333333333
39.75,0.0,0.0,0.0,0.0,1.0,1.5679811893542238e-14,0.3333333333333333
40.0,0.0,0.0,0.0,0.0,0.866025403784445,-0.49999999999998895,0.3333333333333333
