condition,cue_index,value,cue_start_sec,cue_start_lsl,content_start_sec,pre_taskgamma,rec_taskgamma,pre_tasktheta,upd_tasktheta,maint_tasktheta,rec_visualgamma,upd_visualgamma,maint_visualgamma,fp1_hf,artifact_hf,DR_gamma,WMU_theta,MAINT_theta,visual_search_upd,visual_search_maint,contrast_pre_badge_0_1,DR_gamma_z,WMU_theta_z,MAINT_theta_z,visual_search_upd_z,visual_search_maint_z,fp1_hf_z,artifact_hf_z,artifact_score,OCM_score,OCM_event_vs_target_control_null,prior_sum,new_sum,prior_units,carry_required,high_carry_load,hard9_pattern,large_sum_load,large_sum_load_z,carry_required_z,high_carry_load_z,hard9_pattern_z,arithmetic_compute_load,compute_stall_score,cue_visibility_burden,squint_proxy,latent_guess_risk
CONTROL_1,75,8,226.234568,1611.7325145,225.0,0.7038298400473146,0.7237887837548036,4.381452494191608,1.6239103269726494,2.8809302903537173,1.009728864907842,1.12098904463597,1.1881633350731522,0.9881196096551139,0.7985522180217017,0.019958943707488963,-2.7575421672189586,-1.5005222038378907,0.11126017972812807,0.17843447016531022,0.9999999960784314,0.06695073097245453,-2.7804649839619735,-1.4698905873920884,0.5562709321877299,0.6870902218543768,0.6163303752795832,-1.0900815868257332,0.3081651876397916,-1.441016856202184,False,396,404,6,1,5,0,5.983936280687191,0.5720662347864727,0.0,2.697963037906381,0.0,0.8747139416518606,-1.3008201698019033,-0.478230701891742,0.40061474393172913,0.30816270368508997
CONTROL_1,76,1,229.234568,1614.7325145,228.0,0.7835494067746387,0.6601874358059059,2.8809302903537173,2.2911195069970565,3.191275047355064,0.8405607070466216,1.0043740256012617,0.946335873765186,0.6869907103154671,0.7525238526366884,-0.1233619709687328,-0.5898107833566608,0.31034475700134667,0.1638133185546401,0.10577516671856446,0.9999865733651171,-0.6639367605425378,-0.6744907594765952,0.25118775412605526,0.7876858959987232,0.4178345696665724,-1.7117498324640787,-1.4045574210673355,0.0,-0.48513345718244216,False,404,405,4,0,0,0,6.003887067106539,0.6013890536403537,-2.0009189065497472,-0.6744907594765952,0.0,-0.4583662477324619,-0.2523886891254841,0.3782436019110923,-1.1126373911016512,0.4580333745555662
CONTROL_1,77,8,232.234568,1617.7325145,231.0,0.5882693516008309,0.6090887217966504,3.191275047355064,2.0451783769078817,3.201254418384539,1.031453531830537,1.0945237381968347,0.8364945137195767,0.8766016201257298,0.8541771165203924,0.020819370195819475,-1.1460966704471822,0.009979371029475104,0.06307020636629779,-0.19495901811096017,0.9999999960784314,0.07133861085104477,-1.2149284485643872,-0.03428454810113149,0.34406893644404696,-0.696604672526136,-0.2458347134915625,-0.7100401446919711,0.0,-0.46429284470556326,False,405,413,5,1,4,0,6.0063531596017325,0.605013611690023,0.0,2.023472278429786,0.0,0.7176228336989545,-0.291985754688084,0.042546474263596576,-0.15979256376951562,0.5358288057094767
CONTROL_1,78,1,235.234568,1620.7325145,234.0,0.5472002285575683,0.7721305044816359,3.201254418384539,2.216965556857176,2.9570696942311305,1.0937521726486676,0.9680017207305147,1.1804404723431055,0.8404459743878258,0.6863527206735848,0.22493027592406756,-0.9842888615273631,-0.24418472415340853,-0.12575045191815293,0.08668829969443781,0.9998529532915243,1.1122341997160172,-1.0577304315764848,-0.27584636841734583,-0.48739283309768683,0.3471038223979885,-0.5253603366555685,-1.8566530310840141,0.0,-0.03336776642765619,False,413,414,3,0,0,0,6.025865973825314,0.6336927176049976,-2.0009189065497472,-0.6744907594765952,0.0,-0.44705996534483644,-0.5423715546459407,-0.4164348738316929,-0.3414842188261195,0.24403017823267925
CONTROL_1,79,3,238.234568,1623.7325145,237.0,0.8139075334997385,0.5806527695515004,2.9570696942311305,2.3365775311149526,2.2383333823877707,1.1806131729701634,1.3501849098259948,1.106338052656151,0.694610402567414,0.7547661006865479,-0.2332547639482382,-0.6204921631161779,-0.7187363118433598,0.16957173685583138,-0.0742751203140124,0.9999999960784314,-1.2243523005760173,-0.7042980480669674,-0.7268681591775622,0.813042786044394,-0.24938291194732773,-1.6528406584865687,-1.3892378932032032,0.0,-0.9168337712927063,False,414,417,4,0,0,0,6.028278520230698,0.6372385758852026,-2.0009189065497472,-0.6744907594765952,0.0,-0.4458189149467647,-0.5537285475660602,0.15307516259232767,-1.0743464280162698,0.41187846842739895
CONTROL_1,80,7,241.234568,1626.7325145,240.0,0.7220335246347922,0.46676540744452744,2.2383333823877707,2.927126455018962,2.0393491890696325,0.9468386360514228,1.0052559400034702,1.1383587098155639,0.7792709854533314,0.7537316710215509,-0.25526811719026476,0.6887930726311913,-0.1989841933181382,0.05841730395204736,0.19152007376414104,0.9999974793060752,-1.3366128493399276,0.5676865619774923,-0.23288702555670096,0.32358012706266237,0.7355819161610345,-0.9983148795760616,-1.3963053423542457,0.0,-0.3541479200563143,False,417,424,7,1,5,0,6.035481432524756,0.647825110570083,0.0,2.697963037906381,0.0,0.9012295481761242,0.30907009866033686,0.2505287665091539,-0.64890467172444,0.7649880980190445
CONTROL_1,81,5,244.234568,1629.7325145,243.0,0.5857577590449704,0.5933156235622208,2.0393491890696325,3.179296423510116,2.0880493525201604,1.428089016524764,1.067898040684356,1.1559796837507121,0.9707632202395325,0.7711789328863379,0.007557864517250379,1.1399472344404837,0.04870016345052797,-0.36019097584040805,-0.2721093327740518,0.9999709594619779,0.0037094819062704976,1.005987655513734,0.0025163426564144406,-1.5197392651233486,-0.9825027930101888,0.48214509195102767,-1.2771018428541954,0.24107254597551384,0.3561676143041819,False,424,429,4,0,0,0,6.052089168924417,0.6722344564366693,-2.0009189065497472,-0.6744907594765952,0.0,-0.4335703567537514,0.2179220016808781,-0.3520162785367761,0.313394309768168,0.45577510786130965
CONTROL_1,82,7,247.234568,1632.7325145,246.0,0.6057577115510652,0.5918154300352301,2.0880493525201604,1.8049083486442188,4.03140004593235,1.10109742923395,1.3114611544459227,1.1010228733543277,0.7942878144775023,0.7202057828500672,-0.013942281515835098,-0.28314100387594165,1.9433506934121896,0.21036372521197277,-7.455587962224008e-05,0.9999865733651171,-0.1059338861731755,-0.37655778871141493,1.8032239939527128,0.9926681465842803,0.025584235021375308,-0.8822171469741481,-1.6253615246285527,0.0,0.16764812883670638,False,429,436,9,1,7,0,6.063785208687608,0.6894247991166567,0.0,4.046944556859572,0.0,1.2530348189057228,0.6597789359179632,0.8508521610936614,-0.5734411455331963,0.8283904799719137
CONTROL_1,83,1,250.234568,1635.7325145,249.0,0.6803309343226732,0.6994077478712108,4.03140004593235,2.730768899779567,7.65338925207572,1.0348629072385016,1.0321882147904087,1.1278238730439079,0.8999899197241757,0.7722234355881034,0.01907681354853763,-1.3006311461527829,3.62198920614337,-0.00267469244809293,0.09296096580540625,0.9999999960784314,0.06245216982021658,-1.3650603445424316,3.3986301999176938,0.05456475611116265,0.3703486200294856,-0.06501567716749872,-1.269965572518333,0.0,0.1586827700946527,False,436,437,6,0,0,0,6.07993319509559,0.7131584239644969,-2.0009189065497472,-0.6744907594765952,0.0,-0.4192469681190117,0.45796854576165474,1.1879430882097743,-0.04226019015887417,0.6361874453006525
CONTROL_1,84,10,253.234568,1638.7325145,252.0,0.674798613692063,3.8784190591116947,7.65338925207572,23.859788106298463,3.364295847902193,5.9099936555690835,3.06905220955344,1.1545426873915936,3.1850185110497113,2.4594766198287275,3.2036204454196318,16.206398854222744,-4.289093404173527,-2.8409414460156435,-4.75545096817749,0.9999669909091808,16.302532077044443,15.643206548005903,-4.12019544162317,-12.443592589562519,-17.596549704512157,17.600940161873957,10.257716287407803,13.92932822464088,9.168390716767329,False,437,447,7,1,8,0,6.082218910376446,0.7165178712425803,0.0,4.721435316336167,0.0,1.4311400840189448,1.7394260311907281,-9.977150730544974,15.030811805810803,0.004956943923724712
CONTROL_1,85,5,256.234568,1641.7325145,255.0,0.6530240493698233,0.7279637133817348,3.364295847902193,2.4683878509450836,3.4238448333394493,0.9355265998324575,0.8577528460421101,1.074112595137683,0.8568014078660053,0.8303796028568564,0.07493966401191154,-0.8959079969571095,0.059548985437256174,-0.07777375379034734,0.13858599530522564,0.9999546951496879,0.34733354066752714,-0.9718674763651899,0.012827245089407345,-0.27612998355279783,0.5394225925465164,-0.39891361881109233,-0.8726299499048473,0.0,-0.24724812526118364,False,447,452,7,1,3,0,6.104793232414985,0.7496966513654177,0.0,1.3489815189531904,0.0,0.5996392077161938,-0.2163776016577555,-0.12019184285019441,-0.25929385222721,0.5042449161758809
CONTROL_1,86,2,259.234568,1644.7325145,258.0,0.5985382525934881,0.7452628117136284,3.4238448333394493,2.2822813294482036,2.023882054242038,1.405878712304718,0.893648744442272,1.0623216342137312,0.8753283047016157,0.7919432289199515,0.14672455912014026,-1.1415635038912457,-1.3999627790974114,-0.512229967862446,-0.3435570780909869,0.9999642947572267,0.7134118763580879,-1.2105244287706194,-1.3743172229765415,-2.1892349150937385,-1.2472687396966915,-0.25567893782073015,-1.1352356422409462,0.0,-0.4737084655603209,False,452,454,2,0,0,0,6.115892125483034,0.7660093331851874,-2.0009189065497472,-0.6744907594765952,0.0,-0.4007491498917701,-0.9161285469410332,-1.0615314600214614,-0.1661913095834746,0.1752292608207708
CONTROL_1,87,4,262.234568,1647.7325145,261.0,0.6242829669927039,0.7245598918146997,2.023882054242038,1.7571017554216086,2.1747632706890805,1.1343086991631588,1.250028542533151,0.8711720344486976,0.8643027494514383,0.7330169831595074,0.1002769248219958,-0.2667802988204293,0.15088121644704255,0.11571984336999219,-0.2631366647144612,0.9999765285279543,0.47654487759751685,-0.3606631887633684,0.09963092977346952,0.5759088248680915,-0.9492525211847718,-0.3409194345435993,-1.537832609116397,0.0,0.06627886148835328,False,454,458,4,0,0,0,6.12029741895095,0.7724840464943636,-2.0009189065497472,-0.6744907594765952,0.0,-0.39848300023355837,-0.17603943718184978,0.05474948274284069,-0.22159763245333955,0.38490668205120704
CONTROL_1,88,2,265.234568,1650.7325145,264.0,0.4542689956285764,0.705783529300769,2.1747632706890805,1.9296728592799526,1.343976307551976,1.1442113186294978,0.9833646388988723,0.8467874338542621,0.7850971426609612,0.7620284065757433,0.2515145336721926,-0.2450904114091279,-0.8307869631371045,-0.1608466797306255,-0.2974238847752356,0.999970634127634,1.2478047931859928,-0.3395912311581763,-0.833362978104123,-0.6419372137090392,-1.0763116500399919,-0.9532718388316151,-1.3396202349631383,0.0,0.19661282919030199,False,458,460,8,1,1,0,6.129050210060545,0.7853485272610773,0.0,0.0,0.0,0.274871984541377,-0.3138914274283232,-0.669618102247358,-0.6196266952405499,0.34030268246691603
CONTROL_1,89,7,268.234568,1653.7325145,267.0,0.4140277146110206,0.712509064785795,1.343976307551976,2.17445864801794,2.096771627473843,1.3915840504706338,1.0782194701419212,0.9352518292972162,1.0992283234580411,0.799177234549541,0.2984813501747744,0.8304823404659643,0.7527953199218671,-0.3133645803287126,-0.45633222117341765,0.9999999960784314,1.487319443058041,0.705339201122561,0.6717001923684034,-1.3135417122329105,-1.6651828024634583,1.475331281800657,-1.0858113375487286,0.7376656409003285,0.8638703679658558,False,460,467,0,0,0,0,6.133398042996649,0.7917387875201244,-2.0009189065497472,-0.6744907594765952,0.0,-0.3917438408745421,0.22249688174844323,-0.47261029092892265,0.9589653331704271,0.362719469984308
CONTROL_1,90,6,271.234568,1656.7325145,270.0,0.5601398309881142,0.620627811468984,2.096771627473843,2.746795084957039,2.2281431728024086,1.0319216230494388,1.413118048595387,1.2323081373044182,0.8865194794594572,0.7978442168587888,0.060487980480869896,0.6500234574831958,0.13137154532856554,0.3811964255459481,0.20038651425497944,0.999970634127634,0.2736349130245654,0.530021466199148,0.08108861101771099,1.7449208958639753,0.7684385374565416,-0.16915800770653125,-1.0949188052341792,0.0,0.33768027389302757,False,467,473,7,1,4,0,6.148468295917647,0.813888405444762,0.0,2.023472278429786,0.0,0.7907290115131131,0.3679798987776377,0.3226455518921723,-0.10995270500924531,0.6883037507522256
CONTROL_1,91,2,274.234568,1659.7325145,273.0,0.5220720317607009,0.744982992387699,2.2281431728024086,1.867004532375639,1.5446192656477735,1.037478415971285,0.9243954458831077,1.0460799496724305,0.9473652766441111,0.8675980628441708,0.2229109606269981,-0.3611386404267696,-0.6835239071546351,-0.11308297008817736,0.008601533701145359,0.9999356995403886,1.1019363845270258,-0.4523333268475813,-0.693401698983021,-0.43161224768037293,0.05773546752282069,0.3012514961989861,-0.6183453113825921,0.15062574809949306,0.09103573365527502,False,473,475,3,0,0,0,6.161207321695077,0.8326116846877415,-2.0009189065497472,-0.6744907594765952,0.0,-0.3774383268658761,-0.47194998908463354,-0.5795093955905328,0.19581347252934098,0.2521721236249239
CONTROL_1,92,6,277.234568,1662.7325145,276.0,0.5023760133965667,0.6246135480698208,1.5446192656477735,3.0629046884471816,6.384163709817409,1.1973742724006482,1.1318442298735525,1.123120756415207,0.910120656732106,0.8017896301459598,0.12223753467325416,1.518285422799408,4.839544444169636,-0.06553004252709571,-0.07425351598544117,0.9999073281814309,0.5885364531647401,1.3735472520366039,4.555815125748922,-0.22221544938479787,-0.24930285217103507,0.013306823162888328,-1.0679628808920347,0.006653411581444164,1.6946658249140334,False,475,481,5,1,2,0,6.16541785423142,0.8388001466484108,0.0,0.6744907594765952,0.0,0.46220274119609256,1.9385959418604177,1.4310773991405685,0.008649435055877414,0.9051463129759693
CONTROL_1,93,4,280.234568,1665.7325145,279.0,0.6288462291334433,0.5707371524196044,6.384163709817409,3.9322489199408195,1.9318216607727585,1.0916655172834233,1.0089402817482396,1.162045474065111,0.8765567063924186,0.8274674396367789,-0.058109076713838914,-2.45191478987659,-4.452342049044651,-0.08272523553518374,0.07037995678168762,0.9999848955374796,-0.3311693880777773,-2.483544718023257,-4.2753496926232915,-0.29793357120480785,0.28666953114038934,-0.24618194942211308,-0.8925264843661767,0.0,-1.980955580965072,False,481,485,1,0,0,0,6.1779441140506,0.8572107115190892,-2.0009189065497472,-0.6744907594765952,0.0,-0.3688286674749044,-2.2256112925901084,-1.489721452927928,-0.1600182671243735,0.07356084210199838
CONTROL_1,94,6,283.234568,1668.7325145,282.0,0.5745290178803887,0.9378437800528735,1.9318216607727585,2.140853890704124,1.7864898991500657,1.2016864572761599,0.9826739472821022,1.0058298572989917,0.796263096761977,0.7460820971984261,0.3633147621724848,0.2090322299313656,-0.1453317616226928,-0.21901250999405764,-0.1958565999771682,0.9999731508319708,1.8179475999353172,0.10159377199212621,-0.18189485431623714,-0.898067367036018,-0.6999308672364242,-0.8669458940280617,-1.4485688996085113,0.0,0.73143757790773,False,485,491,5,1,2,0,6.186208623900494,0.8693575372206327,0.0,0.6744907594765952,0.0,0.47289782789637025,0.07556892948164708,-0.6068594801129428,-0.5635148311182401,0.4151876784605414
CONTROL_1,95,4,286.234568,1671.7325145,285.0,0.5339446410902755,0.5859011798970788,1.7864898991500657,1.6850315868704846,2.570725568877335,0.9252219055985822,0.8629019737441559,0.9667286473792975,0.8371710927304957,0.7722362014839337,0.05195653880680329,-0.10145831227958113,0.7842356697272692,-0.0623199318544263,0.04150674178071534,0.9999999960784314,0.230127487620173,-0.20005111063060027,0.7015816283159421,-0.20807989703277904,0.17967323518025127,-0.5506790197373055,-1.2698783531329063,0.0,0.1523468764590175,False,491,495,1,0,0,0,6.198478716492308,0.8873915983762968,-2.0009189065497472,-0.6744907594765952,0.0,-0.3582653570748818,0.06880352835909619,0.15791209396038144,-0.3579413628292486,0.4648516722508502
CONTROL_1,96,6,289.234568,1674.7325145,288.0,0.8154140119370417,0.5414094928198616,2.570725568877335,3.0998575864299864,3.4179865744369233,0.8429114014485249,0.9219507318650306,1.0679746925710671,0.8672948713057121,0.7339834121098199,-0.27400451911718005,0.5291320175526515,0.8472610055595884,0.07903933041650568,0.2250632911225422,0.9999999960784314,-1.4321620707171183,0.4125741393070899,0.7614819649025908,0.4143881285359152,0.859883972991695,-0.31778681697229344,-1.5312297556836805,0.0,-0.2555387795834932,False,495,501,5,1,2,0,6.206575926724928,0.8992925342031998,0.0,0.6744907594765952,0.0,0.4833750768402687,0.46952055359631245,0.6358287285469058,-0.20656143103199073,0.7765250084412099
CONTROL_1,97,6,292.234568,1677.7325145,291.0,0.6904469326114869,0.48262971587731346,3.4179865744369233,4.651170604531654,2.6898020592950376,0.8961110235121782,1.1313319413921064,1.2755462194469689,0.9952881756885472,0.8823318484822212,-0.20781721673417347,1.2331840300947303,-0.7281845151418858,0.23522091787992816,0.3794351959347907,0.9999865733651171,-1.0946295373939419,1.0965681997099457,-0.7358478901103178,1.102125478156564,1.4319443415604671,0.671751813530569,-0.5176808734581582,0.3358759067652845,-0.21356929444871892,False,501,507,1,0,0,0,6.218600119691729,0.9169651825298685,-2.0009189065497472,-0.6744907594765952,0.0,-0.34791460262113166,0.026286400988102365,0.11463241687715377,0.4366386787948699,0.5361292069708947
CONTROL_1,98,2,295.234568,1680.7325145,294.0,0.8284248873082726,0.49630335329392766,2.6898020592950376,2.2097854646834145,1.5673111888075557,1.2516970942115802,1.199416838193678,1.0043527572434545,0.8189132001544204,0.8055885375059443,-0.3321215340143449,-0.48001659461162305,-1.1224908704874819,-0.052280256017902094,-0.24734433696812563,0.9999999960784314,-1.7285389067740793,-0.5678245308023784,-1.1106032657309288,-0.16387071614915732,-0.8907304420401556,-0.6918339817309337,-1.0420079170073808,0.0,-1.1406660281767689,False,507,509,7,0,0,0,6.230481447578482,0.9344278538273246,-2.0009189065497472,-0.6744907594765952,0.0,-0.341802667667022,-0.6002800990335154,-0.07577750390044846,-0.4496920881251069,0.42736331517101145
CONTROL_1,99,6,298.234568,1683.7325145,297.0,0.6937317196493349,0.5249673489209059,1.5673111888075557,1.7556703572503383,1.8749444948687675,0.9460228044772521,0.9277497831340303,1.3337920843995117,0.8829167347690964,0.8393386773845084,-0.16876437072842898,0.18835916844278255,0.30763330606121175,-0.01827302134322173,0.3877692799222596,0.9999999960784314,-0.8954734217764669,0.08150967164635992,0.24861074566100902,-0.014121659151196243,1.4628281941847712,-0.1970114572611097,-0.8114195981456822,0.0,-0.27586335091984104,False,509,515,9,1,6,0,6.234410725718371,0.9402029400169472,0.0,3.3724537973829762,0.0,1.1721844783516755,0.3375485044448638,0.2632841144867995,-0.12805744721972132,0.7768902843622157
TARGET_1,1,8,4.234568,1893.4416755,3.0,1.5958332565202542,0.7662257247463864,3.527101934415615,3.0744188737700258,2.6230304596445304,1.413362573476216,1.57335689469159,1.7463110350818556,1.0626182762145617,1.4130407231900328,-0.8296075317738678,-0.4526830606455894,-0.9040714747710847,0.15999432121537382,0.3329484616056395,0.9999999960784314,-4.265546808152037,-0.5412697102074023,-0.9030138074966501,0.7708691434546346,1.2596771248914997,1.1922926010927932,3.108237942409709,2.150265271751251,-2.5333824231933564,False,0,8,0,0,0,0,0.0,-8.222869258161928,-2.0009189065497472,-0.6744907594765952,0.0,-3.5468566568632607,-1.599772926544488,0.2611753043276489,1.8628734705537136,0.10407171981285136
TARGET_1,2,9,7.234568,1896.4416755,6.0,1.163926200105244,0.989983259417337,2.6230304596445304,1.9005820413346268,1.8997479550227117,1.7224828998726587,1.683058148732442,1.93867534864601,1.2049328232455785,1.4286703586532967,-0.17394294068790694,-0.7224484183099036,-0.7232825046218188,-0.039424751140216596,0.2161924487733513,0.9999667556721963,-0.9218823518050562,-0.8033496404651329,-0.7311889370682504,-0.1072621811982282,0.8270110396042009,2.292551264221686,3.215023021786054,2.75378714300387,-1.3870880129224998,False,8,17,8,1,8,1,2.1972245773362196,-4.993481859174842,0.0,4.721435316336167,4.191004191006287,0.06129080702378986,-1.0390283224792878,-0.6437412113713451,2.615416379369215,0.3006293042335153
TARGET_1,3,1,10.234568,1899.4416755,9.0,0.9690746298944392,0.7908547948844646,1.8997479550227117,2.24907954193951,2.075051525292883,1.583076517754965,1.7967697895499546,1.8170301665333526,1.4342306386995916,1.5817427360435636,-0.17821983500997451,0.34933158691679855,0.17530357027017152,0.21369327179498954,0.23395364877838754,0.9999974793060752,-0.94369304544731,0.2378960978812104,0.12284234459457831,1.0073296286426485,0.8928292248074098,4.0652927945363855,4.260846899659914,4.16306984709815,-1.0903642795271542,False,17,18,7,0,0,0,2.8903717578961645,-3.9747235612599967,-2.0009189065497472,-0.6744907594765952,0.0,-2.0600056629475847,-1.1244987643723499,-0.39941398382005466,4.13373673132962,0.11997164584854364
TARGET_1,4,7,13.234568,1902.4416755,12.0,0.9018876620371806,0.9865367791092183,2.075051525292883,2.7650733714291293,2.660484365809293,0.8673246349032808,1.327287397757339,1.7292670902397924,0.9712363493250888,1.1949956173745757,0.0846491170720377,0.6900218461362462,0.5854328405164098,0.4599627628540581,0.8619424553365116,0.9999962906388105,0.39684841996570924,0.5688803285800524,0.5126360840067287,2.091764291038789,3.219985248266671,0.4858029356923854,1.6185062089438829,1.052154572318134,0.2783878017560236,False,18,25,8,1,6,0,2.9444389791664403,-3.8952578549004975,0.0,3.3724537973829762,0.0,-0.52022679986943,0.038422665767524095,0.3079758164936416,0.8822490813304095,0.43908261578402824
TARGET_1,5,7,16.234568,1905.4416755,15.0,1.034424642010987,0.7568662059371065,2.660484365809293,3.6935042699482956,1.9179992284588214,1.335902700274675,1.3650916885664421,1.49938006136286,1.4995298075714527,1.5057641221084244,-0.27755843607388053,1.0330199041390027,-0.7424851373504715,0.029188988291767082,0.163477361088185,0.9999850140556245,-1.4502858278491706,0.9021066104800389,-0.7494394413869636,0.19487478687149173,0.6316632363430554,4.570132094138859,3.741744433128413,4.155938263633636,-1.2003472279517726,False,25,32,5,1,3,0,3.258096538021482,-3.434257291457171,0.0,1.3489815189531904,0.0,-0.8647446722717121,-0.9132311059291451,-0.7644555877819381,4.280196412785203,0.23924121813572954
TARGET_1,6,3,19.234568,1908.4416755,18.0,0.6977471864108817,0.7895526259290104,1.9179992284588214,2.536243304680434,2.306524002844681,1.4398480775948834,1.4223774458724074,1.1623298769759167,1.2690952919257878,1.1926738608500969,0.0918054395181287,0.6182440762216126,0.38852477438585953,-0.017470631722475982,-0.2775182006189667,0.9999840566251731,0.43334320911014146,0.49914745740579686,0.32549135431855014,-0.010588378947702114,-1.0025465887816087,2.7886025357600106,1.6026434618349208,2.195622998797466,-0.0010300622894077738,False,32,35,2,0,0,0,3.4965075614664802,-3.0838508911126516,-2.0009189065497472,-0.6744907594765952,0.0,-1.7482002283960136,-0.516415629051102,-0.4139849575158627,2.3735168598862293,0.16061032675849168
TARGET_1,7,8,22.234568,1911.4416755,21.0,0.6560592391214549,0.7901359367744125,2.306524002844681,2.3283172712604783,3.2175980465867187,1.279391134025571,1.3969775901954355,1.3616860445785357,0.7981744030478148,0.988408061150927,0.1340766976529576,0.021793268415797318,0.9110740437420377,0.11758645616986452,0.08229491055296467,0.9998141019582134,0.6489121223503642,-0.08031088174251992,0.8221309470185298,0.5841283554837143,0.33082311500765155,-0.8521692507209834,0.20705495396364862,0.10352747698182431,0.37116119025047883,False,35,43,5,1,4,0,3.58351893845611,-2.9559652633451505,0.0,2.023472278429786,0.0,-0.5287197725633561,0.09208102558664089,0.25413005719723725,-0.4814407790813622,0.4290300755928466
TARGET_1,8,4,25.234568,1914.4416755,24.0,1.2118894980049326,0.7736573242554216,3.2175980465867187,2.525447742956624,1.2696560777549166,1.1550642870675136,1.0646512327803896,1.55414787847815,0.9834541239158716,1.123712316202747,-0.43823217374951107,-0.6921503036300947,-1.947941968831802,-0.09041305428712398,0.3990835914106363,0.9999642947608788,-2.2696667629163043,-0.7739146979989252,-1.8951258386560939,-0.331786473961745,1.5047559608209002,0.5802606887338579,1.1314831435798214,0.8558719161568397,-1.7676321353286788,False,43,47,3,0,0,0,3.784189633918261,-2.6610279947765028,-2.0009189065497472,-0.6744907594765952,0.0,-1.6002122146783615,-1.3306247220634921,-0.44688344266030855,0.7731885479299452,0.16796201446195552
TARGET_1,9,9,28.234568,1917.4416755,27.0,0.626005819250806,0.8063508514751447,1.2696560777549166,2.970706133910987,3.620402765495988,1.3522053564291205,1.2602412060275674,1.2548492426758067,0.9405458971988264,1.2025038242040125,0.18034503222433873,1.7010500561560704,2.350746687741071,-0.09196415040155315,-0.09735611375331388,0.9999630596492243,0.8848647540220883,1.551105048109506,2.1904199820752956,-0.3386166435615656,-0.3349148073390375,0.24852968055632882,1.669803916055472,0.9591667983059005,1.2206385576065168,False,47,56,7,1,7,1,3.8712010109078907,-2.5331423670090016,0.0,4.046944556859572,4.191004191006287,0.7537869394126854,1.1589367896822727,0.3301265896361365,0.7459756629810289,0.7848246780091067
TARGET_1,10,5,31.234568,1920.4416755,30.0,0.5771982907843325,0.6574794789115893,3.620402765495988,1.6393699615378865,2.619173793854722,1.2039838232912414,1.0585961873179102,1.352193063134922,0.7519818846362614,1.020279139178884,0.08028118812725682,-1.9810328039581013,-1.001228971641266,-0.14538763597333126,0.1482092398436805,0.9999333002599864,0.3745734809815507,-2.0260778323651505,-0.9953539225882028,-0.5738641331751311,0.5750837241765973,-1.2092916926240995,0.4248051123102295,0.21240255615511475,-0.9021530363021035,False,56,61,6,1,2,0,4.04305126783455,-2.280564155406954,0.0,0.6744907594765952,0.0,-0.629574764523285,-1.1761288822399434,-0.5805252320332268,-0.6373578108970844,0.16208403606901997
TARGET_1,11,1,34.234568,1923.4416755,33.0,0.8436579918112678,0.6908928274890368,2.619173793854722,2.78734321165331,2.64275576994862,1.1929926918417046,1.3647380009316838,1.3162713525791763,0.8824097693289513,1.1031308274201583,-0.15276516432223097,0.16816941779858796,0.023581976093898227,0.1717453090899792,0.12327866073747162,0.9998544938170034,-0.813882958424528,0.06189511295518867,-0.0213564040293252,0.8226139962734611,0.48269776645018075,-0.20093089577996318,0.9908659219883262,0.4954329609941631,-0.4041530111924334,False,61,62,1,0,0,0,4.127134385045092,-2.156982359541339,-2.0009189065497472,-0.6744907594765952,0.0,-1.4237962423460542,-0.36858947234252504,0.2207744338762505,0.2161979904389381,0.30668842033479965
TARGET_1,12,4,37.234568,1926.4416755,36.0,0.5815989202766564,0.5139212800292645,2.64275576994862,2.5073181864746643,7.420800573852636,1.0076865209653563,1.411737575834007,0.9485164526760197,0.7140550935111242,1.0056899033422955,-0.06767764024739187,-0.13543758347395585,4.778044803904017,0.40405105486865067,-0.059170068289336575,0.9999958409672256,-0.37996577912956175,-0.23306233602267465,4.49736483582632,1.8455600457934698,-0.19340769003764174,-1.5025103506648514,0.3251282701655711,0.16256413508278555,0.6217488940878124,False,62,66,2,0,0,0,4.143134726391533,-2.1334657371365724,-2.0009189065497472,-0.6744907594765952,0.0,-1.4155654245043858,0.9520117212225256,1.986671070265455,-0.8628368333742036,0.694443329773924
TARGET_1,13,10,40.234568,1929.4416755,39.0,1.0465240010919243,1.0463513543671727,7.420800573852636,2.0052876983040813,2.13348173755171,1.3624446361819207,1.3272455395922798,1.3593821195692766,0.9136904260345909,1.176756186619207,-0.0001726467247515906,-5.415512875548555,-5.287318836300926,-0.03519909658964093,-0.0030625166126441172,0.9999951960899525,-0.03571347309342066,-5.362711955542865,-5.068925640108236,-0.08865473515913634,0.01451166375084259,0.040905334224267516,1.4938904387572205,0.767397886490744,-3.3266348767743104,False,66,76,6,1,7,0,4.204692619390966,-2.0429905594915225,0.0,4.046944556859572,0.0,0.2966894433928601,-3.4917685650920505,-1.9381906027716624,0.549450120810801,0.030053481327314342
