condition,cue_index,value,cue_start_sec,cue_start_lsl,content_start_sec,pre_taskgamma,rec_taskgamma,pre_tasktheta,upd_tasktheta,maint_tasktheta,rec_visualgamma,upd_visualgamma,maint_visualgamma,fp1_hf,artifact_hf,DR_gamma,WMU_theta,MAINT_theta,visual_search_upd,visual_search_maint,contrast_pre_badge_0_1,DR_gamma_z,WMU_theta_z,MAINT_theta_z,visual_search_upd_z,visual_search_maint_z,fp1_hf_z,artifact_hf_z,artifact_score,OCM_score,OCM_event_vs_target_control_null,prior_sum,new_sum,prior_units,carry_required,high_carry_load,hard9_pattern,large_sum_load,large_sum_load_z,carry_required_z,high_carry_load_z,hard9_pattern_z,arithmetic_compute_load,compute_stall_score,cue_visibility_burden,squint_proxy,latent_guess_risk
CONTROL_1,11,1,34.234568,1419.7325145,33.0,0.9361440518082955,0.569979390075777,9.562595273775202,3.9035612135751374,2.7685181131760435,1.3269125651289655,1.2053129854429945,1.448285744169125,1.0070599531342668,1.1255737781842894,-0.3661646617325185,-5.659034060200064,-6.794077160599159,-0.12159957968597102,0.12137317904015954,0.9998544938170034,-1.9021471779567674,-5.599295391022988,-6.500974031255661,-0.4691146870374587,0.47563656860209336,0.7627614846097694,1.1442010579497546,0.953481271279762,-4.491468088098987,False,61,62,1,0,0,0,4.127134385045092,-2.156982359541339,-2.0009189065497472,-0.6744907594765952,0.0,-1.4237962423460542,-4.3855010989599075,-2.179394290465823,0.8962653352787642,0.008178656695780922
CONTROL_1,12,4,37.234568,1422.7325145,36.0,0.8214719147240914,0.7361906748458538,2.7685181131760435,4.245787760367052,4.323483524412187,1.2529836324895942,1.3352468315785517,0.9611438528654324,1.204956872359071,1.1424506385765076,-0.08528123987823766,1.4772696471910085,1.5549654112361435,0.08226319908895752,-0.29183977962416185,0.9999958409672256,-0.46973809746069606,1.3336999873470725,1.434096105613627,0.4285842635114054,-1.0556184723873923,2.292737192125843,1.259507450145684,1.7761223211357635,0.2771795128501233,False,62,66,2,0,0,0,4.143134726391533,-2.1334657371365724,-2.0009189065497472,-0.6744907594765952,0.0,-1.4155654245043858,0.25868627812753364,0.3263746846902307,1.9311067824327874,0.41896783082203554
CONTROL_1,13,10,40.234568,1425.7325145,39.0,0.7291971626597636,0.5672076544608299,4.323483524412187,2.7584425643925763,1.7819455863206346,1.1904628087433322,1.3367875802561329,1.3064075969785025,0.9745515390912988,1.0445189081109416,-0.16198950819893376,-1.5650409600196107,-2.5415379380915524,0.14632477151280066,0.11594478823517029,0.9999951960899525,-0.8609239473279676,-1.6219373067204579,-2.459289406934991,0.7106760052259871,0.4555204260409562,0.511433247816372,0.5904165020037354,0.5509248749100537,-1.5951873579883793,False,66,76,6,1,7,0,4.204692619390966,-2.0429905594915225,0.0,4.046944556859572,0.0,0.2966894433928601,-1.3563119657360962,-0.6566150759209547,0.5390773867819492,0.26810266482918754
CONTROL_1,14,10,43.234568,1428.7325145,42.0,0.8982077920432432,0.7786126397082587,1.7819455863206346,1.9963128147435574,1.8253505093759672,1.4051292810573284,1.0599263352279584,1.4817937308287445,0.7141985081507665,1.0646067963895038,-0.11959515233498452,0.21436722842292277,0.04340492305533261,-0.34520294582936994,0.07666444977141618,0.9999867829455134,-0.6447272779040002,0.10677678008737713,-0.0025163426564144406,-1.4537402686780079,0.309958155973674,-1.5014015869932673,0.7276613372637293,0.36383066863186464,-0.28844960138430503,False,76,86,6,1,7,0,4.343805421853684,-1.8385284685679244,0.0,4.046944556859572,0.0,0.3682511752161194,0.03750107155050861,-0.23544614754729787,-0.7212295635033186,0.5776636452743701
CONTROL_1,15,6,46.234568,1431.7325145,45.0,0.7412653595874285,0.6004057162976328,1.8253505093759672,3.1723568426328375,1.9388533583294199,1.2316437621208953,1.1646492824815788,1.3485572490263098,0.8358342504268148,1.0355818390023213,-0.1408596432897956,1.3470063332568702,0.11350284895345264,-0.06699447963931648,0.11691348690541448,0.9999999960784314,-0.7531688859373856,1.2071477846232461,0.06410590218960467,-0.22866402065752042,0.45911016031939206,-0.5610143814873699,0.5293564960682796,0.2646782480341398,0.14147709030543715,False,86,92,6,1,3,0,4.465908118654584,-1.65906710876955,0.0,1.3489815189531904,0.0,-0.2434281083310449,0.3401122240019806,0.07440239019589888,-0.1793845743428926,0.5913485438183343
CONTROL_1,16,6,49.234568,1434.7325145,48.0,0.49226262087633704,0.8243137712539387,1.9388533583294199,3.063646109310378,2.2939522405324673,1.6266515471625782,1.398598931141231,1.2895586457389265,0.6742156479071786,0.9934875547099316,0.33205115037760163,1.124792750980958,0.3550988822030474,-0.2280526160213472,-0.33709290142365167,0.9999108148821713,1.658513906310895,0.9912649127473829,0.2937228255829564,-0.937874995198037,-1.223314255936794,-1.8105160751284233,0.2417591621433483,0.12087958107167415,1.0944801765255676,False,92,98,2,0,0,0,4.532599493153256,-1.5610469579626416,-2.0009189065497472,-0.6744907594765952,0.0,-1.21521885179351,0.16783988056343407,-0.44062841128262936,-1.0922197420833033,0.25076153356660713
CONTROL_1,17,4,52.234568,1437.7325145,51.0,0.655301960866014,0.8908517149268826,2.2939522405324673,2.242324680759506,2.148606130410236,1.3538454645023832,1.2752450869246232,1.0659063461537293,0.9443125775657245,0.9930741531951592,0.23554975406086864,-0.051627559772961185,-0.1453461101222313,-0.07860037757775995,-0.28793911834865393,0.9999999960784314,1.1663898946760953,-0.15164000160348748,-0.18190849137093143,-0.2797699776258615,-1.0411636806968776,0.277650545509185,0.2389347128033095,0.25829262915624723,0.3178597331236074,False,98,102,8,1,3,0,4.59511985013459,-1.4691571916191088,0.0,1.3489815189531904,0.0,-0.17695963732839048,-0.19469700126942757,-0.4045584712910747,0.2641000040621286,0.3326967468083595
CONTROL_1,18,6,55.234568,1440.7325145,54.0,0.7356101891593735,0.6034045526826685,2.148606130410236,3.186364978497482,1.5922035544316848,1.0895983417798836,1.2788673996635147,1.353595077225188,0.8652004392806428,0.9348325296432789,-0.13220563647670502,1.037758848087246,-0.5564025759785511,0.18926905788363113,0.26399673544530433,0.9999999960784314,-0.7090364203760084,0.9067105452113338,-0.5725834530469871,0.8997788960961545,1.0041607475512837,-0.3339792374099235,-0.15898476578035559,0.0,-0.035447040675267244,False,102,108,2,0,0,0,4.634728988229636,-1.410941362082032,-2.0009189065497472,-0.6744907594765952,0.0,-1.1626818932352967,-0.08696272373718869,0.12135885570837926,-0.2170865043164503,0.37903206230514735
CONTROL_1,19,3,58.234568,1443.7325145,57.0,0.8453925082784678,0.8392201810088312,1.5922035544316848,1.6985783932313123,1.9736327990947131,1.282713976945509,1.311304812729608,1.0990212687968104,0.7128682252920043,0.9877970069619672,-0.006172327269636568,0.1063748387996275,0.3814292446630283,0.028590835784099156,-0.18369270814869854,0.9999999960784314,-0.06630978538495678,0.0018610185311523097,0.3187476438242665,0.19224085397982596,-0.6548547865137815,-1.5116862365269927,0.20288009843200816,0.10144004921600408,0.0176820121801307,False,108,111,8,1,2,0,4.6913478822291435,-1.3277253154782458,0.0,0.6744907594765952,0.0,-0.2960811705482372,0.016771405680335007,0.14298379434864117,-0.9115880192913425,0.47951967168967435
CONTROL_1,20,4,61.234568,1446.7325145,60.0,0.7657598343691745,0.557816389504218,1.9736327990947131,2.819277888759139,2.2063204491804504,1.2253972475197272,1.0261397235263472,1.183126359789117,0.8778820469117055,0.9727669469017483,-0.20794344486495653,0.8456450896644261,0.23268765008573733,-0.19925752399338004,-0.04227088773061016,0.9999999960784314,-1.0952732575521273,0.7200699741426951,0.17738113681637013,-0.8110773323299044,-0.13078391487147423,-0.23593550997960586,0.10019144901762582,0.05009572450881291,-0.12462423090226146,False,111,115,1,0,0,0,4.718498871295094,-1.2878199444642748,-2.0009189065497472,-0.6744907594765952,0.0,-1.1195893970690818,0.07130180767927535,0.10890343900880367,-0.11829107433057479,0.43948975514170996
CONTROL_1,21,7,64.234568,1449.7325145,63.0,0.5964500611889308,0.925588143879066,2.2063204491804504,2.3238857327010813,2.651206870794907,1.2374079495167145,1.5390562725195196,1.3449651933973341,0.7591918529129543,0.9202671607700953,0.3291380826901351,0.11756528352063089,0.4448864216144566,0.3016483230028051,0.1075572438806196,0.9999999960784314,1.6436582605768741,0.012732655265484269,0.3790584094557586,1.3946350388759654,0.42443846381028427,-1.1535501663865393,-0.2584985436240168,0.0,0.7383680482280952,False,115,122,5,1,3,0,4.7535901911063645,-1.2362442124334012,0.0,1.3489815189531904,0.0,-0.09544009461339281,0.09908593325696849,0.08286579994972587,-0.7498076081512506,0.41333864033454865
CONTROL_1,22,5,67.234568,1452.7325145,66.0,0.5615741075147995,0.6295990051403741,2.651206870794907,2.96208988325687,3.9713155130835305,1.3457491543575537,1.4530070380306903,1.0969573602481606,0.8412845083415474,0.942914204818218,0.06802489762557462,0.31088301246196304,1.3201086422886235,0.1072578836731366,-0.24879179410939312,0.9999999960784314,0.312070604550078,0.20054289656997537,1.210884292081406,0.5386470334557385,-0.8960943252333315,-0.5188774839454451,-0.10376899781966863,0.0,0.4472222588643026,False,122,127,2,0,0,0,4.812184355372417,-1.1501249974533958,-2.0009189065497472,-0.6744907594765952,0.0,-1.0713961656152742,0.21917606830085828,0.46912478899001636,-0.3372703645645393,0.4214577096413627
CONTROL_1,23,9,70.234568,1455.7325145,69.0,0.486820778065405,0.8378358632957741,3.9713155130835305,3.2331146677691556,4.44519090119365,1.59598203088721,1.0612679805370446,1.2924479738208627,1.1025616799174895,1.022279638828671,0.35101508523036906,-0.7382008453143749,0.4738753881101192,-0.5347140503501653,-0.3035340570663472,0.9999999960784314,1.7552234675434992,-0.8186532917807294,0.4066100095774802,-2.288242381658115,-1.0989542896907958,1.5011020438086018,0.4384729623632246,0.9697875030859132,0.2619925716034214,False,127,136,7,1,7,1,4.852030263919617,-1.0915611727580066,0.0,4.046944556859572,4.191004191006287,1.2583403574005336,-0.10683507838708714,-0.8603371661249953,1.1291818653027197,0.46539379430229033
CONTROL_1,24,3,73.234568,1458.7325145,72.0,0.387363731892096,0.6779670377837911,4.44519090119365,2.784992528857131,3.747551490984946,1.0439488271109556,1.4767327600350004,1.0821035226385611,1.0139588630747676,1.0915661971223873,0.2906033058916951,-1.6601983723365188,-0.6976394102087036,0.4327839329240448,0.03815469552760553,0.9999999960784314,1.4471441201673676,-1.7143837505464823,-0.7068173099093652,1.972083752727989,0.16725146181840944,0.8160981644259776,0.9118538447579806,0.8639760045919791,-0.42105451505191477,False,136,139,6,0,0,0,4.919980925828125,-0.9916901747800927,-2.0009189065497472,-0.6744907594765952,0.0,-1.015943977679618,-1.1880635021183976,-0.3151933318941572,0.8496126525421785,0.1149927391552355
CONTROL_1,25,5,76.234568,1461.7325145,75.0,0.6040870125404407,0.5897892415999563,3.747551490984946,3.093037616727275,2.682661674452335,1.172680665454499,1.4611926149433878,1.091926833385788,0.8555896485882477,0.9368733361179087,-0.014297770940484456,-0.6545138742576713,-1.0648898165326113,0.2885119494888888,-0.0807538320687109,0.9999999960784314,-0.10774676027064443,-0.7373505043215858,-1.055858257646844,1.3367897137591138,-0.27339125879484033,-0.40828194180262084,-0.145041530706363,0.0,-0.5492105573662609,False,139,144,9,1,5,0,4.941642422609304,-0.9598530264658565,0.0,2.697963037906381,0.0,0.3385422002135455,-0.507121713763899,-0.08064309439005157,-0.26538326217170355,0.43877290732384855
CONTROL_1,26,3,79.234568,1464.7325145,78.0,0.6006830321559626,0.5697285839942001,2.682661674452335,2.5793128076248935,3.218299572913972,1.2998262065143877,1.225633684113522,1.736940157315056,1.0237662013259978,1.0901191398300976,-0.030954448161762516,-0.10334886682744138,0.535637898461637,-0.07419252240086571,0.4371139508006683,0.9999999960784314,-0.1926900992015858,-0.20188780459435302,0.46531013564003987,-0.2603602207774182,1.6456861477997058,0.8919204123849279,0.9019672336349971,0.8969438230099624,-0.24415789899236004,False,144,147,4,0,0,0,4.976733742420574,-0.908277294434983,-2.0009189065497472,-0.6744907594765952,0.0,-0.9867494695588297,-0.30780634942977003,-0.030064240462752884,0.8954367998224522,0.3171939219271004
