time_lsl,condition,condition_offset_sec,theta_front,theta_midline,theta_parietal,theta_global,alpha_posterior,gamma_pt_30_45,gamma_front_35_40,gamma_visual_30_45,gamma_global_30_45,hf_jaw_45_55,p2p_global,theta_front_z,theta_midline_z,theta_parietal_z,theta_global_z,alpha_posterior_z,gamma_pt_30_45_z,gamma_front_35_40_z,gamma_visual_30_45_z,gamma_global_30_45_z,hf_jaw_45_55_z,p2p_global_z,artifact_score,meaninggamma_score,tsp_z,taskgamma_score,theta_integration_z,alpha_drop_proxy_z,nas_score,artifact_z,visual_drive_z,theta_future_10_30_z,A_sem_raw,A_sem,R_int_raw,R_int,artifact_penalty,visual_penalty,NIP_density,NIP_density_z,NIP_density_clip
1251.2144613,BASELINE_1,1.0,22.14703111606212,13.105386195300982,6.73574264292695,13.964307392594742,8.775514709802366,5.162156045396946,4.351676735009482,5.535332428634646,4.223282662652051,4.342589828066099,5358.749072265625,25.94837139546792,14.294905941807112,6.070516149429585,18.52255605170449,6.1470016813942,16.811016713169945,30.44230748867951,38.45435924075965,33.79567701908598,17.250805240039004,2.018968128729511,9.634886684384258,0.9432693078080034,-4.824884578305944,23.83083163929096,10.182711045618348,-6.1470016813942,-13.353083910853757,19.059914254402262,38.45435924075965,24.277194168829038,-7.143365989318696,0.0,16.17159098914366,16.17159098914366,0.05732679499296393,0.14620903099860108,0.0,0.0,0.0
1252.2144613,BASELINE_1,2.0,15.412833559806373,12.52014241820746,9.770139976787622,13.245177460424326,13.37346651810147,3.8419235222351222,3.025613225232484,4.013653640433501,3.3169783284629264,3.941434410713301,5173.590258789062,16.96794880590362,13.479900475953183,10.51227225864552,17.362368981725083,10.717392878968834,11.533802738789364,19.350029842996364,26.29303145875412,24.90730593734453,15.19271869738934,1.890681359779013,8.541700028584177,0.1958167210793808,-3.748137997733738,14.33115415115298,11.996086367299352,-10.717392878968834,-11.307172164677084,16.820823237921353,26.29303145875412,23.52727666737556,-5.609751408360914,0.0,16.34518745493456,16.34518745493456,0.08020868439955957,0.26856788325745884,0.0,0.0,0.0
1253.2144613,BASELINE_1,3.0,10.756183117421594,10.21127295375218,9.499311007034663,10.63952558894198,10.596223520038173,2.5898764426104,1.9864789516374848,2.801017945442225,2.338646838111976,2.796105120549794,5236.78125,10.758049486028565,10.264588656971505,10.115832340402404,13.15861737172384,7.956796969946079,6.52913861390164,10.657862545670335,16.60159047837318,15.312545105738703,9.31672476331025,1.934463062291687,5.625593912800968,-0.687816531729214,-3.178055103485192,7.619179413994682,10.190210498686952,-7.956796969946079,-7.662620712983873,10.847985047560835,16.60159047837318,22.433895369339115,-3.6193886145389067,0.0,16.114571101140644,16.114571101140644,0.19647938637215495,0.43601461135232183,0.0,0.0,0.0
1254.2144613,BASELINE_1,4.0,18.48391182526839,15.749370641300684,14.758516865976892,16.42310326493491,9.371801429428492,2.47060649955991,1.8126527481300552,2.4500767621057333,2.0002461786880783,2.780573719403701,5439.554882812499,21.06340047614085,17.976896010670636,17.8142670486414,22.489381866057883,6.739714195190217,6.052394556209256,9.20383828726684,13.79685218810281,11.993758554908922,9.237042509738298,2.0749542098284635,5.655998359783381,-0.1905032995725724,-2.260031127787994,6.276740058268681,17.89558152965602,-6.739714195190217,-6.400780767817901,10.910260162005555,13.79685218810281,21.542742556034064,-3.2921612868731702,0.0,17.022497070854214,17.022497070854214,0.19465256562553318,0.5016550186347299,0.0,0.0,0.0
1255.2144613,BASELINE_1,5.0,21.6774828381823,18.55224439068092,15.235398150470424,17.980299990369137,8.95376971866495,2.450857664587289,1.6565799570476432,2.508685845487168,1.9172390715129088,2.72060028768511,5390.9828125,25.32220295797594,21.88015396103811,18.512326704551693,25.001639283588016,6.324188210830775,5.97345480425885,7.8983180622861,14.265258713534577,11.179685463605766,8.929354996626643,2.0413011860018897,5.485328091314266,-0.3907177683068179,-2.5305065753370046,5.033622338392822,20.1962403327949,-6.324188210830775,-6.157878506455063,10.560689242088044,14.265258713534577,17.84077526388494,-3.295934431937356,0.0,14.943687364965232,14.943687364965232,0.2051316345182262,0.4900426084307822,0.0,0.0,0.0
1256.2144613,BASELINE_1,6.0,12.45733735315725,10.50354563120128,7.050302261029701,9.833992858794886,6.45943382044217,3.936989119063718,2.8584494136703045,4.905078117987602,3.260979855082436,3.052623536791021,5316.289404296875,13.026632164114952,10.671605081518145,6.530969066992253,11.859034895520637,3.8448036264914753,11.91379754066352,17.95173526925444,33.417337421679484,24.35811380326724,10.632766071917526,1.9895500658668896,6.311158068892208,-1.3600600741473512,-6.372660687399274,13.395496366865505,8.601287074255199,-3.8448036264914753,-10.36968590765359,12.252173925078505,33.417337421679484,9.420623788019213,-5.847906579363314,0.0,6.476867977702715,6.476867977702715,0.15916305664329639,0.18808395041105327,0.0,0.0,0.0
1257.2144613,BASELINE_1,7.0,12.427769145201914,8.839734802842774,5.630631867482982,8.50513587996085,7.615426237598457,4.198866359865921,3.009120234710892,5.124503910312226,3.502220679813593,3.525460320184188,5633.8552734375,12.987201333576223,8.354596388160537,4.4528530690500165,9.715162674763452,4.993866902513186,12.96056938614412,19.212069007241308,35.17099857867083,26.72402764631902,13.058606478593124,2.209574695081552,7.634090586837338,-1.2578027631000044,-6.53345254990063,14.063404013995942,6.403724728605277,-4.993866902513186,-11.302572677037857,14.961835903319049,35.17099857867083,3.920455716539516,-6.464795214938357,0.0,1.7807885618008599,1.7807885618008599,0.10600432482167894,0.17229452206956647,0.0,0.0,0.0
1258.2144613,BASELINE_1,8.0,15.504010408545934,10.310439203741277,5.804212881409881,9.663327239419065,6.321170858914542,3.10187883216365,1.9137086798377223,2.892476006398164,2.2550160909376453,3.3710355039947983,5895.86728515625,17.089538145275675,10.402686726413144,4.706941259957023,11.58369655117964,3.707369427817211,8.575707015803884,10.04915259082772,17.33252756326655,14.49235580873637,12.266345867611465,2.39110898868877,7.328727428150117,0.6771405116230627,-1.92273862286692,6.07304397983922,7.554813993185084,-3.707369427817211,-5.83721739408065,14.336383788848826,17.33252756326655,3.513585404710639,-3.9933616968512378,0.0,1.8200150136071405,1.8200150136071405,0.11643087050447783,0.4203673201377051,0.0,0.0,0.0
1259.2144613,BASELINE_1,9.0,32.28255152409084,28.708065129044574,26.75821226389401,30.60871748233828,14.519590318357734,4.56371488136166,1.9975645417835397,2.475589448390485,2.562449230952636,2.995199812539516,7094.996386718749,39.46464496316221,36.023062841001085,35.37944209927173,45.37532425073303,11.856646691626729,14.418936516472275,10.750591470687633,14.000750765722543,17.507435543208857,10.338159570300943,3.2219222516687624,6.780040910984853,7.823663520723173,5.723550905864791,5.4508471138233485,35.70125247013641,-11.856646691626729,-4.016443082374922,13.21255096036467,14.000750765722543,3.2818320334033975,1.0795523133643816,1.0795523133643816,7.45565027335496,7.45565027335496,0.137809546611411,0.4965666631800597,0.5507900477985936,1.1863085771916622,0.5507900477985936
1260.2144613,BASELINE_1,10.0,30.916838126607303,29.911574326720856,30.74631197768769,33.1384213884576,15.79023689369829,4.504723168998855,1.8070063587238276,2.210578454312368,2.508556914095033,2.483918900789221,6882.04990234375,37.643391080546536,37.69905943029058,41.21722941546596,49.45654745041003,13.11967687665016,14.183135713665152,9.156607277192478,11.88277055215261,16.978899054289005,7.715085523511949,3.0743828722198097,5.39473419786588,8.675482470945267,6.893066888122377,4.26213979930972,39.45814442287827,-13.11967687665016,-3.163417577878518,10.375132665915011,11.88277055215261,3.1868059735616887,2.46678990952811,2.46678990952811,8.566123166181585,8.566123166181585,0.21092136348253454,0.5520379265166285,2.460401390995354,5.299288331621045,2.460401390995354
1261.2144613,BASELINE_1,11.0,17.60732596455406,18.118145374396065,19.0834328763037,20.326556325739745,9.831848097515936,3.320030305539129,2.0227226441959285,2.460837448094096,2.4189337728713105,2.514451296061424,6175.25732421875,19.894425048929207,21.27563139310753,24.14508664709975,28.786902754597577,7.197003294763925,9.44769886847519,10.961034375525331,13.882852091944809,16.099940732390998,7.871728832081096,2.58468360020905,5.2282062161450735,3.2816490822582387,1.1992212684665169,7.292058104370268,22.71035902010364,-7.197003294763925,-4.931221474045538,10.034046076643707,13.882852091944809,3.197344300419812,-1.6027445397762683,0.0,5.275105902818041,5.275105902818041,0.22199355889959574,0.49950253561643176,0.0,0.0,0.0
1262.2144613,BASELINE_1,12.0,19.21193236966973,18.962693606263368,19.421191902048754,20.9688287165792,10.153699041539197,3.245950587183304,1.903091211893017,2.2746243849791377,2.312615965526298,2.422800655220711,6316.554589843749,22.034255888087483,22.45174201929387,24.63949889802839,29.823093976686927,7.516925030098323,9.15158851058968,9.960339422025104,12.394628614433246,15.057253316441413,7.401524660879287,2.6825810177190514,5.04205283929917,3.5529552857132503,1.6937609935482636,6.411929084552892,23.54562045866113,-7.516925030098323,-4.473657685427856,9.652762284372942,12.394628614433246,3.220573440905509,-1.0989190786464011,0.0,5.515611157710142,5.515611157710142,0.23506003187918906,0.5380889323466221,0.0,0.0,0.0
1263.2144613,BASELINE_1,13.0,20.620717125609428,16.88339652408771,15.157417926197285,19.26095282824108,8.597414948986502,3.46279054735116,1.5612519262715934,2.28001181097338,2.1684404009207343,2.41905722349564,6100.546875,23.91294779464167,19.556130731424545,18.39817911626517,27.06774277499348,5.969969469431091,10.018338002006107,7.100916597734833,12.437685174020787,13.64328466287606,7.382319370053257,2.53292067325377,4.957620021653513,4.425743185685453,2.560090409582336,3.356927091819928,18.977154923844857,-5.969969469431091,-2.951210382109147,9.479824970801184,12.437685174020787,3.2066363599651533,-0.4694542081589457,0.0,4.618102691124402,4.618102691124402,0.24123740542448047,0.5369317654752057,0.0,0.0,0.0
1264.2144613,BASELINE_1,14.0,58.88021286771495,57.09726682894514,56.86807665362044,59.583099231338,28.909491972868192,5.5578009327484015,2.9360970353240954,5.174036924546679,4.256443769700812,3.742131231458593,6522.0125976562485,74.93408831769747,75.5576217073164,79.45431410378012,92.12028863342934,26.160293749656304,18.39248262299545,18.601243359598957,35.56686873655615,34.12089694114942,14.170214267963498,2.82493202700875,8.497573147486124,3.8196852783292647,-1.5153450321541588,11.878729416978562,77.50596790554826,-26.160293749656304,-14.903950449901668,16.73044150619443,35.56686873655615,3.1003932354819774,-5.440700626900661,0.0,15.161902620017875,15.161902620017875,0.08130349894267615,0.16891773852914224,0.0,0.0,0.0
1265.2144613,BASELINE_1,15.0,124.43245878764618,125.89485082186528,129.34463340270605,128.93216646483745,42.17509045416935,5.433798976879812,3.1610247734138066,5.382149066408765,4.537936081716807,3.6646670292852153,6751.246166992187,162.35161136157703,171.36454727641052,185.5456242703372,204.00256125224217,39.34637682692247,17.896823833441424,20.48272256682497,37.23011067186104,36.88156797787581,13.772792158891212,2.9837558679749803,8.378274013433096,2.771716594931788,-2.8128000058473672,13.913948105106344,178.45508577337387,-39.34637682692247,-19.99563939169963,16.48609017066099,37.23011067186104,2.8745108434496833,-5.970425997996347,0.0,35.23026121949041,35.23026121949041,0.08433877750600625,0.1554384363311903,0.0,0.0,0.0
1266.2144613,BASELINE_1,16.0,86.20441910668843,84.68979349457486,85.76977584625264,86.82286653836985,19.76904234540993,3.1713743209312715,1.9458344728260624,2.353098102016067,2.396116254028989,2.3185554118581444,6621.866113281249,111.37241922505882,113.98273775193326,121.76067178577308,136.06676395741437,17.074632946555507,8.853493358775188,10.317878947285816,13.021794217685578,15.876163170059646,6.866705178905161,2.894115257595291,4.880410218250226,3.075762828022679,1.122493695369842,6.884403053029462,117.87170476885316,-17.074632946555507,-7.727967829143018,9.321682007504554,13.021794217685578,2.714547126096089,-1.49147782406057,0.0,24.07627164091221,24.07627164091221,0.24702831800660827,0.5214772076402306,0.0,0.0,0.0
1267.2144613,BASELINE_1,17.0,14.978352734483774,10.756797153012132,8.344254121536704,10.820846764235448,4.176124095713097,2.325652266655552,1.380104668038496,1.322363947834106,1.470199989728677,1.8170174162158528,6810.039550781248,16.388544743895523,11.02428097930678,8.425058057021072,13.451146542987845,1.575180302383886,5.472985633835108,5.585653061515754,4.784118827642565,6.795452599383305,4.293616159516184,3.024490700416105,3.659053429966145,2.883780686668674,2.166162862522289,3.302643295565441,9.724669518163926,-1.575180302383886,-1.0808194312879986,6.820069864641934,4.784118827642565,2.695444273629193,0.1703755032034393,0.1703755032034393,2.80873441547693,2.80873441547693,0.35951100882240195,0.7872527377602196,0.13543914409698574,0.2917130020266897,0.13543914409698574
1268.2144613,BASELINE_1,18.0,10.448678706838711,7.270298422842005,5.151351219860118,7.328926191510836,5.265899029933026,2.243864543479205,1.1925528965498486,1.212274998125291,1.349025198656921,1.842243346191232,6813.923828125,10.347975452393502,6.169012742379667,3.751281221206581,7.81755945860246,2.658423010083931,5.14606495273772,4.016816948499077,3.9042828116800106,5.607058736341815,4.423035194539441,3.0271819111707075,3.725108552855074,2.848288830435948,2.262646408683946,1.7990235721008785,4.960146981793124,-2.658423010083931,-1.0150477994043974,6.9553655449069804,3.9042828116800106,2.663364010788583,0.2770085645543148,0.2770085645543148,1.8130793721745857,1.8130793721745857,0.3522885017846228,0.8226584746264909,0.1455553115727581,0.31350151525923897,0.1455553115727581
1269.2144613,BASELINE_1,19.0,5.73509781432148,4.462539173272831,4.031635150420886,4.889940305886825,4.771725694389352,2.5531606969155605,1.1169316620222178,1.2428525710456035,1.3920842176671615,1.8466902774249576,6787.370410156251,4.062156248058179,2.258951286339408,2.1122388860054904,3.8826935021501088,2.167211801917658,6.382378976594279,3.3842592141935284,4.148660199303122,6.0293501509814735,4.445849717121771,3.0087844493818623,3.727317083251816,3.998518636025233,3.376219606129765,0.8568351992320045,2.185595086172449,-2.167211801917658,-0.1381754564636241,6.959889109610898,4.148660199303122,2.551227174059109,1.0393357943962398,1.0393357943962398,1.1789946726342313,1.1789946726342313,0.3520495428899023,0.8126676805858872,0.3505778718698712,0.7550854232662293,0.3505778718698712
1270.2144613,BASELINE_1,20.0,4.4245216276864845,3.9857081943017993,3.9620779763140392,4.1986761718210825,3.3563921059006536,2.741776340640048,1.1466676829653435,1.2540832356191358,1.4435212824588357,1.7636262334431263,7604.2759765625,2.314430866751446,1.5949205535738902,2.0104209732419704,2.767462895821327,0.7603618730460957,7.136310646498801,3.6329955665228897,4.238416193897711,6.5338073205844704,4.019698196533626,3.574775199075231,3.797236697804428,4.703555804183495,4.067793375098838,0.8996087304470823,1.8026707634079304,-0.7603618730460957,0.6015180278666812,7.103100133995366,4.238416193897711,2.389260246184342,1.5861249535617885,1.5861249535617885,1.0277031076979886,1.0277031076979886,0.3445675866527984,0.809028762264345,0.4544053650495341,0.978712277454384,0.4544053650495341
1271.2144613,BASELINE_1,21.0,3.654942054149872,3.817223574110215,3.701690148205077,3.899614662994832,2.863980893860208,2.483591526193477,1.0663160928531987,1.0132919953097943,1.3796303844088986,1.813233706221569,8658.645312499999,1.2881542051415815,1.360290316153151,1.6292648163464147,2.284980829442081,0.2709022260279097,6.10429811320106,2.96086927677533,2.314001381032176,5.907212048785797,4.274204225179337,4.305292061050183,4.28974814311476,4.221960594061108,3.874860386906282,0.3623577126963748,1.4947775662497829,-0.2709022260279097,0.78111326816803,8.111873838702998,2.314001381032176,1.6550899578493956,1.4565930920344803,1.4565930920344803,0.3188487347558868,0.3188487347558868,0.29618202160343116,0.8907423444326603,0.12252754599980749,0.26390360418234976,0.12252754599980749
1272.2144613,BASELINE_1,22.0,3.176019733986258,3.2231358548261837,3.3485488846769016,3.5711717534976426,2.0923702137988878,2.0025715222082514,0.8508843221973365,0.8896910402724327,1.2803027432984686,1.7730586698427733,8402.05205078125,0.6494849670155771,0.532968852236403,1.1123360189246176,1.7550971467048195,-0.4960833377923856,4.181572046047288,1.1588220926115642,1.32617678885577,4.933079078701923,4.068090339774806,4.12751213330975,4.097801236542278,2.692959860812199,2.494033342483833,-0.9110212280358272,0.8226524355805103,0.4960833377923856,0.6755996215748565,7.718723600482066,1.32617678885577,0.6672807429459867,0.6742503103236952,0.6742503103236952,-0.4586215707365313,0.0,0.3141739265942366,0.9358417947974423,0.0,0.0,0.0
1273.2144613,BASELINE_1,23.0,7.229359894055433,4.329574776256172,3.435159365504828,5.063299781158722,2.0636975624925924,2.059725456231816,0.9673672677193612,1.092373031132792,1.3666857983715068,1.800918582108776,7911.424609375001,6.054836864192823,2.073786207146722,1.23911659180698,4.162377899463177,-0.524584122186186,4.410026908375363,2.1331805326040563,2.946020704322412,5.780261001704234,4.211022749593503,3.7875822750725416,3.9993025123330224,2.379094033779263,1.9371909281309017,0.03084817742696,1.656451399476851,0.524584122186186,0.1358142687491595,7.516976161157205,2.946020704322412,0.3108741527749247,0.1286905866165895,0.1286905866165895,-0.5650628104608472,0.0,0.32382681614270886,0.8630341346401277,0.0,0.0,0.0
1274.2144613,BASELINE_1,24.0,8.802531581006312,5.708216140512968,4.981461478492326,6.294456161181936,1.8102434324435832,2.232127697044972,1.2533985039000166,1.2097487096345811,1.4440602835079428,1.7132767363304129,7946.882031249999,8.152747778854458,3.993670349959319,3.502596321509081,6.148627740176386,-0.7765190213023737,5.09915060323392,4.525779275923185,3.8840925963430735,6.539093449269047,3.761385288482526,3.812148851203869,3.7867670698431977,2.7930264270530443,2.210412537601583,2.304299857653905,3.7481333357342,0.7765190213023737,-0.122807197579359,7.081655991963894,3.8840925963430735,0.2973383220165518,0.33934198046872277,0.33934198046872277,-0.10448490623615769,0.0,0.3456777145663154,0.8234893765457157,0.0,0.0,0.0
