anchor_id,scene_label,Target_minus_Control_CSI_complexity_settlement_index,Target_minus_Override_CSI_complexity_settlement_index,Target_minus_Control_ORI_ocular_release_index,Target_minus_Override_ORI_ocular_release_index,Target_minus_Control_MRED_ITP_convergence_score,Target_minus_Override_MRED_ITP_convergence_score
CONTACT_A1_PENSACOLA_REALIZATION,Pensacola realization,5.665203113182808,-1.0676092658171559,3.2191438753679775,0.07481607373182486,5.101076919360987,-0.5054409533611187
CONTACT_A2_AVATAR_FATHER_RECOGNITION,Father/avatar recognition,0.4751533909459857,1.0583055024161987,-0.010442951855062499,1.0370341391537807,0.2402416224791088,1.2443604456778266
CONTACT_A2B_AVATAR_FATHER_RECOGNITION_TSP_CLUSTER,Father/avatar recognition TSP follow-through,1.333800670758168,2.1371587396189597,0.5041494252879846,1.5623519316129313,1.0312359446504096,2.1571049035215233
CONTACT_A3_EXISTENTIAL_PAYLOAD_ONSET,Existential payload onset,-3.8537497941925123,-0.13500118027420904,-1.1691694235436643,0.0,-2.7872501005418484,-0.07024253879632902
CONTACT_A4_SMALL_MOVES_TAPER_RELEASE_OR_LATE_PAYLOAD_RELEASE,Late payload / terminal release,0.29891005827933526,-0.6196145836144004,0.9835192888238564,0.0,0.8134407937848339,-0.32239200679507335
