condition,anchor_source,anchor_metric,anchor_time_lsl,condition_offset_sec,peak_score,K_HT_topo_local,eta_E_from_topo_proxy,zeta_topo_from_E_proxy,K_sign,theta_delta_0_10,theta_delta_10_30,K_percentile_by_condition,theta_10_30_percentile_by_condition,MR_score,ENC_score,mred_quadrant,event_lock_candidate
TARGET_1,physiology_exploratory,tsp_z,1930.2144613,41.007353800000146,2.787661754249799,0.17124272495295395,0.1980398259721695,0.14807158461871173,1.0,-0.13511772444380868,-0.05518900596270528,22.0,46.0,0.5808179739920407,-0.029701770711082116,MR_HIGH_ENC_LOW,False
TARGET_1,physiology_exploratory,tsp_z,1946.2144613,57.007353800000146,1.8856913373564639,0.4955121044614032,0.6725483597562061,-0.36507745815746573,-1.0,0.37206742423430045,0.7021861958809412,54.0,78.0,0.34897565070995173,0.5955572204695931,MR_LOW_ENC_LOW,False
TARGET_1,physiology_exploratory,tsp_z,2055.2144613,166.00735380000015,2.3302454348577926,3.5111453151525347,-3.0570515174827135,4.03269011124452,-1.0,-1.932798053718079,1.8718879593710498,96.0,92.0,2.1146723157777485,0.3745708494130051,MR_HIGH_ENC_LOW,True
TARGET_1,physiology_exploratory,tsp_z,2067.2144613,178.00735380000015,2.5170491783343087,0.08216624073905157,0.01108995177341054,-0.6087755163529918,-1.0,7.299861955137196,-0.8252457294128697,6.0,30.0,0.4143387179990973,2.3896525209921546,MR_LOW_ENC_HIGH,False
TARGET_1,physiology_exploratory,tsp_z,2078.2144613,189.00735380000015,2.298890897934187,0.2850806706191973,-0.275117203887626,0.2954049678183233,-1.0,-5.721879811800714,-5.124317214290298,38.0,14.000000000000002,0.4230024677326689,-5.056923082910087,MR_LOW_ENC_LOW,False
TARGET_1,physiology_exploratory,tsp_z,2093.2144613,204.00735380000015,1.8778978281836751,0.0990358361520362,-0.08112682301102214,0.12089832287652141,-1.0,-0.05196404341853311,0.14543743502424245,14.000000000000002,54.0,0.13932369936620578,0.11625431176279019,MR_LOW_ENC_LOW,False
TARGET_1,physiology_exploratory,tsp_z,2125.2144613,236.00735380000015,1.8875435662304132,0.46514914305960015,-0.2765835581991083,0.7822725497418158,-1.0,-0.5170538396525565,-0.264160136660302,46.0,38.0,0.3340074837016321,-0.29520838653324755,MR_LOW_ENC_LOW,False
TARGET_1,physiology_exploratory,tsp_z,2152.2144613,263.00735380000015,2.222395171366065,1.6043515756331284,-1.5212374647401161,1.6920066971110437,-1.0,1.2869261492617017,1.541132769484746,70.0,86.0,1.0751382026740774,1.4238190311028946,MR_HIGH_ENC_HIGH,False
TARGET_1,physiology_exploratory,tsp_z,2170.2144613,281.00735380000015,2.7440841822395745,2.153383273035959,-1.873879443283876,2.474577293224827,-1.0,0.8320077906203879,0.3699839950095932,78.0,70.0,1.5923018221233483,0.5835214160526365,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,meaninggamma_score,2428.2144613,3.992473400000108,3.891731249422809,0.6568452886350012,-0.6419527552211998,0.6720833109491577,-1.0,-3.4707606111920644,-4.5223194270210945,62.5,12.5,1.3235761331546327,-3.8498396392102308,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,meaninggamma_score,2444.2144613,19.992473400000108,3.1721555100589627,0.5530198855377766,0.5709597537174286,-0.5356436978420954,-1.0,-0.270423768873026,-1.0335373806157655,45.83333333333333,29.166666666666668,0.9500833746223525,-0.6376298699595425,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,meaninggamma_score,2453.2144613,28.992473400000108,2.7927322915297252,0.013057505795114444,-0.0024524363178200824,-0.06952207335642446,1.0,-0.7227613638485355,-0.5497441476254799,8.333333333333332,50.0,0.500803477915337,-0.536532673145504,MR_LOW_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,meaninggamma_score,2464.2144613,39.99247340000011,1.5963992839839183,0.1323902677759412,0.1911621538934767,0.09168751578072443,1.0,-0.05782076612464343,0.5248709807643371,29.166666666666668,79.16666666666666,0.03168244819528793,0.32961289894532486,MR_LOW_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,meaninggamma_score,2473.2144613,48.99247340000011,0.4924038685363358,1.0475630319452591,-0.6307129743913734,1.7399171262606474,-1.0,0.556540903426093,0.7163503253465444,79.16666666666666,95.83333333333334,0.017444835714844925,0.6744907594765952,MR_LOW_ENC_HIGH,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,meaninggamma_score,2483.2144613,58.99247340000011,1.0195684518565191,1.7352702923036751,-1.3287694522943074,2.266128997887847,-1.0,0.40536205145642284,-0.1260333405320131,100.0,66.66666666666666,0.6091593089923611,0.13772394400678384,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,tsp_z,2428.2144613,3.992473400000108,3.4435212788254925,0.6568452886350012,-0.6419527552211998,0.6720833109491577,-1.0,-3.4707606111920644,-4.5223194270210945,62.5,12.5,1.1245673815272403,-3.8498396392102308,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,tsp_z,2444.2144613,19.992473400000108,2.785454896193703,0.5530198855377766,0.5709597537174286,-0.5356436978420954,-1.0,-0.270423768873026,-1.0335373806157655,45.83333333333333,29.166666666666668,0.7783852610879447,-0.6376298699595425,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,tsp_z,2452.2144613,27.992473400000108,2.706525985656124,0.10787566680827948,0.07064728384196022,-0.16472196603288464,-1.0,-0.7182526468361619,-0.6217164851623418,16.666666666666664,41.66666666666667,0.5118383626332189,-0.575697687407914,MR_HIGH_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,tsp_z,2464.2144613,39.99247340000011,1.6710143654129672,0.1323902677759412,0.1911621538934767,0.09168751578072443,1.0,-0.05782076612464343,0.5248709807643371,29.166666666666668,79.16666666666666,0.06481213111595646,0.32961289894532486,MR_LOW_ENC_LOW,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,tsp_z,2473.2144613,48.99247340000011,0.37351606364671497,1.0475630319452591,-0.6307129743913734,1.7399171262606474,-1.0,0.556540903426093,0.7163503253465444,79.16666666666666,95.83333333333334,-0.03534228457896249,0.6744907594765952,MR_LOW_ENC_HIGH,False
CONTEXTUAL_OVERRIDE_1,physiology_exploratory,tsp_z,2484.2144613,59.99247340000011,1.0465043396058964,1.5204851138746682,-1.1577464828377553,1.9968749771951975,-1.0,0.2925258827538653,-0.26876869756449495,91.66666666666666,58.333333333333336,0.5094178079669021,0.013258197313215855,MR_LOW_ENC_LOW,False
