condition,condition_offset_sec,video_luminance_proxy,video_change_proxy,video_luminance_z,video_change_z
TARGET_1,213.0,28.7697265625,2.8587485532407406,-0.38993574521634594,-1.0076248006562691
TARGET_1,214.0,29.595983796296295,3.595279224537037,-0.33897687005002874,-0.8686215630933821
TARGET_1,215.0,29.808408564814815,3.8197135416666668,-0.3258757112118383,-0.8262647435921288
TARGET_1,216.0,35.10019820601852,26.00331452546296,0.0004919582045276059,3.360380127725715
TARGET_1,217.0,35.731171875,4.3595211226851855,0.03940684707409689,-0.7243884683102012
TARGET_1,218.0,36.7978125,4.940674189814815,0.1051912108695709,-0.6147091827097205
TARGET_1,219.0,37.90631365740741,5.049788773148149,0.17355729565711892,-0.5941163127319308
TARGET_1,220.0,38.10377314814815,5.534895833333334,0.18573548076398932,-0.5025635036524727
TARGET_1,221.0,14.092874710648148,31.76662760416667,-1.295120995960476,4.448073021245508
TARGET_1,222.0,14.099765625,4.539228877314815,-1.294696003319111,-0.6904727595933998
TARGET_1,223.0,14.162902199074074,1.153923611111111,-1.2908020963551898,-1.3293713288991473
TARGET_1,224.0,15.000031828703703,3.8813078703703705,-1.2391726732779222,-0.8146402295847777
TARGET_1,225.0,50.40635561342592,41.8073509837963,0.9444892180123282,6.3430288073846866
TARGET_1,226.0,50.16067418981481,4.864457465277778,0.9293369766952274,-0.6290933378847395
TARGET_1,227.0,48.53756799768519,8.629272280092593,0.8292329625416862,0.08142893698934323
TARGET_1,228.0,20.85533709490741,39.95671875,-0.8780505457895754,5.9937645037228
TARGET_1,229.0,21.52884982638889,10.572173032407408,-0.8365120880277016,0.4481068030445405
TARGET_1,230.0,19.060434027777777,12.072706886574075,-0.988750019987521,0.731298083367984
TARGET_1,231.0,22.41466724537037,13.189114583333334,-0.7818798773460152,0.9419943793097916
TARGET_1,232.0,18.979480613425928,17.254364872685183,-0.9937427689372507,1.7092169455185038
TARGET_1,233.0,19.479307002314815,16.562607060185186,-0.9629163028993153,1.5786635561020328
TARGET_1,234.0,19.48696903935185,13.100714699074073,-0.9624437517700548,0.9253109327255578
TARGET_1,235.0,24.885111400462964,14.06454861111111,-0.6295168478251643,1.1072124331888753
TARGET_1,236.0,29.638622685185187,15.556399016203704,-0.3363471444303978,1.3887649120590349
TARGET_1,237.0,31.925422453703703,12.329872685185185,-0.19531026249124597,0.7798322177774514
TARGET_1,238.0,35.14315393518518,10.08861400462963,0.0031412247413236186,0.35684614950573773
TARGET_1,239.0,37.11338975694444,7.657524594907407,0.12465423205012184,-0.10196610628461503
TARGET_1,240.0,36.84090277777778,7.160959201388889,0.10784877560406753,-0.19568141245004633
TARGET_1,241.0,37.02919849537037,8.079212962962963,0.11946179098798948,-0.022382117882383215
TARGET_1,242.0,35.82637008101852,8.36398582175926,0.04527813424487997,0.03136221468296056
TARGET_1,243.0,34.434560185185184,6.897255497685185,-0.04056083192204334,-0.24544942619430082
TARGET_1,244.0,32.769660011574075,7.775238715277778,-0.1432424625827743,-0.0797502713221
TARGET_1,245.0,32.36959635416667,8.771325231481482,-0.16791612732363942,0.10823816696162158
TARGET_1,246.0,30.9955078125,7.676886574074074,-0.25266214054828334,-0.09831197768593083
TARGET_1,247.0,30.07674045138889,7.790462962962963,-0.3093265173872408,-0.07687704444890614
TARGET_1,248.0,28.91576533564815,7.314701967592592,-0.3809288992779376,-0.16666599858197728
TARGET_1,249.0,28.580515046296295,7.30046730324074,-0.4016052418813898,-0.16935246434320073
TARGET_1,250.0,29.007047164351853,6.097073206018519,-0.3752991521197881,-0.396465444286793
TARGET_1,251.0,29.438054108796297,7.423263888888889,-0.34871708036369964,-0.14617743086262713
TARGET_1,252.0,30.11577980324074,8.179730902777777,-0.30691879086307833,-0.0034116668041962255
TARGET_1,253.0,29.597508680555556,7.450652488425926,-0.3388828238094243,-0.1410084621335163
TARGET_1,254.0,28.339267939814814,8.26701099537037,-0.4164839995861071,0.013060444837544673
TARGET_1,255.0,25.706456886574074,9.366752025462963,-0.578860901488877,0.22061129047248243
TARGET_1,256.0,22.869696180555554,10.315704571759259,-0.7538162650026456,0.3997042751496484
TARGET_1,257.0,20.699720775462964,8.280710358796297,-0.8876480806395592,0.015645884851064953
TARGET_1,258.0,18.55099971064815,7.675957754629629,-1.0201690487236095,-0.09848727101032419
TARGET_1,259.0,16.91013310185185,7.351752025462963,-1.1213684249736013,-0.15967365162810274
TARGET_1,260.0,15.544214409722223,7.442110821759259,-1.2056105680647609,-0.14262050541578725
TARGET_1,261.0,13.983742766203704,6.271024305555556,-1.301851637346876,-0.363636171921644
TARGET_1,262.0,13.582560763888889,6.639500868055555,-1.3265942752793798,-0.29409468892624197
TARGET_1,263.0,13.343450520833333,4.942449363425926,-1.341341243328146,-0.6143741594869315
TARGET_1,264.0,12.624469039351851,5.420697337962963,-1.3856839565451553,-0.5241158451908823
TARGET_1,265.0,12.579470486111111,3.2456843171296295,-1.3884592129223057,-0.9345995676204717
TARGET_1,266.0,12.695363136574073,3.2302213541666664,-1.3813116094084443,-0.9375178465162901
TARGET_1,267.0,12.046850405092593,4.623912037037037,-1.421308208500828,-0.6744907593493006
TARGET_1,268.0,12.277748842592592,3.4958116319444446,-1.4070676981955819,-0.8873937852720217
TARGET_1,269.0,42.46476417824074,36.1177734375,0.45469675385670555,5.269251801047179
TARGET_1,270.0,42.46028790509259,3.3476591435185186,0.45442068263428625,-0.915354162682995
TARGET_1,271.0,42.7296484375,4.543489583333334,0.4710333175187224,-0.6896686492501938
TARGET_1,272.0,44.09568287037037,5.066763599537037,0.5552825988444625,-0.5909127043594912
TARGET_1,273.0,46.39767939814815,8.397549189814814,0.6972567309840966,0.03769652906395676
TARGET_1,274.0,60.348255208333335,26.466047453703705,1.5576493812767511,3.447710333593738
TARGET_1,275.0,60.445405092592594,2.400130208333333,1.563641036928156,-1.0941784734797826
TARGET_1,276.0,60.72089409722222,3.1917708333333334,1.5806316413336543,-0.9447744986695613
TARGET_1,277.0,60.34357638888889,3.7332002314814816,1.5573608181438152,-0.8425921426763489
TARGET_1,278.0,59.7304296875,4.624133391203704,1.5195453958555802,-0.6744489838374125
TARGET_1,279.0,58.75751880787037,5.194241898148148,1.4595417528796433,-0.566854105150356
TARGET_1,280.0,57.36695023148148,5.185759548611111,1.373779344278601,-0.568454953687611
TARGET_1,281.0,56.099477719907405,5.630982349537037,1.2956088050661532,-0.4844293819397321
