anchor_id,anchor_time_sec_used,target_CII,override_CII,control_CII,target_minus_override_CII,target_minus_control_CII,IAQ_target_vs_override
FOD_BLIND_A1,26.53,0.0034425734082936,0.0685307840710447,0.0003833399750623,-0.065088210662751,0.0030592334332312,-18.90135709202237
FOD_BLIND_A2,78.0,0.0121708246296229,0.0,0.0,0.0121708246296229,0.0121708246296229,0.9999178430489736
FOD_BLIND_A3,94.0,0.0134434237315026,0.0,0.0,0.0134434237315026,0.0134434237315026,0.999925619720118
FOD_BLIND_A4,100.0,0.0436977064764978,0.0,0.0,0.0436977064764978,0.0436977064764978,0.999977116027438
FOD_BLIND_A5,105.0,0.0395123537155026,0.0,0.0,0.0395123537155026,0.0395123537155026,0.9999746921001138
FOD_BLIND_A6,150.0,0.1499695088243297,0.0018846730345792,0.0,0.1480848357897504,0.1499695088243297,0.9874263743627886
FOD_BLIND_A7,165.0,0.1813750264062613,0.0,0.0,0.1813750264062613,0.1813750264062613,0.9999944865921928
