condition,phase_time_sec,time_lsl,lz_complexity_norm
WASHOUT_2,44.5,34263.8062942,0.059794705707972524
WASHOUT_2,45.5,34264.8062942,0.059794705707972524
WASHOUT_2,46.5,34265.8062942,0.059794705707972524
WASHOUT_2,47.5,34266.8062942,0.059794705707972524
WASHOUT_2,48.5,34267.8062942,0.059794705707972524
WASHOUT_2,49.5,34268.8062942,0.059794705707972524
WASHOUT_2,50.5,34269.8062942,0.059794705707972524
WASHOUT_2,51.5,34270.8062942,0.059794705707972524
WASHOUT_2,52.5,34271.8062942,0.059794705707972524
WASHOUT_2,53.5,34272.8062942,0.059794705707972524
WASHOUT_2,54.5,34273.8062942,0.059794705707972524
WASHOUT_2,55.5,34274.8062942,0.059794705707972524
WASHOUT_2,56.5,34275.8062942,0.059794705707972524
WASHOUT_2,57.5,34276.8062942,0.059794705707972524
WASHOUT_2,58.5,34277.8062942,0.059794705707972524
WASHOUT_2,59.5,34278.8062942,0.059794705707972524
WASHOUT_2,60.5,34279.8062942,0.059794705707972524
WASHOUT_2,61.5,34280.8062942,0.059794705707972524
WASHOUT_2,62.5,34281.8062942,0.059794705707972524
WASHOUT_2,63.5,34282.8062942,0.059794705707972524
WASHOUT_2,64.5,34283.8062942,0.059794705707972524
WASHOUT_2,65.5,34284.8062942,0.059794705707972524
WASHOUT_2,66.5,34285.8062942,0.059794705707972524
WASHOUT_2,67.5,34286.8062942,0.059794705707972524
WASHOUT_2,68.5,34287.8062942,0.059794705707972524
WASHOUT_2,69.5,34288.8062942,0.059794705707972524
WASHOUT_2,70.5,34289.8062942,0.059794705707972524
WASHOUT_2,71.5,34290.8062942,0.059794705707972524
WASHOUT_2,72.5,34291.8062942,0.059794705707972524
WASHOUT_2,73.5,34292.8062942,0.059794705707972524
WASHOUT_2,74.5,34293.8062942,0.059794705707972524
WASHOUT_2,75.5,34294.8062942,0.059794705707972524
WASHOUT_2,76.5,34295.8062942,0.09965784284662088
WASHOUT_2,77.5,34296.8062942,0.14948676426993132
WASHOUT_2,78.5,34297.8062942,0.14948676426993132
WASHOUT_2,79.5,34298.8062942,0.14948676426993132
WASHOUT_2,80.5,34299.8062942,0.1594525485545934
WASHOUT_2,81.5,34300.8062942,0.14948676426993132
WASHOUT_2,82.5,34301.8062942,0.10962362713128296
WASHOUT_2,83.5,34302.8062942,0.059794705707972524
WASHOUT_2,84.5,34303.8062942,0.11958941141594505
WASHOUT_2,85.5,34304.8062942,0.13952097998526922
WASHOUT_2,86.5,34305.8062942,0.14948676426993132
WASHOUT_2,87.5,34306.8062942,0.11958941141594505
WASHOUT_2,88.5,34307.8062942,0.12955519570060714
WASHOUT_2,89.5,34308.8062942,0.12955519570060714
WASHOUT_2,90.5,34309.8062942,0.16941833283925548
WASHOUT_2,91.5,34310.8062942,0.24914460711655217
WASHOUT_2,92.5,34311.8062942,0.3189050971091868
WASHOUT_2,93.5,34312.8062942,0.2391788228318901
WASHOUT_2,94.5,34313.8062942,0.28900774425520054
WASHOUT_2,95.5,34314.8062942,0.2391788228318901
WASHOUT_2,96.5,34315.8062942,0.22921303854722802
WASHOUT_2,97.5,34316.8062942,0.19931568569324176
WASHOUT_2,98.5,34317.8062942,0.29897352853986264
WASHOUT_2,99.5,34318.8062942,0.3986313713864835
WASHOUT_2,100.5,34319.8062942,0.3786998028171593
WASHOUT_2,101.5,34320.8062942,0.3687340185324972
WASHOUT_2,102.5,34321.8062942,0.34880244996317306
WASHOUT_2,103.5,34322.8062942,0.3687340185324972
WASHOUT_2,104.5,34323.8062942,0.3089393128245247
WASHOUT_2,105.5,34324.8062942,0.28900774425520054
WASHOUT_2,106.5,34325.8062942,0.3189050971091868
WASHOUT_2,107.5,34326.8062942,0.34880244996317306
WASHOUT_2,108.5,34327.8062942,0.20928146997790384
WASHOUT_2,109.5,34328.8062942,0.20928146997790384
WASHOUT_2,110.5,34329.8062942,0.19931568569324176
WASHOUT_2,111.5,34330.8062942,0.19931568569324176
WASHOUT_2,112.5,34331.8062942,0.19931568569324176
WASHOUT_2,113.5,34332.8062942,0.16941833283925548
WASHOUT_2,114.5,34333.8062942,0.22921303854722802
WASHOUT_2,115.5,34334.8062942,0.28900774425520054
WASHOUT_2,116.5,34335.8062942,0.2591103914012143
WASHOUT_2,117.5,34336.8062942,0.29897352853986264
CONTEXTUAL_OVERRIDE_1,2.5,34440.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,3.5,34441.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,4.5,34442.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,5.5,34443.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,6.5,34444.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,7.5,34445.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,8.5,34446.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,9.5,34447.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,10.5,34448.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,11.5,34449.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,12.5,34450.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,13.5,34451.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,14.5,34452.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,15.5,34453.0372513,0.18934990140857966
CONTEXTUAL_OVERRIDE_1,16.5,34454.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,17.5,34455.0372513,0.18934990140857966
CONTEXTUAL_OVERRIDE_1,18.5,34456.0372513,0.19931568569324176
CONTEXTUAL_OVERRIDE_1,19.5,34457.0372513,0.2591103914012143
CONTEXTUAL_OVERRIDE_1,20.5,34458.0372513,0.2391788228318901
CONTEXTUAL_OVERRIDE_1,21.5,34459.0372513,0.29897352853986264
CONTEXTUAL_OVERRIDE_1,22.5,34460.0372513,0.3189050971091868
CONTEXTUAL_OVERRIDE_1,23.5,34461.0372513,0.33883666567851095
CONTEXTUAL_OVERRIDE_1,24.5,34462.0372513,0.2591103914012143
CONTEXTUAL_OVERRIDE_1,25.5,34463.0372513,0.3288708813938489
CONTEXTUAL_OVERRIDE_1,26.5,34464.0372513,0.33883666567851095
CONTEXTUAL_OVERRIDE_1,27.5,34465.0372513,0.29897352853986264
CONTEXTUAL_OVERRIDE_1,28.5,34466.0372513,0.19931568569324176
CONTEXTUAL_OVERRIDE_1,29.5,34467.0372513,0.16941833283925548
CONTEXTUAL_OVERRIDE_1,30.5,34468.0372513,0.2391788228318901
CONTEXTUAL_OVERRIDE_1,31.5,34469.0372513,0.2391788228318901
CONTEXTUAL_OVERRIDE_1,32.5,34470.0372513,0.18934990140857966
CONTEXTUAL_OVERRIDE_1,33.5,34471.0372513,0.2391788228318901
CONTEXTUAL_OVERRIDE_1,34.5,34472.0372513,0.24914460711655217
CONTEXTUAL_OVERRIDE_1,35.5,34473.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,36.5,34474.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,37.5,34475.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,38.5,34476.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,39.5,34477.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,40.5,34478.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,41.5,34479.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,42.5,34480.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,43.5,34481.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,44.5,34482.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,45.5,34483.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,46.5,34484.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,47.5,34485.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,48.5,34486.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,49.5,34487.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,50.5,34488.0372513,0.17938411712391758
CONTEXTUAL_OVERRIDE_1,51.5,34489.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,52.5,34490.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,53.5,34491.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,54.5,34492.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,55.5,34493.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,56.5,34494.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,57.5,34495.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,58.5,34496.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,59.5,34497.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,60.5,34498.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,61.5,34499.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,62.5,34500.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,63.5,34501.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,64.5,34502.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,65.5,34503.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,66.5,34504.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,67.5,34505.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,68.5,34506.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,69.5,34507.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,70.5,34508.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,71.5,34509.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,72.5,34510.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,73.5,34511.0372513,0.0797262742772967
CONTEXTUAL_OVERRIDE_1,74.5,34512.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,75.5,34513.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,76.5,34514.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,77.5,34515.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,78.5,34516.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,79.5,34517.0372513,0.06976048999263461
CONTEXTUAL_OVERRIDE_1,80.5,34518.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,81.5,34519.0372513,0.12955519570060714
CONTEXTUAL_OVERRIDE_1,82.5,34520.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,83.5,34521.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,84.5,34522.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,85.5,34523.0372513,0.16941833283925548
CONTEXTUAL_OVERRIDE_1,86.5,34524.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,87.5,34525.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,88.5,34526.0372513,0.0797262742772967
CONTEXTUAL_OVERRIDE_1,89.5,34527.0372513,0.0797262742772967
CONTEXTUAL_OVERRIDE_1,90.5,34528.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,91.5,34529.0372513,0.04982892142331044
CONTEXTUAL_OVERRIDE_1,92.5,34530.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,93.5,34531.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,94.5,34532.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,95.5,34533.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,96.5,34534.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,97.5,34535.0372513,0.0797262742772967
CONTEXTUAL_OVERRIDE_1,98.5,34536.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,99.5,34537.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,100.5,34538.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,101.5,34539.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,102.5,34540.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,103.5,34541.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,104.5,34542.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,105.5,34543.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,106.5,34544.0372513,0.12955519570060714
CONTEXTUAL_OVERRIDE_1,107.5,34545.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,108.5,34546.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,109.5,34547.0372513,0.0797262742772967
CONTEXTUAL_OVERRIDE_1,110.5,34548.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,111.5,34549.0372513,0.19931568569324176
CONTEXTUAL_OVERRIDE_1,112.5,34550.0372513,0.18934990140857966
CONTEXTUAL_OVERRIDE_1,113.5,34551.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,114.5,34552.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,115.5,34553.0372513,0.20928146997790384
CONTEXTUAL_OVERRIDE_1,116.5,34554.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,117.5,34555.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,118.5,34556.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,119.5,34557.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,120.5,34558.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,121.5,34559.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,122.5,34560.0372513,0.17938411712391758
CONTEXTUAL_OVERRIDE_1,123.5,34561.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,124.5,34562.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,125.5,34563.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,126.5,34564.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,127.5,34565.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,128.5,34566.0372513,0.16941833283925548
CONTEXTUAL_OVERRIDE_1,129.5,34567.0372513,0.21924725426256592
CONTEXTUAL_OVERRIDE_1,130.5,34568.0372513,0.21924725426256592
CONTEXTUAL_OVERRIDE_1,131.5,34569.0372513,0.18934990140857966
CONTEXTUAL_OVERRIDE_1,132.5,34570.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,133.5,34571.0372513,0.16941833283925548
CONTEXTUAL_OVERRIDE_1,134.5,34572.0372513,0.18934990140857966
CONTEXTUAL_OVERRIDE_1,135.5,34573.0372513,0.12955519570060714
CONTEXTUAL_OVERRIDE_1,136.5,34574.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,137.5,34575.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,138.5,34576.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,139.5,34577.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,140.5,34578.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,141.5,34579.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,142.5,34580.0372513,0.13952097998526922
CONTEXTUAL_OVERRIDE_1,143.5,34581.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,144.5,34582.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,145.5,34583.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,146.5,34584.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,147.5,34585.0372513,0.12955519570060714
CONTEXTUAL_OVERRIDE_1,148.5,34586.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,149.5,34587.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,150.5,34588.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,151.5,34589.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,152.5,34590.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,153.5,34591.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,154.5,34592.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,155.5,34593.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,156.5,34594.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,157.5,34595.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,158.5,34596.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,159.5,34597.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,160.5,34598.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,161.5,34599.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,162.5,34600.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,163.5,34601.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,164.5,34602.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,165.5,34603.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,166.5,34604.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,167.5,34605.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,168.5,34606.0372513,0.08969205856195879
CONTEXTUAL_OVERRIDE_1,169.5,34607.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,170.5,34608.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,171.5,34609.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,172.5,34610.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,173.5,34611.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,174.5,34612.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,175.5,34613.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,176.5,34614.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,177.5,34615.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,178.5,34616.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,179.5,34617.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,180.5,34618.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,181.5,34619.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,182.5,34620.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,183.5,34621.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,184.5,34622.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,185.5,34623.0372513,0.12955519570060714
CONTEXTUAL_OVERRIDE_1,186.5,34624.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,187.5,34625.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,188.5,34626.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,189.5,34627.0372513,0.10962362713128296
CONTEXTUAL_OVERRIDE_1,190.5,34628.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,191.5,34629.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,192.5,34630.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,193.5,34631.0372513,0.14948676426993132
CONTEXTUAL_OVERRIDE_1,194.5,34632.0372513,0.1594525485545934
CONTEXTUAL_OVERRIDE_1,195.5,34633.0372513,0.09965784284662088
CONTEXTUAL_OVERRIDE_1,196.5,34634.0372513,0.11958941141594505
CONTEXTUAL_OVERRIDE_1,197.5,34635.0372513,0.059794705707972524
CONTEXTUAL_OVERRIDE_1,198.5,34636.0372513,0.13952097998526922
WASHOUT_3,2.5,34658.7365242,0.08969205856195879
WASHOUT_3,3.5,34659.7365242,0.059794705707972524
WASHOUT_3,4.5,34660.7365242,0.059794705707972524
WASHOUT_3,5.5,34661.7365242,0.059794705707972524
WASHOUT_3,6.5,34662.7365242,0.059794705707972524
WASHOUT_3,7.5,34663.7365242,0.059794705707972524
WASHOUT_3,8.5,34664.7365242,0.059794705707972524
WASHOUT_3,9.5,34665.7365242,0.059794705707972524
WASHOUT_3,10.5,34666.7365242,0.059794705707972524
WASHOUT_3,11.5,34667.7365242,0.08969205856195879
WASHOUT_3,12.5,34668.7365242,0.10962362713128296
WASHOUT_3,13.5,34669.7365242,0.12955519570060714
WASHOUT_3,14.5,34670.7365242,0.11958941141594505
WASHOUT_3,15.5,34671.7365242,0.11958941141594505
WASHOUT_3,16.5,34672.7365242,0.12955519570060714
WASHOUT_3,17.5,34673.7365242,0.17938411712391758
WASHOUT_3,18.5,34674.7365242,0.16941833283925548
WASHOUT_3,19.5,34675.7365242,0.16941833283925548
WASHOUT_3,20.5,34676.7365242,0.12955519570060714
WASHOUT_3,21.5,34677.7365242,0.18934990140857966
WASHOUT_3,22.5,34678.7365242,0.18934990140857966
WASHOUT_3,23.5,34679.7365242,0.1594525485545934
WASHOUT_3,24.5,34680.7365242,0.08969205856195879
WASHOUT_3,25.5,34681.7365242,0.14948676426993132
WASHOUT_3,26.5,34682.7365242,0.17938411712391758
WASHOUT_3,27.5,34683.7365242,0.10962362713128296
WASHOUT_3,28.5,34684.7365242,0.08969205856195879
WASHOUT_3,29.5,34685.7365242,0.059794705707972524
WASHOUT_3,30.5,34686.7365242,0.059794705707972524
WASHOUT_3,31.5,34687.7365242,0.059794705707972524
WASHOUT_3,32.5,34688.7365242,0.059794705707972524
WASHOUT_3,33.5,34689.7365242,0.059794705707972524
WASHOUT_3,34.5,34690.7365242,0.059794705707972524
WASHOUT_3,35.5,34691.7365242,0.059794705707972524
WASHOUT_3,36.5,34692.7365242,0.059794705707972524
WASHOUT_3,37.5,34693.7365242,0.059794705707972524
WASHOUT_3,38.5,34694.7365242,0.059794705707972524
WASHOUT_3,39.5,34695.7365242,0.059794705707972524
WASHOUT_3,40.5,34696.7365242,0.059794705707972524
WASHOUT_3,41.5,34697.7365242,0.059794705707972524
WASHOUT_3,42.5,34698.7365242,0.059794705707972524
WASHOUT_3,43.5,34699.7365242,0.059794705707972524
WASHOUT_3,44.5,34700.7365242,0.059794705707972524
WASHOUT_3,45.5,34701.7365242,0.059794705707972524
WASHOUT_3,46.5,34702.7365242,0.059794705707972524
WASHOUT_3,47.5,34703.7365242,0.1594525485545934
WASHOUT_3,48.5,34704.7365242,0.13952097998526922
WASHOUT_3,49.5,34705.7365242,0.17938411712391758
WASHOUT_3,50.5,34706.7365242,0.2391788228318901
WASHOUT_3,51.5,34707.7365242,0.2690761756858764
WASHOUT_3,52.5,34708.7365242,0.19931568569324176
WASHOUT_3,53.5,34709.7365242,0.19931568569324176
WASHOUT_3,54.5,34710.7365242,0.21924725426256592
WASHOUT_3,55.5,34711.7365242,0.19931568569324176
WASHOUT_3,56.5,34712.7365242,0.20928146997790384
WASHOUT_3,57.5,34713.7365242,0.17938411712391758
WASHOUT_3,58.5,34714.7365242,0.13952097998526922
WASHOUT_3,59.5,34715.7365242,0.059794705707972524
WASHOUT_3,60.5,34716.7365242,0.059794705707972524
WASHOUT_3,61.5,34717.7365242,0.059794705707972524
WASHOUT_3,62.5,34718.7365242,0.0797262742772967
WASHOUT_3,63.5,34719.7365242,0.08969205856195879
WASHOUT_3,64.5,34720.7365242,0.16941833283925548
WASHOUT_3,65.5,34721.7365242,0.14948676426993132
WASHOUT_3,66.5,34722.7365242,0.059794705707972524
WASHOUT_3,67.5,34723.7365242,0.059794705707972524
WASHOUT_3,68.5,34724.7365242,0.059794705707972524
WASHOUT_3,69.5,34725.7365242,0.059794705707972524
WASHOUT_3,70.5,34726.7365242,0.059794705707972524
WASHOUT_3,71.5,34727.7365242,0.059794705707972524
WASHOUT_3,72.5,34728.7365242,0.059794705707972524
WASHOUT_3,73.5,34729.7365242,0.059794705707972524
WASHOUT_3,74.5,34730.7365242,0.059794705707972524
WASHOUT_3,75.5,34731.7365242,0.059794705707972524
WASHOUT_3,76.5,34732.7365242,0.059794705707972524
WASHOUT_3,77.5,34733.7365242,0.059794705707972524
WASHOUT_3,78.5,34734.7365242,0.059794705707972524
WASHOUT_3,79.5,34735.7365242,0.059794705707972524
WASHOUT_3,80.5,34736.7365242,0.059794705707972524
WASHOUT_3,81.5,34737.7365242,0.059794705707972524
WASHOUT_3,82.5,34738.7365242,0.059794705707972524
WASHOUT_3,83.5,34739.7365242,0.059794705707972524
WASHOUT_3,84.5,34740.7365242,0.059794705707972524
WASHOUT_3,85.5,34741.7365242,0.059794705707972524
WASHOUT_3,86.5,34742.7365242,0.059794705707972524
WASHOUT_3,87.5,34743.7365242,0.059794705707972524
WASHOUT_3,88.5,34744.7365242,0.059794705707972524
WASHOUT_3,89.5,34745.7365242,0.059794705707972524
WASHOUT_3,90.5,34746.7365242,0.059794705707972524
WASHOUT_3,91.5,34747.7365242,0.059794705707972524
WASHOUT_3,92.5,34748.7365242,0.059794705707972524
WASHOUT_3,93.5,34749.7365242,0.059794705707972524
WASHOUT_3,94.5,34750.7365242,0.059794705707972524
WASHOUT_3,95.5,34751.7365242,0.1594525485545934
WASHOUT_3,96.5,34752.7365242,0.17938411712391758
WASHOUT_3,97.5,34753.7365242,0.21924725426256592
WASHOUT_3,98.5,34754.7365242,0.13952097998526922
WASHOUT_3,99.5,34755.7365242,0.09965784284662088
WASHOUT_3,100.5,34756.7365242,0.09965784284662088
WASHOUT_3,101.5,34757.7365242,0.09965784284662088
WASHOUT_3,102.5,34758.7365242,0.08969205856195879
WASHOUT_3,103.5,34759.7365242,0.0797262742772967
WASHOUT_3,104.5,34760.7365242,0.09965784284662088
WASHOUT_3,105.5,34761.7365242,0.12955519570060714
WASHOUT_3,106.5,34762.7365242,0.14948676426993132
WASHOUT_3,107.5,34763.7365242,0.12955519570060714
WASHOUT_3,108.5,34764.7365242,0.12955519570060714
WASHOUT_3,109.5,34765.7365242,0.14948676426993132
WASHOUT_3,110.5,34766.7365242,0.09965784284662088
WASHOUT_3,111.5,34767.7365242,0.09965784284662088
WASHOUT_3,112.5,34768.7365242,0.09965784284662088
WASHOUT_3,113.5,34769.7365242,0.10962362713128296
WASHOUT_3,114.5,34770.7365242,0.0797262742772967
WASHOUT_3,115.5,34771.7365242,0.12955519570060714
WASHOUT_3,116.5,34772.7365242,0.11958941141594505
WASHOUT_3,117.5,34773.7365242,0.2591103914012143
BASELINE_2_REFLECTION,2.5,34933.149122,0.059794705707972524
BASELINE_2_REFLECTION,3.5,34934.149122,0.059794705707972524
BASELINE_2_REFLECTION,4.5,34935.149122,0.059794705707972524
BASELINE_2_REFLECTION,5.5,34936.149122,0.059794705707972524
BASELINE_2_REFLECTION,6.5,34937.149122,0.059794705707972524
BASELINE_2_REFLECTION,7.5,34938.149122,0.11958941141594505
BASELINE_2_REFLECTION,8.5,34939.149122,0.1594525485545934
BASELINE_2_REFLECTION,9.5,34940.149122,0.12955519570060714
BASELINE_2_REFLECTION,10.5,34941.149122,0.059794705707972524
BASELINE_2_REFLECTION,11.5,34942.149122,0.11958941141594505
BASELINE_2_REFLECTION,12.5,34943.149122,0.14948676426993132
BASELINE_2_REFLECTION,13.5,34944.149122,0.13952097998526922
BASELINE_2_REFLECTION,14.5,34945.149122,0.08969205856195879
BASELINE_2_REFLECTION,15.5,34946.149122,0.08969205856195879
BASELINE_2_REFLECTION,16.5,34947.149122,0.08969205856195879
BASELINE_2_REFLECTION,17.5,34948.149122,0.09965784284662088
BASELINE_2_REFLECTION,18.5,34949.149122,0.10962362713128296
