condition,phase_time_sec,time_lsl,lz_complexity_norm
BASELINE_1,42.5,33540.9193224,0.059794705707972524
BASELINE_1,43.5,33541.9193224,0.059794705707972524
BASELINE_1,44.5,33542.9193224,0.059794705707972524
BASELINE_1,45.5,33543.9193224,0.059794705707972524
BASELINE_1,46.5,33544.9193224,0.059794705707972524
BASELINE_1,47.5,33545.9193224,0.059794705707972524
BASELINE_1,48.5,33546.9193224,0.059794705707972524
BASELINE_1,49.5,33547.9193224,0.059794705707972524
BASELINE_1,50.5,33548.9193224,0.059794705707972524
BASELINE_1,51.5,33549.9193224,0.059794705707972524
BASELINE_1,52.5,33550.9193224,0.059794705707972524
BASELINE_1,53.5,33551.9193224,0.059794705707972524
BASELINE_1,54.5,33552.9193224,0.14948676426993132
BASELINE_1,55.5,33553.9193224,0.21924725426256592
BASELINE_1,56.5,33554.9193224,0.13952097998526922
BASELINE_1,57.5,33555.9193224,0.13952097998526922
BASELINE_1,58.5,33556.9193224,0.11958941141594505
BASELINE_1,59.5,33557.9193224,0.08969205856195879
BASELINE_1,60.5,33558.9193224,0.10962362713128296
BASELINE_1,61.5,33559.9193224,0.1594525485545934
BASELINE_1,62.5,33560.9193224,0.16941833283925548
BASELINE_1,63.5,33561.9193224,0.17938411712391758
BASELINE_1,64.5,33562.9193224,0.1594525485545934
BASELINE_1,65.5,33563.9193224,0.17938411712391758
BASELINE_1,66.5,33564.9193224,0.22921303854722802
BASELINE_1,67.5,33565.9193224,0.18934990140857966
BASELINE_1,68.5,33566.9193224,0.1594525485545934
BASELINE_1,69.5,33567.9193224,0.059794705707972524
BASELINE_1,70.5,33568.9193224,0.059794705707972524
BASELINE_1,71.5,33569.9193224,0.059794705707972524
BASELINE_1,72.5,33570.9193224,0.059794705707972524
BASELINE_1,73.5,33571.9193224,0.059794705707972524
BASELINE_1,74.5,33572.9193224,0.059794705707972524
BASELINE_1,75.5,33573.9193224,0.059794705707972524
BASELINE_1,76.5,33574.9193224,0.059794705707972524
BASELINE_1,77.5,33575.9193224,0.059794705707972524
BASELINE_1,78.5,33576.9193224,0.059794705707972524
BASELINE_1,79.5,33577.9193224,0.059794705707972524
BASELINE_1,80.5,33578.9193224,0.059794705707972524
BASELINE_1,81.5,33579.9193224,0.059794705707972524
BASELINE_1,82.5,33580.9193224,0.059794705707972524
BASELINE_1,83.5,33581.9193224,0.059794705707972524
BASELINE_1,84.5,33582.9193224,0.059794705707972524
BASELINE_1,85.5,33583.9193224,0.059794705707972524
BASELINE_1,86.5,33584.9193224,0.059794705707972524
BASELINE_1,87.5,33585.9193224,0.059794705707972524
BASELINE_1,88.5,33586.9193224,0.059794705707972524
BASELINE_1,89.5,33587.9193224,0.059794705707972524
BASELINE_1,90.5,33588.9193224,0.059794705707972524
BASELINE_1,91.5,33589.9193224,0.059794705707972524
BASELINE_1,92.5,33590.9193224,0.059794705707972524
BASELINE_1,93.5,33591.9193224,0.059794705707972524
BASELINE_1,94.5,33592.9193224,0.059794705707972524
BASELINE_1,95.5,33593.9193224,0.059794705707972524
BASELINE_1,96.5,33594.9193224,0.059794705707972524
BASELINE_1,97.5,33595.9193224,0.059794705707972524
BASELINE_1,98.5,33596.9193224,0.059794705707972524
BASELINE_1,99.5,33597.9193224,0.059794705707972524
BASELINE_1,100.5,33598.9193224,0.059794705707972524
BASELINE_1,101.5,33599.9193224,0.059794705707972524
BASELINE_1,102.5,33600.9193224,0.059794705707972524
BASELINE_1,103.5,33601.9193224,0.059794705707972524
BASELINE_1,104.5,33602.9193224,0.059794705707972524
BASELINE_1,105.5,33603.9193224,0.059794705707972524
BASELINE_1,106.5,33604.9193224,0.059794705707972524
BASELINE_1,107.5,33605.9193224,0.059794705707972524
BASELINE_1,108.5,33606.9193224,0.059794705707972524
BASELINE_1,109.5,33607.9193224,0.059794705707972524
BASELINE_1,110.5,33608.9193224,0.059794705707972524
BASELINE_1,111.5,33609.9193224,0.059794705707972524
BASELINE_1,112.5,33610.9193224,0.059794705707972524
BASELINE_1,113.5,33611.9193224,0.059794705707972524
BASELINE_1,114.5,33612.9193224,0.059794705707972524
BASELINE_1,115.5,33613.9193224,0.059794705707972524
BASELINE_1,116.5,33614.9193224,0.059794705707972524
BASELINE_1,117.5,33615.9193224,0.059794705707972524
CONTROL_1,2.5,33635.1194394,0.059794705707972524
CONTROL_1,3.5,33636.1194394,0.059794705707972524
CONTROL_1,4.5,33637.1194394,0.059794705707972524
CONTROL_1,5.5,33638.1194394,0.059794705707972524
CONTROL_1,6.5,33639.1194394,0.059794705707972524
CONTROL_1,7.5,33640.1194394,0.059794705707972524
CONTROL_1,8.5,33641.1194394,0.059794705707972524
CONTROL_1,9.5,33642.1194394,0.059794705707972524
CONTROL_1,10.5,33643.1194394,0.059794705707972524
CONTROL_1,11.5,33644.1194394,0.059794705707972524
CONTROL_1,12.5,33645.1194394,0.059794705707972524
CONTROL_1,13.5,33646.1194394,0.059794705707972524
CONTROL_1,14.5,33647.1194394,0.059794705707972524
CONTROL_1,15.5,33648.1194394,0.059794705707972524
CONTROL_1,16.5,33649.1194394,0.059794705707972524
CONTROL_1,17.5,33650.1194394,0.059794705707972524
CONTROL_1,18.5,33651.1194394,0.059794705707972524
CONTROL_1,19.5,33652.1194394,0.059794705707972524
CONTROL_1,20.5,33653.1194394,0.059794705707972524
CONTROL_1,21.5,33654.1194394,0.059794705707972524
CONTROL_1,22.5,33655.1194394,0.059794705707972524
CONTROL_1,23.5,33656.1194394,0.059794705707972524
CONTROL_1,24.5,33657.1194394,0.059794705707972524
CONTROL_1,25.5,33658.1194394,0.059794705707972524
CONTROL_1,26.5,33659.1194394,0.059794705707972524
CONTROL_1,27.5,33660.1194394,0.059794705707972524
CONTROL_1,28.5,33661.1194394,0.059794705707972524
CONTROL_1,29.5,33662.1194394,0.059794705707972524
CONTROL_1,30.5,33663.1194394,0.059794705707972524
CONTROL_1,31.5,33664.1194394,0.059794705707972524
CONTROL_1,32.5,33665.1194394,0.059794705707972524
CONTROL_1,33.5,33666.1194394,0.059794705707972524
CONTROL_1,34.5,33667.1194394,0.059794705707972524
CONTROL_1,35.5,33668.1194394,0.059794705707972524
CONTROL_1,36.5,33669.1194394,0.059794705707972524
CONTROL_1,37.5,33670.1194394,0.059794705707972524
CONTROL_1,38.5,33671.1194394,0.059794705707972524
CONTROL_1,39.5,33672.1194394,0.059794705707972524
CONTROL_1,40.5,33673.1194394,0.059794705707972524
CONTROL_1,41.5,33674.1194394,0.059794705707972524
CONTROL_1,42.5,33675.1194394,0.059794705707972524
CONTROL_1,43.5,33676.1194394,0.059794705707972524
CONTROL_1,44.5,33677.1194394,0.059794705707972524
CONTROL_1,45.5,33678.1194394,0.059794705707972524
CONTROL_1,46.5,33679.1194394,0.059794705707972524
CONTROL_1,47.5,33680.1194394,0.059794705707972524
CONTROL_1,48.5,33681.1194394,0.059794705707972524
CONTROL_1,49.5,33682.1194394,0.059794705707972524
CONTROL_1,50.5,33683.1194394,0.059794705707972524
CONTROL_1,51.5,33684.1194394,0.059794705707972524
CONTROL_1,52.5,33685.1194394,0.059794705707972524
CONTROL_1,53.5,33686.1194394,0.059794705707972524
CONTROL_1,54.5,33687.1194394,0.059794705707972524
CONTROL_1,55.5,33688.1194394,0.059794705707972524
CONTROL_1,56.5,33689.1194394,0.059794705707972524
CONTROL_1,57.5,33690.1194394,0.059794705707972524
CONTROL_1,58.5,33691.1194394,0.059794705707972524
CONTROL_1,59.5,33692.1194394,0.059794705707972524
CONTROL_1,60.5,33693.1194394,0.059794705707972524
CONTROL_1,61.5,33694.1194394,0.059794705707972524
CONTROL_1,62.5,33695.1194394,0.059794705707972524
CONTROL_1,63.5,33696.1194394,0.059794705707972524
CONTROL_1,64.5,33697.1194394,0.059794705707972524
CONTROL_1,65.5,33698.1194394,0.059794705707972524
CONTROL_1,66.5,33699.1194394,0.059794705707972524
CONTROL_1,67.5,33700.1194394,0.059794705707972524
CONTROL_1,68.5,33701.1194394,0.059794705707972524
CONTROL_1,69.5,33702.1194394,0.059794705707972524
CONTROL_1,70.5,33703.1194394,0.059794705707972524
CONTROL_1,71.5,33704.1194394,0.059794705707972524
CONTROL_1,72.5,33705.1194394,0.059794705707972524
CONTROL_1,73.5,33706.1194394,0.11958941141594505
CONTROL_1,74.5,33707.1194394,0.0797262742772967
CONTROL_1,75.5,33708.1194394,0.059794705707972524
CONTROL_1,76.5,33709.1194394,0.059794705707972524
CONTROL_1,77.5,33710.1194394,0.059794705707972524
CONTROL_1,78.5,33711.1194394,0.059794705707972524
CONTROL_1,79.5,33712.1194394,0.059794705707972524
CONTROL_1,80.5,33713.1194394,0.059794705707972524
CONTROL_1,81.5,33714.1194394,0.059794705707972524
CONTROL_1,82.5,33715.1194394,0.10962362713128296
CONTROL_1,83.5,33716.1194394,0.18934990140857966
CONTROL_1,84.5,33717.1194394,0.10962362713128296
CONTROL_1,85.5,33718.1194394,0.14948676426993132
CONTROL_1,86.5,33719.1194394,0.1594525485545934
CONTROL_1,87.5,33720.1194394,0.11958941141594505
CONTROL_1,88.5,33721.1194394,0.13952097998526922
CONTROL_1,89.5,33722.1194394,0.059794705707972524
CONTROL_1,90.5,33723.1194394,0.12955519570060714
CONTROL_1,91.5,33724.1194394,0.14948676426993132
CONTROL_1,92.5,33725.1194394,0.14948676426993132
CONTROL_1,93.5,33726.1194394,0.12955519570060714
CONTROL_1,94.5,33727.1194394,0.13952097998526922
CONTROL_1,95.5,33728.1194394,0.13952097998526922
CONTROL_1,96.5,33729.1194394,0.059794705707972524
CONTROL_1,97.5,33730.1194394,0.059794705707972524
CONTROL_1,98.5,33731.1194394,0.059794705707972524
CONTROL_1,99.5,33732.1194394,0.059794705707972524
CONTROL_1,100.5,33733.1194394,0.059794705707972524
CONTROL_1,101.5,33734.1194394,0.059794705707972524
CONTROL_1,102.5,33735.1194394,0.059794705707972524
CONTROL_1,103.5,33736.1194394,0.059794705707972524
