time_sec,frame_index,luminance_mean,luminance_std,visual_change_mean_abs,optical_flow_proxy_p90_absdiff,histogram_delta,edge_density,cut_score_z,cut_event,luminance_absdiff,flash_event
0.0,0,252.358154296875,4.57763671875e-05,0.0,0.0,0.0,0.0,-3.639582546018934,0,0.0,0
0.2085418752085419,5,252.358154296875,4.57763671875e-05,0.0,0.0,0.0,0.0,-3.639582546018934,0,0.0,0
0.4170837504170838,10,252.358154296875,4.57763671875e-05,0.0,0.0,0.0,0.0,-3.639582546018934,0,0.0,0
0.6256256256256256,15,252.358154296875,4.57763671875e-05,0.0,0.0,0.0,0.0,-3.639582546018934,0,0.0,0
0.8341675008341676,20,0.0,0.0,252.358154296875,252.3582000732422,1.0,0.0,41.5291315706379,1,252.358154296875,1
1.0427093760427095,25,0.0,0.0,0.0,0.0,0.0,0.0,-3.639582546018934,0,0.0,0
1.2512512512512513,30,116.10531616210938,34.027400970458984,116.10531616210938,161.92910766601562,0.9999998807907104,0.13130208333333335,27.82204879481791,1,116.10531616210938,1
1.4597931264597932,35,116.6462173461914,28.769678115844727,31.51654052734375,66.86479949951172,0.0876736044883728,0.005208333333333333,1.2652985122932905,0,0.5409011840820312,0
1.6683350016683351,40,117.49325561523438,31.136226654052734,33.738929748535156,68.26251220703125,0.09779512882232666,0.08144097222222223,1.689089528169251,0,0.8470382690429688,0
1.8768768768768769,45,116.94529724121094,26.173805236816406,31.279218673706055,65.039794921875,0.11177082359790802,0.03720486111111111,1.7181006009132749,0,0.5479583740234375,0
2.085418752085419,50,116.995361328125,32.790496826171875,31.444181442260742,64.65188598632812,0.11897570639848709,0.09909722222222223,1.8772185829716377,0,0.0500640869140625,0
2.2939606272939606,55,116.98290252685547,35.419288635253906,45.667015075683594,88.41608428955078,0.09899306297302246,0.035625,2.912755658276743,0,0.01245880126953125,1
2.5025025025025025,60,117.13621520996094,29.33789825439453,43.09831237792969,81.69377136230469,0.13946181535720825,0.09989583333333334,3.4548719243387405,0,0.15331268310546875,0
2.7110443777110445,65,116.1314926147461,34.32067108154297,32.797725677490234,67.39100646972656,0.10923611372709274,0.011857638888888888,1.8207227944706736,0,1.0047225952148438,0
2.9195862529195864,70,115.79226684570312,30.856327056884766,27.534685134887695,57.91143798828125,0.08125000447034836,0.020416666666666666,0.7376547421635178,0,0.33922576904296875,0
3.1281281281281283,75,115.82511901855469,35.14772415161133,30.945911407470703,65.05023193359375,0.07647568732500076,0.1596875,0.9863825491426654,0,0.0328521728515625,0
3.3366700033366703,80,116.11600494384766,33.30284881591797,34.60084915161133,70.50487518310547,0.03107638843357563,0.054461805555555555,0.4560087709190984,0,0.29088592529296875,0
3.545211878545212,85,115.79864501953125,31.47063446044922,26.465227127075195,55.59901428222656,0.0867534726858139,0.011475694444444445,0.7389332237751746,0,0.31735992431640625,0
3.7537537537537538,90,115.10315704345703,32.52397537231445,27.204195022583008,54.36639404296875,0.08868055790662766,0.013020833333333334,0.8513940823892804,0,0.6954879760742188,0
3.9622956289622957,95,115.54930877685547,33.055973052978516,38.04508590698242,77.650634765625,0.0643402710556984,0.11581597222222222,1.4605063122358144,0,0.4461517333984375,0
4.170837504170838,100,116.12212371826172,34.34755325317383,37.057228088378906,76.07273864746094,0.1141493171453476,0.02230902777777778,2.3464201858996656,0,0.57281494140625,0
4.37937937937938,105,116.07673645019531,27.839540481567383,38.28505325317383,74.91470336914062,0.15524306893348694,0.011909722222222223,3.2828317696617835,0,0.04538726806640625,0
4.587921254587921,110,115.81853485107422,30.9407901763916,26.38860511779785,53.84062576293945,0.06694445013999939,0.04782986111111111,0.3393748132999263,0,0.25820159912109375,0
4.7964631297964635,115,116.23219299316406,30.252212524414062,32.87632369995117,66.46536254882812,0.09576388448476791,0.023211805555555555,1.5621302173937166,0,0.41365814208984375,0
5.005005005005005,120,116.777587890625,31.846073150634766,40.684139251708984,81.98896789550781,0.0529513880610466,0.13397569444444443,1.5007078911408094,0,0.5453948974609375,0
5.213546880213547,125,116.53929901123047,36.225467681884766,35.33110046386719,75.10099029541016,0.12637153267860413,0.06321180555555556,2.414543720102853,0,0.23828887939453125,0
5.422088755422089,130,116.8126220703125,29.220783233642578,44.279781341552734,87.64727020263672,0.15682291984558105,0.006423611111111111,3.9171550547104492,0,0.27332305908203125,0
5.63063063063063,135,117.76737213134766,33.07041931152344,33.39290237426758,68.814453125,0.09173610806465149,0.13026041666666666,1.5344231432461655,0,0.9547500610351562,0
5.839172505839173,140,118.64608001708984,34.670166015625,37.69065856933594,76.23078918457031,0.03434028476476669,0.04338541666666667,0.831409057517098,0,0.8787078857421875,0
6.047714381047714,145,117.73531341552734,29.056394577026367,38.23518753051758,78.044189453125,0.12345486134290695,0.008333333333333333,2.6489999918319835,0,0.9107666015625,0
6.256256256256257,150,117.86743927001953,32.08854293823242,32.35200119018555,68.18402862548828,0.07848958671092987,0.11548611111111111,1.167673395236575,0,0.1321258544921875,0
6.464798131464798,155,118.07479858398438,35.8677864074707,35.63545227050781,73.53804016113281,0.055399298667907715,0.10671875,1.041231417490067,0,0.20735931396484375,0
6.673340006673341,160,118.66667175292969,33.088134765625,40.2920036315918,84.79939270019531,0.0777430534362793,0.023506944444444445,1.95167278363359,0,0.5918731689453125,0
6.881881881881882,165,118.1678237915039,37.400577545166016,29.52839469909668,59.284976959228516,0.09791666269302368,0.009340277777777777,1.2679124248247544,0,0.49884796142578125,0
7.090423757090424,170,117.84761047363281,28.626768112182617,32.06076431274414,63.02732849121094,0.18255208432674408,0.03715277777777778,3.1968768254142326,0,0.32021331787109375,0
7.298965632298966,175,117.66060638427734,33.92624282836914,39.633819580078125,82.4974594116211,0.11303819715976715,0.028802083333333332,2.5836466294813305,0,0.18700408935546875,0
7.5075075075075075,180,117.78578186035156,30.223512649536133,44.284358978271484,82.775634765625,0.07411458343267441,0.05039930555555556,2.2815288283475432,0,0.12517547607421875,0
7.71604938271605,185,117.23666381835938,32.796844482421875,35.10927963256836,71.33129119873047,0.03534722700715065,0.10342013888888889,0.5916402137088554,0,0.5491180419921875,0
7.924591257924591,190,116.70641326904297,33.904605865478516,41.67152786254883,83.84565734863281,0.05003472790122032,0.052256944444444446,1.5423438876528726,0,0.5302505493164062,0
8.133133133133134,195,116.68659973144531,34.426551818847656,38.77626419067383,80.60066986083984,0.04184027761220932,0.07289930555555556,1.0889817040252918,0,0.01981353759765625,0
8.341675008341676,200,117.0384521484375,32.86964416503906,41.85788345336914,87.10991668701172,0.04883679747581482,0.11190972222222222,1.5373945798285318,0,0.3518524169921875,0
8.550216883550217,205,116.83364868164062,36.49909973144531,36.734764099121094,75.23725891113281,0.10571180284023285,0.02276041666666667,2.1470743515130684,0,0.204803466796875,0
8.75875875875876,210,116.39541625976562,29.483585357666016,32.911033630371094,67.63570404052734,0.1285243034362793,0.03730902777777778,2.2136690199588447,0,0.438232421875,0
8.967300633967302,215,116.55291748046875,32.793922424316406,29.834461212158203,61.376277923583984,0.05439236760139465,0.038489583333333334,0.43773129850228243,0,0.157501220703125,0
9.175842509175842,220,117.05657958984375,36.07786178588867,38.67655563354492,80.64128875732422,0.14982637763023376,0.006197916666666667,3.2150672973791723,0,0.503662109375,0
9.384384384384385,225,117.64622497558594,33.435546875,40.154876708984375,82.29540252685547,0.11831596493721008,0.11680555555555555,2.740466787204803,0,0.5896453857421875,0
9.592926259592927,230,117.39189910888672,35.581146240234375,38.782623291015625,76.57402038574219,0.10532985627651215,0.00703125,2.3455342230811502,0,0.25432586669921875,0
9.80146813480147,235,117.26322174072266,35.61708450317383,52.46632385253906,102.09968566894531,0.08694443851709366,0.0065625,3.3584296944835086,0,0.1286773681640625,1
10.01001001001001,240,117.8335952758789,33.78207015991211,40.68552017211914,84.54120635986328,0.07276041805744171,0.09581597222222223,1.8926971706636722,0,0.57037353515625,0
10.218551885218552,245,118.96658325195312,32.442562103271484,35.59654235839844,73.20724487304688,0.02758679911494255,0.019913194444444445,0.48714687129652345,0,1.1329879760742188,0
10.427093760427095,250,118.94727325439453,32.853816986083984,37.43958282470703,79.96058654785156,0.040781255811452866,0.08822916666666666,0.9335621835954497,0,0.01930999755859375,0
10.635635635635635,255,119.46104431152344,31.554380416870117,39.12616729736328,80.35796356201172,0.07567708194255829,0.08477430555555555,1.7935214544055977,0,0.5137710571289062,0
10.844177510844178,260,119.94409942626953,33.3026237487793,34.59370803833008,74.97093963623047,0.07751736044883728,0.025104166666666667,1.3739578457068131,0,0.48305511474609375,0
11.05271938605272,265,120.40679931640625,33.10127639770508,37.7416877746582,74.58948516845703,0.05465277284383774,0.12590277777777778,1.2383520768978622,0,0.46269989013671875,0
11.26126126126126,270,119.7892074584961,35.82038116455078,35.90016555786133,73.9362564086914,0.057777777314186096,0.07439236111111111,1.1149113004273976,0,0.6175918579101562,0
11.469803136469803,275,119.93650817871094,32.312557220458984,40.43009948730469,80.29763793945312,0.08786459267139435,0.006857638888888889,2.1657834948414116,0,0.14730072021484375,0
