condition,time_sec,luminance_z,visual_change_z,optical_flow_z,histogram_delta_z,cut_event,flash_event,audio_rms_z,audio_derivative_z,cue_on,cue_impulse,cue_value,cue_phase_sin,cue_phase_cos,als_start_pulse_regressor
target,89.75,-0.9534363378430954,-0.6479623214310883,-0.5779610805267451,-0.6106772904989836,0.0,0.0,0.14530741984991113,0.7770884505368171,0.0,0.0,0.0,-0.5000000000000089,0.8660254037844335,0.0
target,90.0,-0.9624537050548028,-0.5085322099372303,-0.45396471997568266,-0.6604415707640472,0.0,0.0,0.4379500372136574,1.6773685093084396,0.0,0.0,0.0,-2.1558735510086122e-14,1.0,0.0
target,90.25,-0.9563619307573268,-0.6961724417253284,-0.6538683075250701,-0.9062635157401222,0.0,0.0,0.41102651417663744,-0.16476867932765518,0.0,0.0,0.0,0.4999999999999716,0.866025403784455,0.0
target,90.5,-0.9478708421446804,-0.7719950792754213,-0.6764846340887826,-0.7403686694755419,0.0,0.0,0.662465726590232,1.439851717129148,0.0,0.0,0.0,0.8660254037844308,0.5000000000000135,0.0
target,90.75,-0.9444782610477641,-0.755274200364342,-0.6691929197372428,-0.824827261299328,0.0,0.0,0.8530209957054798,1.088886574201175,0.0,0.0,0.0,1.0,2.694903836824424e-14,0.0
target,91.0,-0.9499041801556098,-0.7242529479783318,-0.6485914089139003,-0.8786860759039237,0.0,0.0,0.36862609401293855,-2.8018598251577593,0.0,0.0,0.0,0.8660254037844436,-0.4999999999999915,0.0
target,91.25,-0.9363018212867452,-0.4871994346351022,-0.4165922129999962,-0.4390077735025203,0.0,0.0,-0.008150373054011763,-2.181493974263851,0.0,1.0,0.0,0.5000000000000182,-0.8660254037844282,0.0
target,91.5,-0.90530498293922,-0.040150053193278676,0.2340341398051005,0.508137136816028,0.0,0.0,-0.052257053076891144,-0.2638208894965017,1.0,0.0,5.0,3.2339341226402363e-14,-1.0,0.0
target,91.75,-0.9040617218095504,-0.07753195592163259,0.08561854014512184,-0.27913523767802617,0.0,0.0,0.045049761068340834,0.5513563888451773,1.0,0.0,5.0,-0.49999999999998684,-0.8660254037844463,0.0
target,92.0,-0.7478665389039856,1.764003227921769,1.649841909132301,2.512276243361577,0.0,0.0,0.20998990853534025,0.9412283519611729,1.0,0.0,5.0,-0.8660254037844254,-0.5000000000000229,0.0
target,92.25,0.020749423881472814,7.061220651741764,6.808668301950014,10.981586046973623,1.0,1.0,0.03887595639333638,-0.9959535832307297,0.0,0.0,0.0,-1.0,-9.307934654156473e-15,0.0
target,92.5,0.001112496871322045,-0.6837058542418613,-0.5917878026971166,-0.29857664124589905,0.0,0.0,-0.1217563638050839,-0.935532275839851,0.0,0.0,0.0,-0.8660254037844489,0.4999999999999822,0.0
target,92.75,-0.0013889473632556731,-0.8155248404881348,-0.7141308648660015,-0.7851232737208937,0.0,0.0,-0.14604250960617868,-0.14956553333519465,0.0,0.0,0.0,-0.5000000000000275,0.8660254037844227,0.0
target,93.0,0.00449078624282956,-0.7128665473061613,-0.6632261136044519,-0.4902405646250715,0.0,0.0,0.022587675274190106,0.962499551526,0.0,0.0,0.0,-1.469823751231459e-14,1.0,0.0
target,93.25,0.008791183480046406,-0.7992909025798327,-0.7346484763296673,-0.7205545897901732,0.0,0.0,0.01529846869436033,-0.05158677440531202,0.0,0.0,0.0,0.4999999999999775,0.8660254037844516,0.0
target,93.5,0.01039268301434027,-0.7101867552754599,-0.64784776669766,-0.5551517795541946,0.0,0.0,-0.20015107167313886,-1.2515258279867505,0.0,0.0,0.0,0.8660254037844343,0.5000000000000077,0.0
target,93.75,0.005143896645606351,-0.6960157045333057,-0.6378405280339561,-0.578807111923043,0.0,0.0,-0.2393707814790321,-0.23564997763087905,0.0,0.0,0.0,1.0,2.008854037047271e-14,0.0
target,94.0,0.0017627473794335831,-0.7849201004875431,-0.7159801472844184,-0.6310242699312324,0.0,0.0,-0.40473579981439695,-0.962813887182407,0.0,0.0,0.0,0.8660254037844544,-0.49999999999997286,0.0
target,94.25,-0.003593575738326257,-0.6466607712778278,-0.6504187551278564,-0.6872598228668744,0.0,0.0,-0.4559599452144163,-0.30484947795589384,0.0,1.0,0.0,0.5000000000000123,-0.8660254037844315,0.0
target,94.5,-0.008604250794921648,-0.6546819857089192,-0.6119679375079795,-0.5257045932689658,0.0,0.0,-0.2782364324568937,1.014917988066113,1.0,0.0,5.0,2.547884322863083e-14,-1.0,0.0
target,94.75,-0.00929634113737265,-0.6440170137918189,-0.5780695941176639,-0.6263889964887177,0.0,0.0,-0.17708664242427352,0.5735092013687805,1.0,0.0,5.0,-0.4999999999999928,-0.8660254037844428,0.0
target,95.0,-0.004902927264564077,-0.3605243930525864,-0.35258855591008387,-0.45553898428161155,0.0,0.0,-0.20481864506779968,-0.1694291553953989,1.0,0.0,5.0,-0.8660254037844288,-0.500000000000017,0.0
target,95.25,-0.001897049323111804,-0.613609140640436,-0.5833804755734148,-0.5566672569202417,0.0,0.0,-0.34820164135539694,-0.8360986468104826,0.0,0.0,0.0,-1.0,-3.086914608678895e-14,0.0
target,95.5,-0.013227619645861475,-0.4845477450311844,-0.4513383368176285,-0.39124900333846213,0.0,0.0,-0.4070859241913958,-0.34900629639474573,0.0,0.0,0.0,-0.8660254037844455,0.4999999999999881,0.0
target,95.75,-0.010202395831804033,-0.29894992510641355,-0.1872858815460624,-0.6106983115473132,0.0,0.0,-0.44227190764288976,-0.21239758513115564,0.0,0.0,0.0,-0.5000000000000216,0.8660254037844262,0.0
target,96.0,-0.013562334762621215,-0.45013681270065475,-0.3895063599555563,-0.4095187580928209,0.0,0.0,-0.5106429290810657,-0.40369254680920985,0.0,0.0,0.0,-7.83773951454306e-15,1.0,0.0
target,96.25,-0.009779416572812581,-0.3518326862893066,-0.2959619285931297,-0.3483099836053301,0.0,0.0,-0.47660324957188854,0.18665335308124223,0.0,0.0,0.0,0.49999999999998346,0.8660254037844481,0.0
target,96.5,-0.015443711756244361,-0.03413692133471012,0.05168938543091388,-0.04451479534556941,0.0,0.0,-0.06981175653776175,2.335379050255292,0.0,0.0,0.0,0.8660254037844235,0.5000000000000263,0.0
target,96.75,-0.02823386180417258,-0.11450620770920113,-0.10984643827934966,-0.17676236950306792,0.0,0.0,0.3350731785220899,2.3243887077168166,0.0,0.0,0.0,1.0,1.322804237270118e-14,0.0
