anchor_id,anchor_time_sec_used,A_MRED_pass,base_gate_pass,specificity_gate_pass,target_MR,target_ENC,target_CII,control_CII,override_CII,IAQ_target_vs_override,claim_level,BIT_pass,BIT_interpretation
FOD_BLIND_A1,26.53,False,False,False,0.0432395008072426,0.6664084708887538,0.0034425734082936,0.0003833399750623,0.0685307840710447,-18.90135709202237,runner_registered_estimated_blind_not_frame_verified,False,failed strict bivariate immersion gate
FOD_BLIND_A2,78.0,False,False,False,-0.14335174679581,-0.3172922897417683,0.0121708246296229,0.0,0.0,0.9999178430489736,runner_registered_estimated_blind_not_frame_verified,False,failed strict bivariate immersion gate
FOD_BLIND_A3,94.0,False,False,False,0.4087826255437179,0.1609227763899477,0.0134434237315026,0.0,0.0,0.999925619720118,runner_registered_estimated_blind_not_frame_verified,False,failed strict bivariate immersion gate
FOD_BLIND_A4,100.0,False,False,True,0.3719715663489298,0.6658034893463416,0.0436977064764978,0.0,0.0,0.999977116027438,runner_registered_estimated_blind_not_frame_verified,False,failed strict bivariate immersion gate
FOD_BLIND_A5,105.0,False,False,True,0.3669001953842837,0.4087997130283747,0.0395123537155026,0.0,0.0,0.9999746921001138,runner_registered_estimated_blind_not_frame_verified,False,failed strict bivariate immersion gate
FOD_BLIND_A6,150.0,True,True,True,1.1968629279969627,0.3727679652429264,0.1499695088243297,0.0,0.0018846730345792,0.9874263743627886,runner_registered_estimated_blind_not_frame_verified,True,strict bivariate immersion gate passed at estimated runner time
FOD_BLIND_A7,165.0,False,False,False,0.5276034480416159,-0.490544149158793,0.1813750264062613,0.0,0.0,0.9999944865921928,runner_registered_estimated_blind_not_frame_verified,False,failed strict bivariate immersion gate
