anchor_id,phase_time_sec,target_peak_time,target_peak_mr,target_peak_tsp,target_peak_nip,target_theta_carry,target_theta_pre,KHT_topo_proxy_local,target_MR,target_ENC,A_MRED_pass,specificity_gate_pass,claim_level
FOD_BLIND_A1,26.53,27.0,0.0557896794061372,0.0881273270620613,0.0,0.1385137146031163,-0.5278947562856374,0.08790697202759883,0.0432395008072426,0.6664084708887538,False,False,runner_registered_estimated_blind_not_frame_verified
FOD_BLIND_A2,78.0,78.0,-0.2927486489015689,-0.0350938621537132,0.0,-0.3167274237649122,0.0005648659768561,0.3045020942083202,-0.14335174679581,-0.3172922897417683,False,False,runner_registered_estimated_blind_not_frame_verified
FOD_BLIND_A3,94.0,94.0,0.7547420735732143,0.2831235574876419,0.0,-0.0893208674209945,-0.2502436438109423,0.2596424785944695,0.4087826255437179,0.1609227763899477,False,False,runner_registered_estimated_blind_not_frame_verified
FOD_BLIND_A4,100.0,106.0,0.2756919919861781,0.5759373392170627,0.4516140554883773,0.2589261167213151,-0.4068773726250265,0.26717757558624755,0.3719715663489298,0.6658034893463416,False,True,runner_registered_estimated_blind_not_frame_verified
FOD_BLIND_A5,105.0,106.0,0.3286718429400247,0.5759373392170627,0.4516140554883773,0.0625669438895335,-0.3462327691388411,0.14340150890174794,0.3669001953842837,0.4087997130283747,False,True,runner_registered_estimated_blind_not_frame_verified
FOD_BLIND_A6,150.0,154.0,1.2948348574017057,1.1780811724576,1.9229659222039612,0.06327860687485,-0.3094893583680764,0.2862435080650302,1.1968629279969627,0.3727679652429264,True,True,runner_registered_estimated_blind_not_frame_verified
FOD_BLIND_A7,165.0,166.0,0.9373706079685022,0.7432348074629108,0.5588838919804482,-0.0335233641624214,0.4570207849963716,0.17726764015487556,0.5276034480416159,-0.490544149158793,False,False,runner_registered_estimated_blind_not_frame_verified
