run,transition,available,pre_alpha_proxy_z,post_alpha_proxy_z,delta_alpha_proxy_z,pre_meaning_gamma_z,post_meaning_gamma_z,delta_meaning_gamma_z,pre_tsp_z,post_tsp_z,delta_tsp_z,pre_task_gamma_z,post_task_gamma_z,delta_task_gamma_z,pre_theta_primary_z,post_theta_primary_z,delta_theta_primary_z,pre_theta_task_z,post_theta_task_z,delta_theta_task_z,pre_artifact_z,post_artifact_z,delta_artifact_z,pre_api_a_z,post_api_a_z,delta_api_a_z,interpretation
Arrival_Run1,BASELINE_1->CONTROL_1,True,0.1625750207599548,0.0540944957950476,-0.1084805249649071,-0.6764412326795969,0.3333280916841524,1.009769324363749,-0.2314913841603424,0.3100589026723713,0.5415502868327138,0.7089828675069573,-0.1753253874837317,-0.884308254990689,-0.560511333119115,-0.5524420132239531,0.0080693198951619,-0.3812612576731962,-0.4526290949766574,-0.0713678373034611,-0.3354937552731624,-0.5906854630921111,-0.2551917078189487,0.0,0.0,0.0,alpha suppression + meaning/TSP rise candidate
Arrival_Run1,WASHOUT_1->TARGET_1,True,-0.0598596358847889,-0.1619976862653448,-0.1021380503805559,0.3664277827639795,0.9668753437172052,0.6004475609532258,-0.8182003685743202,0.6158851474591399,1.43408551603346,-0.4522119208248759,-0.4747020500869799,-0.022490129262104,-0.2132466492922606,-0.1933397911014764,0.0199068581907841,-0.1790792168519549,0.0311930156880282,0.2102722325399832,0.5202208500847454,-0.3330213228212799,-0.8532421729060253,0.0,0.0,0.0,alpha suppression + meaning/TSP rise candidate
Arrival_Run1,WASHOUT_2->CONTEXTUAL_OVERRIDE_1,True,0.4206736552363668,0.5010894854631963,0.0804158302268294,0.949305029805332,-1.313778543257789,-2.2630835730631214,0.7239844701157089,-0.1497196847797341,-0.8737041548954431,-0.6337113951206262,1.9079298259186253,2.541641221039252,-0.2334644459281897,1.284263040193287,1.517727486121477,-0.2588744445638626,1.0070661134476582,1.2659405580115208,0.0904579361566784,-0.0907771107340672,-0.1812350468907456,0.0,0.0,0.0,no alpha-suppression transition
