seed,heldout_condition,model,heldout_loss,train_loss
910008,doublet_EY,null_no_coupling,10.658246544782642,121.66824862344859
910008,doublet_EY,replay_only_basis,5.570396920628832,23.875106272593584
910008,orthogonal_trap,full_reciprocal,0.5388909639458211,1.924523793221393
910008,orthogonal_trap,eta_only,23.896550864341993,42.97864307929807
910008,orthogonal_trap,zeta_only,12.873001697829867,57.565910803517866
910008,orthogonal_trap,generic_hidden_oscillator,26.286120178878324,47.119359962057125
910008,orthogonal_trap,null_no_coupling,42.57019413886438,89.75630102936685
910008,orthogonal_trap,replay_only_basis,5.732569116536364,25.927513042143723
910008,counterphase,full_reciprocal,0.559435481693344,1.8740871077643297
910008,counterphase,eta_only,3.5840424280397114,62.389914001563405
910008,counterphase,zeta_only,9.86933753838189,58.88830734644341
910008,counterphase,generic_hidden_oscillator,14.348246753190752,58.663189757756044
910008,counterphase,null_no_coupling,19.53594229462793,112.7905528736033
910008,counterphase,replay_only_basis,4.178987906424189,22.10458361332613
910008,lagged_E_to_Y,full_reciprocal,0.3131101726072505,2.097214613733511
910008,lagged_E_to_Y,eta_only,27.57535010197381,37.7218261745554
910008,lagged_E_to_Y,zeta_only,1.4205862897882042,67.65216461293026
910008,lagged_E_to_Y,generic_hidden_oscillator,11.915482136796127,61.095954374150665
910008,lagged_E_to_Y,null_no_coupling,26.622809574840744,105.70368559339047
910008,lagged_E_to_Y,replay_only_basis,12.388611550453874,18.97265115521921
910008,recovery_probe,full_reciprocal,0.28511383023923575,2.127520404868582
910008,recovery_probe,eta_only,0.9581942344055292,64.33898204212367
910008,recovery_probe,zeta_only,0.5415361939522803,68.15654185275372
910008,recovery_probe,generic_hidden_oscillator,1.1090524022434238,71.81142954121471
910008,recovery_probe,null_no_coupling,1.04477477648327,131.28172039174794
910008,recovery_probe,replay_only_basis,0.29770996934823013,24.172262678332352
910008,lagged_Y_to_E,full_reciprocal,0.472929687003232,1.9373950993375293
910008,lagged_Y_to_E,eta_only,5.187624070918865,63.25877139946255
910008,lagged_Y_to_E,zeta_only,33.00055509625115,35.697522950454854
910008,lagged_Y_to_E,generic_hidden_oscillator,15.74807132545224,57.26336518549456
910008,lagged_Y_to_E,null_no_coupling,31.89452783863227,100.43196732959895
910008,lagged_Y_to_E,replay_only_basis,24.907092152120317,15.371500232235654
910009,doublet_EY,full_reciprocal,1.6966844924936786,2.8700339557290278
910009,doublet_EY,eta_only,23.444154098891538,63.132987937632215
910009,doublet_EY,zeta_only,12.3789220417241,61.006739604472386
910009,doublet_EY,generic_hidden_oscillator,22.054363668928975,66.45012353777713
910009,doublet_EY,null_no_coupling,12.573687423407161,139.48654528474748
910009,doublet_EY,replay_only_basis,4.990050767500464,26.95322879989976
910009,orthogonal_trap,full_reciprocal,1.4807846888037908,3.0544496389896545
910009,orthogonal_trap,eta_only,24.03618214937588,62.388866615774475
910009,orthogonal_trap,zeta_only,16.560840462726937,56.796644749897595
910009,orthogonal_trap,generic_hidden_oscillator,23.56121620557924,56.574237320407995
910009,orthogonal_trap,null_no_coupling,45.584830395468245,106.4754023126864
910009,orthogonal_trap,replay_only_basis,8.785962886437709,27.31286404552499
