anchor_id,label,TTI_anchor,target_MR,override_MR,target_ENC,override_ENC,target_task_gamma,override_task_gamma,target_CII,override_CII,IAQ_target_vs_override,claim_level
ARR_A1_FUTURE_TRAGEDY_ACCEPTANCE_068P0,Future/tragedy acceptance line,0.5649850261001552,0.7577938085647432,-0.5666699240538294,0.019857310645507005,0.22224768508009168,-1.0374350814659448,0.37826689566202265,0.34579744743130486,0.0,0.9971164724325196,conceptual_future_freeze_not_runner_registered
ARR_A2_STARDUST_CRINGE_120P0,"""Star dust"" cringe / aversive semantic prediction error",0.7553838257081082,0.6976554890393409,-0.7676869835457822,0.22262828430322792,-0.18955381371741717,-1.0570248307899095,0.35960591923739665,0.33195979832486266,0.0,0.9969966344134306,conceptual_future_freeze_not_runner_registered
ARR_A3_READING_LETTERS_169P0,Mother teaches daughter letters,0.8344397947080421,0.7285091684107432,-0.6638104045223197,0.565322690814479,-0.17255953634479826,-0.9390927831418351,0.46375504784763505,0.6147478184407765,0.0,0.9983759585173485,conceptual_future_freeze_not_runner_registered
ARR_A4_CHILD_LIFE_MONTAGE_251P0,Child-life montage under tragic foreknowledge,0.4181215953498943,0.3394746033818426,-0.7819579135152482,-0.039176063330673874,0.1799515211722529,-1.4058767285232228,0.687019835141482,0.20391236615167282,0.0,0.9951198650487506,conceptual_future_freeze_not_runner_registered
ARR_A5_HELD_BY_YOU_FINAL_310P0,Final embrace / held-by-you line,0.12657187274336262,-0.36389224644739615,-0.9189247928964109,0.16519328197383498,0.21572912350487897,1.0280346822936632,1.3438998335400134,0.021912820308895842,0.0,0.9563563111603615,conceptual_future_freeze_not_runner_registered
