phase,phase_time,time,feature_state_lz_proxy,complexity_z
CONTEXTUAL_OVERRIDE_1,106.0,344775.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,107.0,344776.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,108.0,344777.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,109.0,344778.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,110.0,344779.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,111.0,344780.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,112.0,344781.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,113.0,344782.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,114.0,344783.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,115.0,344784.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,116.0,344785.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,117.0,344786.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,118.0,344787.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,119.0,344788.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,120.0,344789.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,121.0,344790.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,122.0,344791.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,123.0,344792.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,124.0,344793.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,125.0,344794.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,126.0,344795.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,127.0,344796.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,128.0,344797.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,129.0,344798.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,130.0,344799.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,131.0,344800.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,132.0,344801.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,133.0,344802.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,134.0,344803.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,135.0,344804.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,136.0,344805.5595471,3.1376576633602022,-2.6979999836623314
CONTEXTUAL_OVERRIDE_1,137.0,344806.5595471,3.1376576633602022,-2.6979999836623314
CONTEXTUAL_OVERRIDE_1,138.0,344807.5595471,3.1376576633602022,-2.6979999836623314
CONTEXTUAL_OVERRIDE_1,139.0,344808.5595471,3.1376576633602022,-2.6979999836623314
CONTEXTUAL_OVERRIDE_1,140.0,344809.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,141.0,344810.5595471,3.1376576633602022,-2.6979999836623314
CONTEXTUAL_OVERRIDE_1,142.0,344811.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,143.0,344812.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,144.0,344813.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,145.0,344814.5595471,3.3027975403791605,-2.0234999877467477
CONTEXTUAL_OVERRIDE_1,146.0,344815.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,147.0,344816.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,148.0,344817.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,149.0,344818.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,150.0,344819.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,151.0,344820.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,152.0,344821.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,153.0,344822.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,154.0,344823.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,155.0,344824.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,156.0,344825.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,157.0,344826.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,158.0,344827.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,159.0,344828.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,160.0,344829.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,161.0,344830.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,162.0,344831.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,163.0,344832.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,164.0,344833.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,165.0,344834.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,166.0,344835.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,167.0,344836.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,168.0,344837.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,169.0,344838.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,170.0,344839.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,171.0,344840.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,172.0,344841.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,173.0,344842.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,174.0,344843.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,175.0,344844.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,176.0,344845.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,177.0,344846.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,178.0,344847.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,179.0,344848.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,180.0,344849.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,181.0,344850.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,182.0,344851.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,183.0,344852.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,184.0,344853.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,185.0,344854.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,186.0,344855.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,187.0,344856.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,188.0,344857.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,189.0,344858.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,190.0,344859.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,191.0,344860.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,192.0,344861.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,193.0,344862.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,194.0,344863.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,195.0,344864.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,196.0,344865.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,197.0,344866.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,198.0,344867.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,199.0,344868.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,200.0,344869.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,201.0,344870.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,202.0,344871.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,203.0,344872.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,204.0,344873.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,205.0,344874.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,206.0,344875.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,207.0,344876.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,208.0,344877.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,209.0,344878.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,210.0,344879.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,211.0,344880.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,212.0,344881.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,213.0,344882.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,214.0,344883.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,215.0,344884.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,216.0,344885.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,217.0,344886.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,218.0,344887.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,219.0,344888.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,220.0,344889.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,221.0,344890.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,222.0,344891.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,223.0,344892.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,224.0,344893.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,225.0,344894.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,226.0,344895.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,227.0,344896.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,228.0,344897.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,229.0,344898.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,230.0,344899.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,231.0,344900.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,232.0,344901.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,233.0,344902.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,234.0,344903.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,235.0,344904.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,236.0,344905.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,237.0,344906.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,238.0,344907.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,239.0,344908.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,240.0,344909.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,241.0,344910.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,242.0,344911.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,243.0,344912.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,244.0,344913.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,245.0,344914.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,246.0,344915.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,247.0,344916.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,248.0,344917.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,249.0,344918.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,250.0,344919.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,251.0,344920.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,252.0,344921.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,253.0,344922.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,254.0,344923.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,255.0,344924.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,256.0,344925.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,257.0,344926.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,258.0,344927.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,259.0,344928.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,260.0,344929.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,261.0,344930.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,262.0,344931.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,263.0,344932.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,264.0,344933.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,265.0,344934.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,266.0,344935.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,267.0,344936.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,268.0,344937.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,269.0,344938.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,270.0,344939.5595471,3.4679374173981183,-1.3489999918311657
CONTEXTUAL_OVERRIDE_1,271.0,344940.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,272.0,344941.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,273.0,344942.5595471,3.633077294417076,-0.6744999959155837
CONTEXTUAL_OVERRIDE_1,274.0,344943.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,275.0,344944.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,276.0,344945.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,277.0,344946.5595471,3.7982171714360344,0.0
CONTEXTUAL_OVERRIDE_1,278.0,344947.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,279.0,344948.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,280.0,344949.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,281.0,344950.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,282.0,344951.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,283.0,344952.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,284.0,344953.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,285.0,344954.5595471,3.9633570484549923,0.674499995915582
CONTEXTUAL_OVERRIDE_1,286.0,344955.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,287.0,344956.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,288.0,344957.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,289.0,344958.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,290.0,344959.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,291.0,344960.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,292.0,344961.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,293.0,344962.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,294.0,344963.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,295.0,344964.5595471,4.458776679511867,2.6979999836623314
CONTEXTUAL_OVERRIDE_1,296.0,344965.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,297.0,344966.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,298.0,344967.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,299.0,344968.5595471,4.12849692547395,1.348999991831164
CONTEXTUAL_OVERRIDE_1,300.0,344969.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,301.0,344970.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,302.0,344971.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,303.0,344972.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,304.0,344973.5595471,4.293636802492909,2.0234999877467494
CONTEXTUAL_OVERRIDE_1,305.0,344974.5595471,4.458776679511867,2.6979999836623314
CONTEXTUAL_OVERRIDE_1,306.0,344975.5595471,4.458776679511867,2.6979999836623314
CONTEXTUAL_OVERRIDE_1,307.0,344976.5595471,4.458776679511867,2.6979999836623314
CONTEXTUAL_OVERRIDE_1,308.0,344977.5595471,4.458776679511867,2.6979999836623314
WASHOUT_3,1.0,345010.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,2.0,345011.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,3.0,345012.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,4.0,345013.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,5.0,345014.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,6.0,345015.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,7.0,345016.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,8.0,345017.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,9.0,345018.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,10.0,345019.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,11.0,345020.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,12.0,345021.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,13.0,345022.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,14.0,345023.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,15.0,345024.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,16.0,345025.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,17.0,345026.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,18.0,345027.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,19.0,345028.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,20.0,345029.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,21.0,345030.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,22.0,345031.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,23.0,345032.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,24.0,345033.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,25.0,345034.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,26.0,345035.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,27.0,345036.4052099,3.7982171714360344,0.0
WASHOUT_3,28.0,345037.4052099,3.7982171714360344,0.0
WASHOUT_3,29.0,345038.4052099,3.7982171714360344,0.0
WASHOUT_3,30.0,345039.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,31.0,345040.4052099,3.7982171714360344,0.0
WASHOUT_3,32.0,345041.4052099,3.7982171714360344,0.0
WASHOUT_3,33.0,345042.4052099,3.7982171714360344,0.0
WASHOUT_3,34.0,345043.4052099,3.7982171714360344,0.0
WASHOUT_3,35.0,345044.4052099,3.7982171714360344,0.0
WASHOUT_3,36.0,345045.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,37.0,345046.4052099,3.7982171714360344,0.0
WASHOUT_3,38.0,345047.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,39.0,345048.4052099,3.7982171714360344,0.0
WASHOUT_3,40.0,345049.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,41.0,345050.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,42.0,345051.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,43.0,345052.4052099,3.7982171714360344,0.0
WASHOUT_3,44.0,345053.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,45.0,345054.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,46.0,345055.4052099,3.7982171714360344,0.0
WASHOUT_3,47.0,345056.4052099,3.7982171714360344,0.0
WASHOUT_3,48.0,345057.4052099,3.7982171714360344,0.0
WASHOUT_3,49.0,345058.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,50.0,345059.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,51.0,345060.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,52.0,345061.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,53.0,345062.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,54.0,345063.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,55.0,345064.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,56.0,345065.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,57.0,345066.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,58.0,345067.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,59.0,345068.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,60.0,345069.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,61.0,345070.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,62.0,345071.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,63.0,345072.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,64.0,345073.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,65.0,345074.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,66.0,345075.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,67.0,345076.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,68.0,345077.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,69.0,345078.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,70.0,345079.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,71.0,345080.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,72.0,345081.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,73.0,345082.4052099,3.4679374173981183,-1.3489999918311657
WASHOUT_3,74.0,345083.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,75.0,345084.4052099,3.7982171714360344,0.0
WASHOUT_3,76.0,345085.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,77.0,345086.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,78.0,345087.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,79.0,345088.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,80.0,345089.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,81.0,345090.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,82.0,345091.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,83.0,345092.4052099,3.7982171714360344,0.0
WASHOUT_3,84.0,345093.4052099,3.7982171714360344,0.0
WASHOUT_3,85.0,345094.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,86.0,345095.4052099,3.633077294417076,-0.6744999959155837
WASHOUT_3,87.0,345096.4052099,3.7982171714360344,0.0
WASHOUT_3,88.0,345097.4052099,3.7982171714360344,0.0
WASHOUT_3,89.0,345098.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,90.0,345099.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,91.0,345100.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,92.0,345101.4052099,3.9633570484549923,0.674499995915582
WASHOUT_3,93.0,345102.4052099,4.12849692547395,1.348999991831164
WASHOUT_3,94.0,345103.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,95.0,345104.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,96.0,345105.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,97.0,345106.4052099,4.293636802492909,2.0234999877467494
WASHOUT_3,98.0,345107.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,99.0,345108.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,100.0,345109.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,101.0,345110.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,102.0,345111.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,103.0,345112.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,104.0,345113.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,105.0,345114.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,106.0,345115.4052099,4.789056433549782,4.046999975493495
WASHOUT_3,107.0,345116.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,108.0,345117.4052099,4.6239165565308245,3.372499979577913
WASHOUT_3,109.0,345118.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,110.0,345119.4052099,4.458776679511867,2.6979999836623314
WASHOUT_3,111.0,345120.4052099,4.293636802492909,2.0234999877467494
