phase,phase_time,time,feature_state_lz_proxy,complexity_z
BASELINE_1,83.0,343672.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,84.0,343673.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,85.0,343674.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,86.0,343675.1347761,3.4679374173981183,-1.3489999918311657
BASELINE_1,87.0,343676.1347761,3.4679374173981183,-1.3489999918311657
BASELINE_1,88.0,343677.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,89.0,343678.1347761,3.7982171714360344,0.0
BASELINE_1,90.0,343679.1347761,3.7982171714360344,0.0
BASELINE_1,91.0,343680.1347761,3.9633570484549923,0.674499995915582
BASELINE_1,92.0,343681.1347761,3.9633570484549923,0.674499995915582
BASELINE_1,93.0,343682.1347761,3.7982171714360344,0.0
BASELINE_1,94.0,343683.1347761,3.9633570484549923,0.674499995915582
BASELINE_1,95.0,343684.1347761,3.7982171714360344,0.0
BASELINE_1,96.0,343685.1347761,3.7982171714360344,0.0
BASELINE_1,97.0,343686.1347761,3.7982171714360344,0.0
BASELINE_1,98.0,343687.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,99.0,343688.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,100.0,343689.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,101.0,343690.1347761,3.7982171714360344,0.0
BASELINE_1,102.0,343691.1347761,3.7982171714360344,0.0
BASELINE_1,103.0,343692.1347761,3.7982171714360344,0.0
BASELINE_1,104.0,343693.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,105.0,343694.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,106.0,343695.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,107.0,343696.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,108.0,343697.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,109.0,343698.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,110.0,343699.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,111.0,343700.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,112.0,343701.1347761,3.7982171714360344,0.0
BASELINE_1,113.0,343702.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,114.0,343703.1347761,3.633077294417076,-0.6744999959155837
BASELINE_1,115.0,343704.1347761,3.633077294417076,-0.6744999959155837
CONTROL_1,1.0,343717.5639806,3.7982171714360344,0.0
CONTROL_1,2.0,343718.5639806,3.7982171714360344,0.0
CONTROL_1,3.0,343719.5639806,3.7982171714360344,0.0
CONTROL_1,4.0,343720.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,5.0,343721.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,6.0,343722.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,7.0,343723.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,8.0,343724.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,9.0,343725.5639806,4.12849692547395,1.348999991831164
CONTROL_1,10.0,343726.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,11.0,343727.5639806,4.12849692547395,1.348999991831164
CONTROL_1,12.0,343728.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,13.0,343729.5639806,4.12849692547395,1.348999991831164
CONTROL_1,14.0,343730.5639806,4.12849692547395,1.348999991831164
CONTROL_1,15.0,343731.5639806,4.12849692547395,1.348999991831164
CONTROL_1,16.0,343732.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,17.0,343733.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,18.0,343734.5639806,4.12849692547395,1.348999991831164
CONTROL_1,19.0,343735.5639806,4.12849692547395,1.348999991831164
CONTROL_1,20.0,343736.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,21.0,343737.5639806,4.12849692547395,1.348999991831164
CONTROL_1,22.0,343738.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,23.0,343739.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,24.0,343740.5639806,3.7982171714360344,0.0
CONTROL_1,25.0,343741.5639806,3.7982171714360344,0.0
CONTROL_1,26.0,343742.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,27.0,343743.5639806,3.7982171714360344,0.0
CONTROL_1,28.0,343744.5639806,3.7982171714360344,0.0
CONTROL_1,29.0,343745.5639806,3.7982171714360344,0.0
CONTROL_1,30.0,343746.5639806,3.7982171714360344,0.0
CONTROL_1,31.0,343747.5639806,3.7982171714360344,0.0
CONTROL_1,32.0,343748.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,33.0,343749.5639806,3.7982171714360344,0.0
CONTROL_1,34.0,343750.5639806,3.7982171714360344,0.0
CONTROL_1,35.0,343751.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,36.0,343752.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,37.0,343753.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,38.0,343754.5639806,3.3027975403791605,-2.0234999877467477
CONTROL_1,39.0,343755.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,40.0,343756.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,41.0,343757.5639806,3.3027975403791605,-2.0234999877467477
CONTROL_1,42.0,343758.5639806,3.3027975403791605,-2.0234999877467477
CONTROL_1,43.0,343759.5639806,3.1376576633602022,-2.6979999836623314
CONTROL_1,44.0,343760.5639806,2.9725177863412444,-3.372499979577913
CONTROL_1,45.0,343761.5639806,3.1376576633602022,-2.6979999836623314
CONTROL_1,46.0,343762.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,47.0,343763.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,48.0,343764.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,49.0,343765.5639806,3.3027975403791605,-2.0234999877467477
CONTROL_1,50.0,343766.5639806,3.3027975403791605,-2.0234999877467477
CONTROL_1,51.0,343767.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,52.0,343768.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,53.0,343769.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,54.0,343770.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,55.0,343771.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,56.0,343772.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,57.0,343773.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,58.0,343774.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,59.0,343775.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,60.0,343776.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,61.0,343777.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,62.0,343778.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,63.0,343779.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,64.0,343780.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,65.0,343781.5639806,3.7982171714360344,0.0
CONTROL_1,66.0,343782.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,67.0,343783.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,68.0,343784.5639806,4.12849692547395,1.348999991831164
CONTROL_1,69.0,343785.5639806,4.12849692547395,1.348999991831164
CONTROL_1,70.0,343786.5639806,4.12849692547395,1.348999991831164
CONTROL_1,71.0,343787.5639806,4.12849692547395,1.348999991831164
CONTROL_1,72.0,343788.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,73.0,343789.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,74.0,343790.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,75.0,343791.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,76.0,343792.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,77.0,343793.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,78.0,343794.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,79.0,343795.5639806,4.6239165565308245,3.372499979577913
CONTROL_1,80.0,343796.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,81.0,343797.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,82.0,343798.5639806,4.458776679511867,2.6979999836623314
CONTROL_1,83.0,343799.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,84.0,343800.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,85.0,343801.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,86.0,343802.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,87.0,343803.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,88.0,343804.5639806,4.12849692547395,1.348999991831164
CONTROL_1,89.0,343805.5639806,4.12849692547395,1.348999991831164
CONTROL_1,90.0,343806.5639806,4.12849692547395,1.348999991831164
CONTROL_1,91.0,343807.5639806,4.12849692547395,1.348999991831164
CONTROL_1,92.0,343808.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,93.0,343809.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,94.0,343810.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,95.0,343811.5639806,4.12849692547395,1.348999991831164
CONTROL_1,96.0,343812.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,97.0,343813.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,98.0,343814.5639806,4.12849692547395,1.348999991831164
CONTROL_1,99.0,343815.5639806,4.12849692547395,1.348999991831164
CONTROL_1,100.0,343816.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,101.0,343817.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,102.0,343818.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,103.0,343819.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,104.0,343820.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,105.0,343821.5639806,4.12849692547395,1.348999991831164
CONTROL_1,106.0,343822.5639806,4.12849692547395,1.348999991831164
CONTROL_1,107.0,343823.5639806,4.12849692547395,1.348999991831164
CONTROL_1,108.0,343824.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,109.0,343825.5639806,4.12849692547395,1.348999991831164
CONTROL_1,110.0,343826.5639806,4.12849692547395,1.348999991831164
CONTROL_1,111.0,343827.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,112.0,343828.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,113.0,343829.5639806,3.7982171714360344,0.0
CONTROL_1,114.0,343830.5639806,3.7982171714360344,0.0
CONTROL_1,115.0,343831.5639806,3.7982171714360344,0.0
CONTROL_1,116.0,343832.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,117.0,343833.5639806,3.7982171714360344,0.0
CONTROL_1,118.0,343834.5639806,3.7982171714360344,0.0
CONTROL_1,119.0,343835.5639806,3.7982171714360344,0.0
CONTROL_1,120.0,343836.5639806,3.7982171714360344,0.0
CONTROL_1,121.0,343837.5639806,3.7982171714360344,0.0
CONTROL_1,122.0,343838.5639806,3.7982171714360344,0.0
CONTROL_1,123.0,343839.5639806,3.7982171714360344,0.0
CONTROL_1,124.0,343840.5639806,3.7982171714360344,0.0
CONTROL_1,125.0,343841.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,126.0,343842.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,127.0,343843.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,128.0,343844.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,129.0,343845.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,130.0,343846.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,131.0,343847.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,132.0,343848.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,133.0,343849.5639806,3.7982171714360344,0.0
CONTROL_1,134.0,343850.5639806,3.7982171714360344,0.0
CONTROL_1,135.0,343851.5639806,3.7982171714360344,0.0
CONTROL_1,136.0,343852.5639806,3.7982171714360344,0.0
CONTROL_1,137.0,343853.5639806,3.7982171714360344,0.0
CONTROL_1,138.0,343854.5639806,3.7982171714360344,0.0
CONTROL_1,139.0,343855.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,140.0,343856.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,141.0,343857.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,142.0,343858.5639806,4.12849692547395,1.348999991831164
CONTROL_1,143.0,343859.5639806,4.12849692547395,1.348999991831164
CONTROL_1,144.0,343860.5639806,4.12849692547395,1.348999991831164
CONTROL_1,145.0,343861.5639806,4.12849692547395,1.348999991831164
CONTROL_1,146.0,343862.5639806,4.12849692547395,1.348999991831164
CONTROL_1,147.0,343863.5639806,4.12849692547395,1.348999991831164
CONTROL_1,148.0,343864.5639806,4.12849692547395,1.348999991831164
CONTROL_1,149.0,343865.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,150.0,343866.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,151.0,343867.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,152.0,343868.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,153.0,343869.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,154.0,343870.5639806,4.12849692547395,1.348999991831164
CONTROL_1,155.0,343871.5639806,4.12849692547395,1.348999991831164
CONTROL_1,156.0,343872.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,157.0,343873.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,158.0,343874.5639806,3.7982171714360344,0.0
CONTROL_1,159.0,343875.5639806,3.7982171714360344,0.0
CONTROL_1,160.0,343876.5639806,3.7982171714360344,0.0
CONTROL_1,161.0,343877.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,162.0,343878.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,163.0,343879.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,164.0,343880.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,165.0,343881.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,166.0,343882.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,167.0,343883.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,168.0,343884.5639806,3.7982171714360344,0.0
CONTROL_1,169.0,343885.5639806,3.7982171714360344,0.0
CONTROL_1,170.0,343886.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,171.0,343887.5639806,4.12849692547395,1.348999991831164
CONTROL_1,172.0,343888.5639806,4.12849692547395,1.348999991831164
CONTROL_1,173.0,343889.5639806,4.12849692547395,1.348999991831164
CONTROL_1,174.0,343890.5639806,4.12849692547395,1.348999991831164
CONTROL_1,175.0,343891.5639806,4.12849692547395,1.348999991831164
CONTROL_1,176.0,343892.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,177.0,343893.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,178.0,343894.5639806,3.7982171714360344,0.0
CONTROL_1,179.0,343895.5639806,3.7982171714360344,0.0
CONTROL_1,180.0,343896.5639806,3.7982171714360344,0.0
CONTROL_1,181.0,343897.5639806,3.7982171714360344,0.0
CONTROL_1,182.0,343898.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,183.0,343899.5639806,4.12849692547395,1.348999991831164
CONTROL_1,184.0,343900.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,185.0,343901.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,186.0,343902.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,187.0,343903.5639806,4.12849692547395,1.348999991831164
CONTROL_1,188.0,343904.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,189.0,343905.5639806,4.293636802492909,2.0234999877467494
CONTROL_1,190.0,343906.5639806,4.12849692547395,1.348999991831164
CONTROL_1,191.0,343907.5639806,4.12849692547395,1.348999991831164
CONTROL_1,192.0,343908.5639806,4.12849692547395,1.348999991831164
CONTROL_1,193.0,343909.5639806,4.12849692547395,1.348999991831164
CONTROL_1,194.0,343910.5639806,4.12849692547395,1.348999991831164
CONTROL_1,195.0,343911.5639806,4.12849692547395,1.348999991831164
CONTROL_1,196.0,343912.5639806,4.12849692547395,1.348999991831164
CONTROL_1,197.0,343913.5639806,4.12849692547395,1.348999991831164
CONTROL_1,198.0,343914.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,199.0,343915.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,200.0,343916.5639806,3.7982171714360344,0.0
CONTROL_1,201.0,343917.5639806,3.7982171714360344,0.0
CONTROL_1,202.0,343918.5639806,3.7982171714360344,0.0
CONTROL_1,203.0,343919.5639806,3.7982171714360344,0.0
CONTROL_1,204.0,343920.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,205.0,343921.5639806,4.12849692547395,1.348999991831164
CONTROL_1,206.0,343922.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,207.0,343923.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,208.0,343924.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,209.0,343925.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,210.0,343926.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,211.0,343927.5639806,3.7982171714360344,0.0
CONTROL_1,212.0,343928.5639806,3.7982171714360344,0.0
CONTROL_1,213.0,343929.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,214.0,343930.5639806,3.7982171714360344,0.0
CONTROL_1,215.0,343931.5639806,3.7982171714360344,0.0
CONTROL_1,216.0,343932.5639806,3.7982171714360344,0.0
CONTROL_1,217.0,343933.5639806,3.7982171714360344,0.0
CONTROL_1,218.0,343934.5639806,3.7982171714360344,0.0
CONTROL_1,219.0,343935.5639806,3.7982171714360344,0.0
CONTROL_1,220.0,343936.5639806,3.7982171714360344,0.0
CONTROL_1,221.0,343937.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,222.0,343938.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,223.0,343939.5639806,3.7982171714360344,0.0
CONTROL_1,224.0,343940.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,225.0,343941.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,226.0,343942.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,227.0,343943.5639806,3.7982171714360344,0.0
CONTROL_1,228.0,343944.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,229.0,343945.5639806,4.12849692547395,1.348999991831164
CONTROL_1,230.0,343946.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,231.0,343947.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,232.0,343948.5639806,3.7982171714360344,0.0
CONTROL_1,233.0,343949.5639806,3.7982171714360344,0.0
CONTROL_1,234.0,343950.5639806,3.7982171714360344,0.0
CONTROL_1,235.0,343951.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,236.0,343952.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,237.0,343953.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,238.0,343954.5639806,3.7982171714360344,0.0
CONTROL_1,239.0,343955.5639806,3.7982171714360344,0.0
CONTROL_1,240.0,343956.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,241.0,343957.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,242.0,343958.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,243.0,343959.5639806,3.7982171714360344,0.0
CONTROL_1,244.0,343960.5639806,3.7982171714360344,0.0
CONTROL_1,245.0,343961.5639806,3.7982171714360344,0.0
CONTROL_1,246.0,343962.5639806,3.7982171714360344,0.0
CONTROL_1,247.0,343963.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,248.0,343964.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,249.0,343965.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,250.0,343966.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,251.0,343967.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,252.0,343968.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,253.0,343969.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,254.0,343970.5639806,3.7982171714360344,0.0
CONTROL_1,255.0,343971.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,256.0,343972.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,257.0,343973.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,258.0,343974.5639806,3.7982171714360344,0.0
CONTROL_1,259.0,343975.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,260.0,343976.5639806,4.12849692547395,1.348999991831164
CONTROL_1,261.0,343977.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,262.0,343978.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,263.0,343979.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,264.0,343980.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,265.0,343981.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,266.0,343982.5639806,3.7982171714360344,0.0
CONTROL_1,267.0,343983.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,268.0,343984.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,269.0,343985.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,270.0,343986.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,271.0,343987.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,272.0,343988.5639806,3.9633570484549923,0.674499995915582
CONTROL_1,273.0,343989.5639806,3.7982171714360344,0.0
CONTROL_1,274.0,343990.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,275.0,343991.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,276.0,343992.5639806,3.7982171714360344,0.0
CONTROL_1,277.0,343993.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,278.0,343994.5639806,3.7982171714360344,0.0
CONTROL_1,279.0,343995.5639806,3.7982171714360344,0.0
CONTROL_1,280.0,343996.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,281.0,343997.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,282.0,343998.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,283.0,343999.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,284.0,344000.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,285.0,344001.5639806,3.3027975403791605,-2.0234999877467477
CONTROL_1,286.0,344002.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,287.0,344003.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,288.0,344004.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,289.0,344005.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,290.0,344006.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,291.0,344007.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,292.0,344008.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,293.0,344009.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,294.0,344010.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,295.0,344011.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,296.0,344012.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,297.0,344013.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,298.0,344014.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,299.0,344015.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,300.0,344016.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,301.0,344017.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,302.0,344018.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,303.0,344019.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,304.0,344020.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,305.0,344021.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,306.0,344022.5639806,3.633077294417076,-0.6744999959155837
CONTROL_1,307.0,344023.5639806,3.4679374173981183,-1.3489999918311657
CONTROL_1,308.0,344024.5639806,3.633077294417076,-0.6744999959155837
WASHOUT_1,1.0,344034.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,2.0,344035.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,3.0,344036.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,4.0,344037.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,5.0,344038.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,6.0,344039.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,7.0,344040.1887116,3.7982171714360344,0.0
WASHOUT_1,8.0,344041.1887116,3.7982171714360344,0.0
WASHOUT_1,9.0,344042.1887116,3.7982171714360344,0.0
WASHOUT_1,10.0,344043.1887116,3.7982171714360344,0.0
WASHOUT_1,11.0,344044.1887116,3.7982171714360344,0.0
WASHOUT_1,12.0,344045.1887116,3.7982171714360344,0.0
WASHOUT_1,13.0,344046.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,14.0,344047.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,15.0,344048.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,16.0,344049.1887116,3.7982171714360344,0.0
WASHOUT_1,17.0,344050.1887116,3.7982171714360344,0.0
WASHOUT_1,18.0,344051.1887116,3.7982171714360344,0.0
WASHOUT_1,19.0,344052.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,20.0,344053.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,21.0,344054.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,22.0,344055.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,23.0,344056.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,24.0,344057.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,25.0,344058.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,26.0,344059.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,27.0,344060.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,28.0,344061.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,29.0,344062.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,30.0,344063.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,31.0,344064.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,32.0,344065.1887116,3.1376576633602022,-2.6979999836623314
WASHOUT_1,33.0,344066.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,34.0,344067.1887116,3.1376576633602022,-2.6979999836623314
WASHOUT_1,35.0,344068.1887116,3.1376576633602022,-2.6979999836623314
WASHOUT_1,36.0,344069.1887116,3.1376576633602022,-2.6979999836623314
WASHOUT_1,37.0,344070.1887116,3.1376576633602022,-2.6979999836623314
WASHOUT_1,38.0,344071.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,39.0,344072.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,40.0,344073.1887116,3.3027975403791605,-2.0234999877467477
WASHOUT_1,41.0,344074.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,42.0,344075.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,43.0,344076.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,44.0,344077.1887116,3.4679374173981183,-1.3489999918311657
WASHOUT_1,45.0,344078.1887116,3.633077294417076,-0.6744999959155837
WASHOUT_1,46.0,344079.1887116,3.7982171714360344,0.0
WASHOUT_1,47.0,344080.1887116,3.7982171714360344,0.0
WASHOUT_1,48.0,344081.1887116,3.9633570484549923,0.674499995915582
WASHOUT_1,49.0,344082.1887116,3.7982171714360344,0.0
WASHOUT_1,50.0,344083.1887116,3.7982171714360344,0.0
WASHOUT_1,51.0,344084.1887116,3.633077294417076,-0.6744999959155837
