phase,phase_time,time,blink_sentinel_z,ptp_median_z,blink_proxy_event
TARGET_1,46.0,344237.7891736,0.5448585306563779,0.2486240026749753,0
TARGET_1,47.0,344238.7891736,0.5519337782383241,1.8729391840354328,0
TARGET_1,48.0,344239.7891736,0.1058927569346458,4.125199226686378,0
TARGET_1,49.0,344240.7891736,0.3752737871876176,5.88467837470123,0
TARGET_1,50.0,344241.7891736,-0.2270975893687783,4.697803927499087,0
TARGET_1,51.0,344242.7891736,-0.4919824445865927,1.913837795546655,0
TARGET_1,52.0,344243.7891736,-0.1902426959946715,1.4524143135433365,0
TARGET_1,53.0,344244.7891736,0.1299907880968963,0.8488625742431635,0
TARGET_1,54.0,344245.7891736,-0.2444477709727852,1.5569088477497406,0
TARGET_1,55.0,344246.7891736,-0.4840070424801917,3.719170219385952,0
TARGET_1,56.0,344247.7891736,-1.071110432354495,4.075616374070737,0
TARGET_1,57.0,344248.7891736,-0.1188273502601052,3.17377694535561,0
TARGET_1,58.0,344249.7891736,0.565349321313825,2.998070427110189,0
TARGET_1,59.0,344250.7891736,-0.2691504789671401,3.2732293089972178,0
TARGET_1,60.0,344251.7891736,-0.5898966857830057,0.3808187916897767,0
TARGET_1,61.0,344252.7891736,-0.9079756876931272,-0.0564348601375877,0
TARGET_1,62.0,344253.7891736,0.1400665759730137,0.7233725745730525,0
TARGET_1,63.0,344254.7891736,-0.5931470962234678,0.5688123946388787,0
TARGET_1,64.0,344255.7891736,-0.5577526951262012,0.7293833488190576,0
TARGET_1,65.0,344256.7891736,-0.1477039687558179,0.7835346312582182,0
TARGET_1,66.0,344257.7891736,-1.3967731368776093,-0.3103116181505831,0
TARGET_1,67.0,344258.7891736,-0.0417173268491074,-0.2079534434653493,0
TARGET_1,68.0,344259.7891736,0.0160584155903158,-0.0560063812505733,0
TARGET_1,69.0,344260.7891736,-0.9585967907155452,-0.2043566347799888,0
TARGET_1,70.0,344261.7891736,0.1106770258339643,-0.5681231400274293,0
TARGET_1,71.0,344262.7891736,-0.9402917500822764,-0.5564516165417125,0
TARGET_1,72.0,344263.7891736,-0.4300325765799681,-0.4011913865949517,0
TARGET_1,73.0,344264.7891736,-0.3697339221561606,-0.4193564774388025,0
TARGET_1,74.0,344265.7891736,-0.5626515412400033,-0.4773097556359784,0
TARGET_1,75.0,344266.7891736,-0.1672998076170757,-0.3766775663266055,0
TARGET_1,76.0,344267.7891736,0.8649121059116649,0.0140227596637273,0
TARGET_1,77.0,344268.7891736,0.1724373110318076,0.9305692735570824,0
TARGET_1,78.0,344269.7891736,-1.6438140670560364,0.911716202528448,0
TARGET_1,79.0,344270.7891736,-1.6533214221357295,0.1047637250883588,0
TARGET_1,80.0,344271.7891736,0.3583015454635923,-0.6067284842560384,0
TARGET_1,81.0,344272.7891736,0.1160320705385264,-0.4047157763134928,0
TARGET_1,82.0,344273.7891736,-1.406719382540981,-0.6612961757544102,0
TARGET_1,83.0,344274.7891736,-0.5506100377995924,-0.475016488353366,0
TARGET_1,84.0,344275.7891736,-0.0560317686361008,0.212025267318652,0
TARGET_1,85.0,344276.7891736,-0.4017155059148461,0.5611420190699303,0
TARGET_1,86.0,344277.7891736,-1.3538813893061763,0.0959255936794487,0
TARGET_1,87.0,344278.7891736,-0.6725533604360936,-0.2710122588232886,0
TARGET_1,88.0,344279.7891736,0.0189833278907832,0.4131417905468083,0
TARGET_1,89.0,344280.7891736,0.1041323658799396,0.1978009752525535,0
TARGET_1,90.0,344281.7891736,-0.5246723634267043,0.1651309688461793,0
TARGET_1,91.0,344282.7891736,1.0723076817009252,0.1236892150838127,0
TARGET_1,92.0,344283.7891736,0.6162022628991551,0.5187407139972074,0
TARGET_1,93.0,344284.7891736,1.0784232927615875,0.9144077741285668,0
TARGET_1,94.0,344285.7891736,2.1558236148607106,-0.0798442911619389,1
TARGET_1,95.0,344286.7891736,0.4508993210476265,-0.3355194535176146,0
TARGET_1,96.0,344287.7891736,0.1208067474620962,-0.5352449290914494,0
TARGET_1,97.0,344288.7891736,0.6193376267424399,-0.6279955208453176,0
TARGET_1,98.0,344289.7891736,0.347919457133866,-0.8158563556885841,0
TARGET_1,99.0,344290.7891736,-0.8136500948416325,-0.7146749892141645,0
TARGET_1,100.0,344291.7891736,0.4677556701174951,-0.7637086646647585,0
TARGET_1,101.0,344292.7891736,0.9075534213567814,-0.1309479420807857,0
TARGET_1,102.0,344293.7891736,0.8533412503542583,1.579008702457442,0
TARGET_1,103.0,344294.7891736,0.7207423706662737,1.458630274861996,0
TARGET_1,104.0,344295.7891736,1.0967732350667667,1.4419195982684336,0
TARGET_1,105.0,344296.7891736,1.80995727799922,0.4102389969601331,1
TARGET_1,106.0,344297.7891736,1.9524499609175143,-0.1056737226608365,1
TARGET_1,107.0,344298.7891736,1.5182361453030375,0.7834622122913989,1
TARGET_1,108.0,344299.7891736,0.8054204940139877,1.163794556198763,0
TARGET_1,109.0,344300.7891736,0.2766709328531668,0.6125232760282513,0
TARGET_1,110.0,344301.7891736,0.084327357423447,0.9405872306337576,0
TARGET_1,111.0,344302.7891736,1.0275515619471824,0.6065909556629671,0
TARGET_1,112.0,344303.7891736,0.1521672072883728,1.2266421495701458,0
TARGET_1,113.0,344304.7891736,0.4853932912933244,0.9077090196977778,0
TARGET_1,114.0,344305.7891736,-0.3696408924227924,0.2977361320062903,0
TARGET_1,115.0,344306.7891736,0.7314200389908094,0.6378035303621021,0
TARGET_1,116.0,344307.7891736,1.079010965891516,0.3719776428239158,0
TARGET_1,117.0,344308.7891736,-0.1181666210835115,1.1733236852494078,0
TARGET_1,118.0,344309.7891736,1.0438820992514568,1.793181761911735,0
TARGET_1,119.0,344310.7891736,0.2809585151563212,1.6196266904722387,0
TARGET_1,120.0,344311.7891736,0.5582714520142088,1.7464232490020486,0
TARGET_1,121.0,344312.7891736,1.067621804713191,1.3645701067914782,0
TARGET_1,122.0,344313.7891736,0.727702286933198,1.0773323447303742,0
TARGET_1,123.0,344314.7891736,-0.2683371495923374,0.5195705146586791,0
TARGET_1,124.0,344315.7891736,0.1930413059846721,-0.478341725913154,0
TARGET_1,125.0,344316.7891736,-0.2162128534384284,-0.4199841084845701,0
TARGET_1,126.0,344317.7891736,0.5696035667387721,-0.489729608445495,0
TARGET_1,127.0,344318.7891736,0.4291643700821396,-0.6555569726339776,0
TARGET_1,128.0,344319.7891736,0.2014740565984283,-0.5088663204275052,0
TARGET_1,129.0,344320.7891736,-0.1877058010480973,0.518251885971177,0
TARGET_1,130.0,344321.7891736,0.3287017375350408,0.9529406993903564,0
TARGET_1,131.0,344322.7891736,-0.1585285950678372,1.0389321875744195,0
TARGET_1,132.0,344323.7891736,0.2265535059070541,2.278980261163663,0
TARGET_1,133.0,344324.7891736,-0.817568027091356,0.2975309449336355,0
TARGET_1,134.0,344325.7891736,-0.4329133645934157,0.3326782834966212,0
TARGET_1,135.0,344326.7891736,0.3581113273117055,0.0872262652902756,0
TARGET_1,136.0,344327.7891736,0.5964071471365775,0.8088088506781674,0
TARGET_1,137.0,344328.7891736,0.0218330580679005,1.2793360003020673,0
TARGET_1,138.0,344329.7891736,-0.4558051081581714,1.755475619854466,0
TARGET_1,139.0,344330.7891736,0.7047496273027504,1.3812868182989424,0
TARGET_1,140.0,344331.7891736,0.2703227560611655,2.39340826365212,0
TARGET_1,141.0,344332.7891736,0.4015450900268051,2.314405205766122,0
TARGET_1,142.0,344333.7891736,-0.0035097126725567,1.610360080176314,0
TARGET_1,143.0,344334.7891736,0.6722021395193295,1.2393516782469398,0
TARGET_1,144.0,344335.7891736,-0.0966668379581568,1.3789332018773135,0
TARGET_1,145.0,344336.7891736,0.1313377586700014,0.9942496850468876,0
TARGET_1,146.0,344337.7891736,-0.4749950533602664,5.172486115344246,0
TARGET_1,147.0,344338.7891736,-0.1351626332635143,8.795588920574062,0
TARGET_1,148.0,344339.7891736,0.2241661617743229,7.203385516084079,0
TARGET_1,149.0,344340.7891736,-0.6446012436687916,2.449493735996747,0
TARGET_1,150.0,344341.7891736,0.792874500719642,1.2401150948554938,0
TARGET_1,151.0,344342.7891736,0.1873245050828253,2.3823643712121707,0
TARGET_1,152.0,344343.7891736,1.5469359086440797,3.701560340621049,1
TARGET_1,153.0,344344.7891736,0.2546032396191399,2.278901807282942,0
TARGET_1,154.0,344345.7891736,-0.7248046286267893,0.1785948617606747,0
TARGET_1,155.0,344346.7891736,0.5484618772979656,-0.2510427287228559,0
TARGET_1,156.0,344347.7891736,0.919466209555012,-0.5415393442908303,0
TARGET_1,157.0,344348.7891736,-0.1225456058660257,-0.6688941323565392,0
TARGET_1,158.0,344349.7891736,-0.6279877849412593,-0.8657831983966165,0
TARGET_1,159.0,344350.7891736,0.2688757176078877,-0.8771831507567608,0
TARGET_1,160.0,344351.7891736,-0.7525121282322323,-0.7004567320619677,0
TARGET_1,161.0,344352.7891736,0.5195143241966005,-0.2530523550520925,0
TARGET_1,162.0,344353.7891736,0.416540716660033,-0.4561030681857153,0
TARGET_1,163.0,344354.7891736,0.073562734589541,-0.6235839987832396,0
TARGET_1,164.0,344355.7891736,0.1142243912291033,0.1864040403493601,0
TARGET_1,165.0,344356.7891736,-0.0450831634705933,1.490186839653523,0
TARGET_1,166.0,344357.7891736,0.7765819966843984,0.7647479442825014,0
TARGET_1,167.0,344358.7891736,0.4672526676107073,0.3076092511493268,0
TARGET_1,168.0,344359.7891736,0.0213719485499535,1.7400684846636516,0
TARGET_1,169.0,344360.7891736,0.0134445319214138,2.306460241614652,0
TARGET_1,170.0,344361.7891736,0.1352664662999761,0.2262525768417013,0
TARGET_1,171.0,344362.7891736,-1.77642052620694,-0.4841412781726026,0
TARGET_1,172.0,344363.7891736,0.1183293530224037,-0.4879372390167164,0
TARGET_1,173.0,344364.7891736,-0.2346493407338162,-0.603210129451399,0
TARGET_1,174.0,344365.7891736,0.9009775484833176,-0.5647375533286252,0
TARGET_1,175.0,344366.7891736,0.9271875624807274,0.9885829008932744,0
TARGET_1,176.0,344367.7891736,-0.102692697084788,1.7801976446524177,0
TARGET_1,177.0,344368.7891736,0.5860174444968986,1.6502870705493762,0
TARGET_1,178.0,344369.7891736,-0.6744013180597898,-0.0434447079643688,0
TARGET_1,179.0,344370.7891736,0.0822542479661355,0.1775628914834991,0
TARGET_1,180.0,344371.7891736,-0.5658929814710874,0.0194783218307841,0
TARGET_1,181.0,344372.7891736,0.8193660255537999,-0.4291632125289213,0
TARGET_1,182.0,344373.7891736,1.0005318533143086,-0.3356582565373517,0
TARGET_1,183.0,344374.7891736,-0.4847771650671681,-0.0730006987975114,0
TARGET_1,184.0,344375.7891736,0.3170551927145063,0.910473010264716,0
TARGET_1,185.0,344376.7891736,1.0236690318143349,0.7938181245465643,0
TARGET_1,186.0,344377.7891736,0.6632166492382234,1.0224960995633807,0
TARGET_1,187.0,344378.7891736,1.3435749233288317,0.1810812462881387,0
TARGET_1,188.0,344379.7891736,-0.1527486922089498,-0.0749318712460271,0
TARGET_1,189.0,344380.7891736,0.426561586715052,-0.4470567322471996,0
TARGET_1,190.0,344381.7891736,0.0921815110238727,-0.4326212181945447,0
TARGET_1,191.0,344382.7891736,0.9059556884634696,-0.5292341548454443,0
TARGET_1,192.0,344383.7891736,-0.0495256874262608,-0.6965762824232314,0
TARGET_1,193.0,344384.7891736,0.6766423703590428,-0.8139191483261667,0
TARGET_1,194.0,344385.7891736,0.5927429091628056,-0.3962970714207447,0
TARGET_1,195.0,344386.7891736,0.864619095794997,-0.5505826627723952,0
TARGET_1,196.0,344387.7891736,0.7277135286424082,-0.7072158356317726,0
TARGET_1,197.0,344388.7891736,0.0164551374092731,-0.6463657987618232,0
TARGET_1,198.0,344389.7891736,0.6467461008566263,-0.4234300443223903,0
TARGET_1,199.0,344390.7891736,0.0094593710990274,-0.6932661321481975,0
TARGET_1,200.0,344391.7891736,0.3495196551539001,-0.8445161618073374,0
TARGET_1,201.0,344392.7891736,0.1825650716119613,-0.9016366218860908,0
TARGET_1,202.0,344393.7891736,0.2007320616259251,-0.2417278391157184,0
TARGET_1,203.0,344394.7891736,0.9318208980876516,0.517488469362623,0
TARGET_1,204.0,344395.7891736,1.4461191013598915,0.3024976790746618,0
TARGET_1,205.0,344396.7891736,0.9994938306907324,0.6648731366677808,0
TARGET_1,206.0,344397.7891736,1.238726998657882,-0.3603108798254349,0
TARGET_1,207.0,344398.7891736,-0.102240651700769,1.0503291224776132,0
TARGET_1,208.0,344399.7891736,-0.3588488238015149,0.7178536458100288,0
TARGET_1,209.0,344400.7891736,0.1536394107168557,0.3665944996236783,0
TARGET_1,210.0,344401.7891736,-0.0870534831929364,0.5426993221866054,0
TARGET_1,211.0,344402.7891736,-0.7338782898462991,0.1711387256352336,0
TARGET_1,212.0,344403.7891736,0.8878528725409789,0.1673397473341691,0
TARGET_1,213.0,344404.7891736,-0.0797189962893508,0.6820756587443245,0
TARGET_1,214.0,344405.7891736,-0.6955148431065689,0.3876563491403026,0
TARGET_1,215.0,344406.7891736,-0.274032479701175,0.8906483180979219,0
TARGET_1,216.0,344407.7891736,-0.0245438442209895,0.7778618121907034,0
TARGET_1,217.0,344408.7891736,-0.0072406146443116,-0.3002212421070885,0
TARGET_1,218.0,344409.7891736,1.151416345356409,-0.485239632502696,0
TARGET_1,219.0,344410.7891736,0.4772248211680829,-0.30097560634479,0
TARGET_1,220.0,344411.7891736,0.7723469979169612,-0.4400079528101173,0
TARGET_1,221.0,344412.7891736,1.126781982724726,-0.1424806625467654,0
TARGET_1,222.0,344413.7891736,0.8692197276503937,-0.0265922108941185,0
TARGET_1,223.0,344414.7891736,0.1451293804113091,-0.2942859042848536,0
TARGET_1,224.0,344415.7891736,0.1952289271848067,-0.432274210645202,0
TARGET_1,225.0,344416.7891736,0.1822447402707622,-0.1460050522653066,0
TARGET_1,226.0,344417.7891736,0.4144658447771762,0.5198451032412024,0
TARGET_1,227.0,344418.7891736,1.689950372789041,1.0758809479370366,1
TARGET_1,228.0,344419.7891736,-0.1205989477360352,0.6858052355355205,0
TARGET_1,229.0,344420.7891736,0.5315812971568517,0.5351768020082466,0
TARGET_1,230.0,344421.7891736,-0.3012584156115536,-0.0807344409624267,0
TARGET_1,231.0,344422.7891736,-0.1003066700500957,0.8349822722694569,0
TARGET_1,232.0,344423.7891736,1.538211496844297,1.1832028393063458,1
TARGET_1,233.0,344424.7891736,0.6697498843270586,-0.2988452817375211,0
TARGET_1,234.0,344425.7891736,0.992572627049066,-0.0797718721951196,0
TARGET_1,235.0,344426.7891736,0.0767498787281492,-0.06202319041048,0
TARGET_1,236.0,344427.7891736,-0.2843986420642546,-0.487460480818489,0
TARGET_1,237.0,344428.7891736,-0.1284382507630724,1.254964000510409,0
TARGET_1,238.0,344429.7891736,0.0608305207822293,1.1734685231830464,0
TARGET_1,239.0,344430.7891736,-0.476894768589425,1.011925947864708,0
TARGET_1,240.0,344431.7891736,-0.5295487132179463,1.0772538908496532,0
TARGET_1,241.0,344432.7891736,-0.3792703467162051,1.219460602027228,0
TARGET_1,242.0,344433.7891736,-0.1389988133837871,0.7872581731355125,0
TARGET_1,243.0,344434.7891736,-0.7112032742338018,0.8070828653023066,0
TARGET_1,244.0,344435.7891736,0.5330676520085741,2.027034675599184,0
TARGET_1,245.0,344436.7891736,0.0611207522580556,2.296798344458171,0
TARGET_1,246.0,344437.7891736,0.2438972805217577,2.1038289549971902,0
TARGET_1,247.0,344438.7891736,-0.1292866774210442,4.439020784484081,0
TARGET_1,248.0,344439.7891736,-0.1453349789430774,1.8634160898986905,0
TARGET_1,249.0,344440.7891736,0.725068221849565,0.9754569631572692,0
TARGET_1,250.0,344441.7891736,0.4265441436719673,0.2817134355975116,0
TARGET_1,251.0,344442.7891736,-0.4455399344875435,1.5151955228618013,0
TARGET_1,252.0,344443.7891736,0.2726882316799409,2.053826675865388,0
TARGET_1,253.0,344444.7891736,-0.2793907855802356,1.1789210678931523,0
TARGET_1,254.0,344445.7891736,0.7128720949862453,-0.0167130568371803,0
TARGET_1,255.0,344446.7891736,-0.4940203410217726,-0.3424173601071567,0
TARGET_1,256.0,344447.7891736,0.1718424303466097,1.7028451357185117,0
TARGET_1,257.0,344448.7891736,0.3592364721467108,5.350672983203229,0
TARGET_1,258.0,344449.7891736,0.3875049406298985,6.2364836805956765,0
TARGET_1,259.0,344450.7891736,-0.4858591428500865,2.125518435559582,0
TARGET_1,260.0,344451.7891736,1.1816079268057182,1.3453006267036325,0
TARGET_1,261.0,344452.7891736,0.0004580712478083,1.950433513446028,0
TARGET_1,262.0,344453.7891736,-0.3744038497067715,2.033178217951024,0
TARGET_1,263.0,344454.7891736,-0.6168928911746413,4.175820084493096,0
TARGET_1,264.0,344455.7891736,0.4407417122261511,2.3270423154760973,0
TARGET_1,265.0,344456.7891736,0.492905682633199,0.8449278103793126,0
TARGET_1,266.0,344457.7891736,1.1769507488244086,0.0464785266265943,0
TARGET_1,267.0,344458.7891736,0.8307924853579054,-0.358243921814133,0
TARGET_1,268.0,344459.7891736,-0.1442496148386441,1.1227722289525583,0
TARGET_1,269.0,344460.7891736,-0.2854748869107529,2.602611571508436,0
TARGET_1,270.0,344461.7891736,1.121830212446376,2.0031967656878176,0
TARGET_1,271.0,344462.7891736,-0.0777889733045111,0.7384296847575733,0
TARGET_1,272.0,344463.7891736,-0.9426229537911592,0.5670170077531492,0
TARGET_1,273.0,344464.7891736,0.1979435320666762,-0.4851792833636799,0
TARGET_1,274.0,344465.7891736,-1.0179466416304943,-0.7759293653155219,0
TARGET_1,275.0,344466.7891736,-0.7235669729875996,-0.647409838866802,0
TARGET_1,276.0,344467.7891736,-0.5561541756367975,-0.7450637981657295,0
TARGET_1,277.0,344468.7891736,0.2101094096152874,-0.5284043541839727,0
TARGET_1,278.0,344469.7891736,-0.226026774906397,-0.5660531645591765,0
TARGET_1,279.0,344470.7891736,0.9663105838082549,0.0904790838832442,0
TARGET_1,280.0,344471.7891736,0.1661974546243995,1.9954720758937547,0
TARGET_1,281.0,344472.7891736,-0.2512462621459026,3.089722664533964,0
TARGET_1,282.0,344473.7891736,1.5081093689230542,1.312697004350176,1
TARGET_1,283.0,344474.7891736,1.2729146422461304,0.4776459677841835,0
TARGET_1,284.0,344475.7891736,0.3762638725916769,0.768685725603303,0
TARGET_1,285.0,344476.7891736,1.2417768970977665,0.530478621535842,0
TARGET_1,286.0,344477.7891736,-0.3902938308934831,-0.4650830200713133,0
TARGET_1,287.0,344478.7891736,-0.0496902578720168,-0.5474052806031967,0
TARGET_1,288.0,344479.7891736,-0.2679689180423483,0.800939322950466,0
TARGET_1,289.0,344480.7891736,0.5100924789964374,1.034375827578703,0
TARGET_1,290.0,344481.7891736,1.087105921008293,2.007553973524781,0
TARGET_1,291.0,344482.7891736,1.3280436109194993,0.5093443530523983,0
TARGET_1,292.0,344483.7891736,0.873345822878604,0.4406247884547474,0
TARGET_1,293.0,344484.7891736,0.4699518895003537,0.0479299234199319,0
TARGET_1,294.0,344485.7891736,0.5021093578097529,-0.8133699711611201,0
TARGET_1,295.0,344486.7891736,-0.5128697365031172,-0.2991168528630936,0
TARGET_1,296.0,344487.7891736,0.6882232304861554,1.3214023676532507,0
TARGET_1,297.0,344488.7891736,-0.0418852263614716,2.804766099927669,0
TARGET_1,298.0,344489.7891736,-0.0880720207150125,1.5066319800354149,0
TARGET_1,299.0,344490.7891736,-0.1480092400205691,0.2029759139231854,0
TARGET_1,300.0,344491.7891736,0.2697654364293202,-0.1152752706783005,0
TARGET_1,301.0,344492.7891736,-0.6732231588764912,-0.5489200439925013,0
TARGET_1,302.0,344493.7891736,-0.880126984510004,-0.4317220160232046,0
TARGET_1,303.0,344494.7891736,-0.5928107395312748,-0.4318608190429416,0
TARGET_1,304.0,344495.7891736,0.1163619140899912,0.0583582546419167,0
TARGET_1,305.0,344496.7891736,1.8343972401950712,0.8159240141681675,1
TARGET_1,306.0,344497.7891736,4.722145913937565,0.3235655635051878,1
TARGET_1,307.0,344498.7891736,0.933554973769249,1.0310566249328166,0
TARGET_1,308.0,344499.7891736,0.7076348701750657,0.6946463844013815,0
WASHOUT_2,1.0,344509.3188335,-0.0852807713728233,1.2209814003304342,0
WASHOUT_2,2.0,344510.3188335,-0.34579029602771,4.82820634708511,0
WASHOUT_2,3.0,344511.3188335,-1.0106428649475008,1.619623673015288,0
WASHOUT_2,4.0,344512.3188335,-1.392429405044618,0.4065094201689372,0
WASHOUT_2,5.0,344513.3188335,-0.7266692177723922,1.5145739267299354,0
WASHOUT_2,6.0,344514.3188335,-0.9194010513316976,2.6415609058294365,0
WASHOUT_2,7.0,344515.3188335,-0.0370088838687728,1.807339669924916,0
WASHOUT_2,8.0,344516.3188335,0.7468370035652608,1.6973231894985368,0
WASHOUT_2,9.0,344517.3188335,0.8987062892359056,3.449687174023389,0
WASHOUT_2,10.0,344518.3188335,-0.738088019741232,1.077818155299454,0
WASHOUT_2,11.0,344519.3188335,0.5129949586656519,0.3975294682833392,0
WASHOUT_2,12.0,344520.3188335,0.482061935819965,0.1998739681777571,0
WASHOUT_2,13.0,344521.3188335,0.7183099914533867,0.9562599020362428,0
WASHOUT_2,14.0,344522.3188335,1.2258169306245985,0.9735982096755728,0
WASHOUT_2,15.0,344523.3188335,-0.2645729528319236,1.215115464018068,0
WASHOUT_2,16.0,344524.3188335,1.7024298500997326,-0.0343953545689022,1
WASHOUT_2,17.0,344525.3188335,1.242535734948039,-0.5028555461815002,0
WASHOUT_2,18.0,344526.3188335,0.3014909537598726,-0.3312346646474704,0
WASHOUT_2,19.0,344527.3188335,2.143348219666087,-0.436966356203705,1
WASHOUT_2,20.0,344528.3188335,1.295590309634382,0.2940729392680121,0
WASHOUT_2,21.0,344529.3188335,-0.136219454511221,0.5760603262347141,0
WASHOUT_2,22.0,344530.3188335,-0.1384256066434694,-0.336135014735579,0
WASHOUT_2,23.0,344531.3188335,1.072382972415153,0.0184403166397069,0
WASHOUT_2,24.0,344532.3188335,0.3828038104571793,0.6878752110037732,0
WASHOUT_2,25.0,344533.3188335,-0.953859193081186,0.2870965787977491,0
WASHOUT_2,26.0,344534.3188335,0.1840259246747723,-0.3568528741598115,0
WASHOUT_2,27.0,344535.3188335,-0.6687716481272293,1.2303777612752436,0
WASHOUT_2,28.0,344536.3188335,0.2348985922124051,1.4194093694154226,0
WASHOUT_2,29.0,344537.3188335,-0.0093859094640544,0.7597721577706227,0
WASHOUT_2,30.0,344538.3188335,-1.6283702134270692,0.9543287295877272,0
WASHOUT_2,31.0,344539.3188335,-0.4878258263009345,0.7296609548585318,0
WASHOUT_2,32.0,344540.3188335,-1.3043505907802326,0.8291827200100081,0
WASHOUT_2,33.0,344541.3188335,-0.176041566528,1.228645740985481,0
WASHOUT_2,34.0,344542.3188335,-0.7154938039479808,0.2963541367228212,0
WASHOUT_2,35.0,344543.3188335,-0.1284788821105467,0.3388278607623635,0
WASHOUT_2,36.0,344544.3188335,-0.4443531417619943,0.7023801265662967,0
WASHOUT_2,37.0,344545.3188335,-0.7024860623609382,0.344971403114204,0
WASHOUT_2,38.0,344546.3188335,-0.2512009560687944,-0.249316743346995,0
WASHOUT_2,39.0,344547.3188335,-0.0204023406788475,0.9426511711881088,0
WASHOUT_2,40.0,344548.3188335,-1.1696097295231718,0.5347573754920846,0
WASHOUT_2,41.0,344549.3188335,-1.2858754163767183,0.2119558658087834,0
WASHOUT_2,42.0,344550.3188335,-1.0213294918008575,-0.2756410377858246,0
WASHOUT_2,43.0,344551.3188335,0.3596581459046159,0.0359053574709708,0
WASHOUT_2,44.0,344552.3188335,-0.8612625959857247,-0.3614876880362492,0
WASHOUT_2,45.0,344553.3188335,-0.3775596055674601,-0.6950675539478286,0
WASHOUT_2,46.0,344554.3188335,-1.2738755070797778,-0.689467153847133,0
WASHOUT_2,47.0,344555.3188335,-0.1270544070089603,-0.910894179811163,0
WASHOUT_2,48.0,344556.3188335,-0.3465950726215251,-0.8623372625587964,0
WASHOUT_2,49.0,344557.3188335,-1.8291092994337896,-0.8135087741808572,0
WASHOUT_2,50.0,344558.3188335,-0.3637499611768389,-0.6363599115129512,0
WASHOUT_2,51.0,344559.3188335,-0.7077936461947116,-0.6657801167833076,0
WASHOUT_2,52.0,344560.3188335,-1.7783169675408956,-0.8269726670953526,0
WASHOUT_2,53.0,344561.3188335,-1.94046435025704,-0.8148243854114084,0
WASHOUT_2,54.0,344562.3188335,-0.6260496312828692,-0.8244983523956918,0
WASHOUT_2,55.0,344563.3188335,-1.8066622062149384,0.4279152597779534,0
WASHOUT_2,56.0,344564.3188335,-0.8339288666453306,0.7270357673113307,0
WASHOUT_2,57.0,344565.3188335,-1.4355266494640624,0.56301284237943,0
WASHOUT_2,58.0,344566.3188335,-0.0382775588087998,0.3209343410440852,0
WASHOUT_2,59.0,344567.3188335,-0.6607353879213905,0.0006916348550673,0
WASHOUT_2,60.0,344568.3188335,-0.99267699056949,-0.482131651843366,0
WASHOUT_2,61.0,344569.3188335,0.132575059003228,-0.6024436953858943,0
WASHOUT_2,62.0,344570.3188335,-1.0797123386441168,-0.5775134660583369,0
WASHOUT_2,63.0,344571.3188335,-1.2198440458126714,0.0364666044638207,0
WASHOUT_2,64.0,344572.3188335,-1.6357157042759047,0.3626476659320243,0
WASHOUT_2,65.0,344573.3188335,-0.4320104155796924,0.0447525412507334,0
WASHOUT_2,66.0,344574.3188335,-0.3858081515553535,0.4590011012851546,0
WASHOUT_2,67.0,344575.3188335,-0.3195260838705043,0.8082506211422684,0
WASHOUT_2,68.0,344576.3188335,-0.0423156701635218,0.6587989958258087,0
WASHOUT_2,69.0,344577.3188335,-1.3175245807419311,0.5002316330609649,0
WASHOUT_2,70.0,344578.3188335,-1.2535461427057268,-0.2296368891138397,0
WASHOUT_2,71.0,344579.3188335,0.1275168452922115,-0.718676137130933,0
WASHOUT_2,72.0,344580.3188335,-0.9003864316887317,0.7965157310605847,0
WASHOUT_2,73.0,344581.3188335,0.1041351276684807,1.092872248027024,0
WASHOUT_2,74.0,344582.3188335,-0.3116574628681614,0.8165425928430827,0
WASHOUT_2,75.0,344583.3188335,-0.3621837815925933,0.0144995178619546,0
WASHOUT_2,76.0,344584.3188335,-1.7537745252345065,-0.5742033157833029,0
WASHOUT_2,77.0,344585.3188335,-1.2690582143642308,0.6534882715923905,0
WASHOUT_2,78.0,344586.3188335,-1.0217300469749138,1.615133697072489,0
WASHOUT_2,79.0,344587.3188335,-0.8752746966461544,1.2288569629720374,0
WASHOUT_2,80.0,344588.3188335,0.5704774138471229,0.466110229861253,0
WASHOUT_2,81.0,344589.3188335,-0.2198403170137456,-0.3658328260454095,0
WASHOUT_2,82.0,344590.3188335,-1.0428513533639976,-0.4723249167532472,0
WASHOUT_2,83.0,344591.3188335,-0.1826934838806537,0.2424895126939872,0
WASHOUT_2,84.0,344592.3188335,-0.2423189251708527,2.282504650882204,0
WASHOUT_2,85.0,344593.3188335,-1.1911718154734707,2.261089758902336,0
WASHOUT_2,86.0,344594.3188335,-0.5803097394270628,0.7302131494805292,0
WASHOUT_2,87.0,344595.3188335,-0.4203478207846771,0.2726670996589959,0
WASHOUT_2,88.0,344596.3188335,-1.7758524790404069,0.8735936514119677,0
WASHOUT_2,89.0,344597.3188335,-0.1303795935551426,1.277616049840108,0
WASHOUT_2,90.0,344598.3188335,0.0515389643913696,1.118351654519628,0
WASHOUT_2,91.0,344599.3188335,-1.239480702974492,0.0685059623674765,0
WASHOUT_2,92.0,344600.3188335,-2.106517057966593,-0.1907629912166087,0
WASHOUT_2,93.0,344601.3188335,-0.3795806198563787,0.0027585928663693,0
WASHOUT_2,94.0,344602.3188335,-0.0152707325664363,-0.1116090604830714,0
WASHOUT_2,95.0,344603.3188335,-0.683951625627187,-0.1331567205687755,0
