phase,phase_time,time,blink_sentinel_z,ptp_median_z,blink_proxy_event
BASELINE_1,46.0,343635.1347761,0.2281658953108482,-0.4982991861857834,0
BASELINE_1,47.0,343636.1347761,0.6667373547935873,-0.7517655700534692,0
BASELINE_1,48.0,343637.1347761,0.0837648462437612,-0.7423752440225616,0
BASELINE_1,49.0,343638.1347761,0.0835031851595942,-0.7328400800580154,0
BASELINE_1,50.0,343639.1347761,-0.2137619900968404,-0.5010571418388199,0
BASELINE_1,51.0,343640.1347761,0.212035918282433,-0.2192870117725758,0
BASELINE_1,52.0,343641.1347761,0.6621356178624749,-0.3621635983932297,0
BASELINE_1,53.0,343642.1347761,0.3938163026758368,-0.1553289942432964,0
BASELINE_1,54.0,343643.1347761,-0.5553700758026328,-0.3726703834959354,0
BASELINE_1,55.0,343644.1347761,0.4246176273419507,-0.6440906362209157,0
BASELINE_1,56.0,343645.1347761,-0.2263063580991272,-0.3784035517024664,0
BASELINE_1,57.0,343646.1347761,0.1013070224676712,-0.4922944468536799,0
BASELINE_1,58.0,343647.1347761,1.0642823991458716,-0.6915371293153858,0
BASELINE_1,59.0,343648.1347761,1.6973194047596445,1.0539168787921211,1
BASELINE_1,60.0,343649.1347761,-0.0902993734269666,1.6065701542461022,0
BASELINE_1,61.0,343650.1347761,1.2026183372233077,0.6056193345248077,0
BASELINE_1,62.0,343651.1347761,1.7986417143497473,0.8206915961504406,1
BASELINE_1,63.0,343652.1347761,0.2313130827473605,-0.2396548461905149,0
BASELINE_1,64.0,343653.1347761,0.3530297317699554,1.679779694786552,0
BASELINE_1,65.0,343654.1347761,1.0161904061922835,2.0430513370940604,0
BASELINE_1,66.0,343655.1347761,1.882472712853325,1.020423106638177,1
BASELINE_1,67.0,343656.1347761,0.938223969960213,0.3749468204635087,0
BASELINE_1,68.0,343657.1347761,1.0226489322350485,-0.1545022110387756,0
BASELINE_1,69.0,343658.1347761,0.4364375705898539,-0.5047203345770981,0
BASELINE_1,70.0,343659.1347761,0.6343465427827567,0.1412327097957975,0
BASELINE_1,71.0,343660.1347761,0.5448798265907947,0.6902227925115002,0
BASELINE_1,72.0,343661.1347761,1.0667577837071822,-0.0379197442874434,0
BASELINE_1,73.0,343662.1347761,0.9236553751344284,0.2774889958663835,0
BASELINE_1,74.0,343663.1347761,0.2708854732526295,-0.4194228614917202,0
BASELINE_1,75.0,343664.1347761,1.027270303954488,-0.583524240304342,0
BASELINE_1,76.0,343665.1347761,1.859121807312328,-0.2974693213679537,1
BASELINE_1,77.0,343666.1347761,0.7254324428733974,-0.1642395446190259,0
BASELINE_1,78.0,343667.1347761,0.2436158130386346,-0.1497346290565025,0
BASELINE_1,79.0,343668.1347761,0.148340512422056,0.8751144497151737,0
BASELINE_1,80.0,343669.1347761,0.9271736122376586,0.8197139400983795,0
BASELINE_1,81.0,343670.1347761,0.9050242314960458,0.1370867239453904,0
BASELINE_1,82.0,343671.1347761,0.6928429164318445,-0.3142403471005322,0
BASELINE_1,83.0,343672.1347761,1.8895811655312365,-0.5716414948320688,1
BASELINE_1,84.0,343673.1347761,1.2534834277073017,-0.5985813504888629,0
BASELINE_1,85.0,343674.1347761,0.922761069784558,-0.3693632506778523,0
BASELINE_1,86.0,343675.1347761,0.0996793560639901,-0.7346384844006956,0
BASELINE_1,87.0,343676.1347761,-0.8330952181376345,-0.82269391313911,0
BASELINE_1,88.0,343677.1347761,0.3754703807646178,-0.7130878068580407,0
BASELINE_1,89.0,343678.1347761,0.8093316982735406,-0.7623327042951911,0
BASELINE_1,90.0,343679.1347761,-0.0053263395624657,-0.8326334163350643,0
BASELINE_1,91.0,343680.1347761,0.2314326152640548,-0.889421956149229,0
BASELINE_1,92.0,343681.1347761,-0.4680851250057119,-0.8267614451087961,0
BASELINE_1,93.0,343682.1347761,-0.5765345135120943,-0.7411984358117474,0
BASELINE_1,94.0,343683.1347761,1.004132816563526,-0.7218565367570823,0
BASELINE_1,95.0,343684.1347761,0.3050789020872235,-0.6637101413150549,0
BASELINE_1,96.0,343685.1347761,1.169081081578497,-0.6185388107614923,0
BASELINE_1,97.0,343686.1347761,0.5831935539244414,-0.7397500564753606,0
BASELINE_1,98.0,343687.1347761,-0.0421500064489945,-0.6928527405459372,0
BASELINE_1,99.0,343688.1347761,0.7960517860568467,-0.7373240210869128,0
BASELINE_1,100.0,343689.1347761,-0.5618736840914698,-0.6205363672629257,0
BASELINE_1,101.0,343690.1347761,0.9768925103850452,-0.1955215208280295,0
BASELINE_1,102.0,343691.1347761,0.6931551346661836,-0.3865567203835436,0
BASELINE_1,103.0,343692.1347761,0.3327968968539618,-0.6524550268885493,0
BASELINE_1,104.0,343693.1347761,-0.3333637282873989,-0.458655836766097,0
BASELINE_1,105.0,343694.1347761,-0.2464511019677898,-0.324047082190651,0
BASELINE_1,106.0,343695.1347761,1.8752257662945675,-0.5790402992754445,1
BASELINE_1,107.0,343696.1347761,0.350763028306054,-0.5554860303174546,0
BASELINE_1,108.0,343697.1347761,0.5752582209641812,0.6411830821470046,0
BASELINE_1,109.0,343698.1347761,-0.4807873860155495,0.2740370251146616,0
BASELINE_1,110.0,343699.1347761,-0.1191379966507425,-0.3088632388141963,0
BASELINE_1,111.0,343700.1347761,0.3544108938624368,-0.2718390420278094,0
BASELINE_1,112.0,343701.1347761,0.747808094707081,-0.3096839871048155,0
BASELINE_1,113.0,343702.1347761,0.9657284712031856,-0.6090760657637654,0
BASELINE_1,114.0,343703.1347761,0.0679190996393572,-0.7572875162734438,0
BASELINE_1,115.0,343704.1347761,0.4271211000665173,-0.7909925104139445,0
CONTROL_1,1.0,343717.5639806,1.4205498392983804,-0.5031271173070727,0
CONTROL_1,2.0,343718.5639806,1.0462601983687372,-0.7591583395829434,0
CONTROL_1,3.0,343719.5639806,0.4837280811244586,-0.8279382533196105,0
CONTROL_1,4.0,343720.5639806,0.0358842358178881,-0.8165503707872694,0
CONTROL_1,5.0,343721.5639806,0.8228375410281343,-0.6331734769729004,0
CONTROL_1,6.0,343722.5639806,0.3939400245638169,-0.5686059331395582,0
CONTROL_1,7.0,343723.5639806,0.2174357347845381,-0.9008822576483896,0
CONTROL_1,8.0,343724.5639806,0.8184605786998688,-0.8815343236798228,0
CONTROL_1,9.0,343725.5639806,0.6519556767416262,-0.7578366934384905,0
CONTROL_1,10.0,343726.5639806,0.8630801435362634,-0.6649472986648852,0
CONTROL_1,11.0,343727.5639806,-0.9820526723559312,-0.6125340714293888,0
CONTROL_1,12.0,343728.5639806,1.0154443039560748,-0.6416042516934517,0
CONTROL_1,13.0,343729.5639806,-0.1875208711826625,-0.6945123418688803,0
CONTROL_1,14.0,343730.5639806,-0.97584574312754,-0.7745534049459545,0
CONTROL_1,15.0,343731.5639806,0.3773519175694483,-0.8307022438865486,0
CONTROL_1,16.0,343732.5639806,-0.0650565924275387,-0.7675770444756915,0
CONTROL_1,17.0,343733.5639806,0.2427064440543392,-0.7276621239304326,0
CONTROL_1,18.0,343734.5639806,-0.6412198807244596,-0.8026640338996612,0
CONTROL_1,19.0,343735.5639806,-0.1504753715457491,-0.697203913468999,0
CONTROL_1,20.0,343736.5639806,0.3631070891444373,-0.7571487132537067,0
CONTROL_1,21.0,343737.5639806,-0.8727072483599888,-0.8680040467124096,0
CONTROL_1,22.0,343738.5639806,-0.1273023924153472,-0.859778459064513,0
CONTROL_1,23.0,343739.5639806,0.4385355894061181,-0.6640480964935451,0
CONTROL_1,24.0,343740.5639806,-0.5376415149996505,-0.6278687876533837,0
CONTROL_1,25.0,343741.5639806,0.3252553512715291,-0.6682001172578539,0
CONTROL_1,26.0,343742.5639806,-0.419684480248466,-0.76682268023799,0
CONTROL_1,27.0,343743.5639806,0.733347887940951,-0.8233818933238937,0
CONTROL_1,28.0,343744.5639806,0.8455316472941855,-0.6782784234735452,0
CONTROL_1,29.0,343745.5639806,0.6206984797223766,-0.4813109035527468,0
CONTROL_1,30.0,343746.5639806,-0.3843591932645122,-0.6434690400890497,0
CONTROL_1,31.0,343747.5639806,0.0234164387136691,-0.7819461744754287,0
CONTROL_1,32.0,343748.5639806,0.1343926831860813,-0.7798761990071759,0
CONTROL_1,33.0,343749.5639806,-0.3937995854859085,-0.6785499945991177,0
CONTROL_1,34.0,343750.5639806,-0.6648934210295893,-0.5993417496404659,0
CONTROL_1,35.0,343751.5639806,0.142131901550379,-0.7450607807087788,0
CONTROL_1,36.0,343752.5639806,0.1093756656146753,-0.8088136111654034,0
CONTROL_1,37.0,343753.5639806,0.9591179952383464,-0.7822901645678205,0
CONTROL_1,38.0,343754.5639806,-0.1889555683116864,-0.7033474558208397,0
CONTROL_1,39.0,343755.5639806,0.6078338404882913,-0.5800058854997024,0
CONTROL_1,40.0,343756.5639806,-0.075146705059329,-0.6510669966911786,0
CONTROL_1,41.0,343757.5639806,-0.0605821612379087,-0.6088044946381929,0
CONTROL_1,42.0,343758.5639806,-0.5478224086941451,-0.6089372627440283,0
CONTROL_1,43.0,343759.5639806,0.947812043058762,-0.6090096817108476,0
CONTROL_1,44.0,343760.5639806,0.1355874864258849,-0.6340002601774212,0
CONTROL_1,45.0,343761.5639806,0.1856629713030801,-0.6710968759306274,0
CONTROL_1,46.0,343762.5639806,0.7605144522215643,-0.7121222206337828,0
CONTROL_1,47.0,343763.5639806,-0.1511578809947105,-0.8422349643525282,0
CONTROL_1,48.0,343764.5639806,-0.7407368487292605,-0.8680643958514257,0
CONTROL_1,49.0,343765.5639806,-0.1828403584647326,-0.866616016515039,0
CONTROL_1,50.0,343766.5639806,0.3823195269476625,-0.8255906718118835,0
CONTROL_1,51.0,343767.5639806,-0.0330507214406843,-0.7884337069196611,0
CONTROL_1,52.0,343768.5639806,-0.3307896764398593,-0.7637750487176762,0
CONTROL_1,53.0,343769.5639806,0.532609113777696,-0.8348542646508573,0
CONTROL_1,54.0,343770.5639806,-0.627948394864159,-0.7921753535386603,0
CONTROL_1,55.0,343771.5639806,-0.0587987619406439,-0.780558144278058,0
CONTROL_1,56.0,343772.5639806,-0.9500781320845738,-0.6898775279924426,0
CONTROL_1,57.0,343773.5639806,-0.1154720539625921,-0.757565122312918,0
CONTROL_1,58.0,343774.5639806,-0.8647188489139739,-0.8264234899303059,0
CONTROL_1,59.0,343775.5639806,0.2916907080665923,-0.8298754606820278,0
CONTROL_1,60.0,343776.5639806,0.369901273479929,-0.8162727647477953,0
CONTROL_1,61.0,343777.5639806,0.9303583537325424,-0.8137863802203313,0
CONTROL_1,62.0,343778.5639806,0.84544999382465,-0.7791157998555729,0
CONTROL_1,63.0,343779.5639806,0.3808567242758112,-0.8146131634248521,0
CONTROL_1,64.0,343780.5639806,-0.4952754984835725,-0.7655010340935372,0
CONTROL_1,65.0,343781.5639806,-0.848414857513698,-0.7840885689105008,0
CONTROL_1,66.0,343782.5639806,-0.2456679565164141,-0.8090851822909759,0
CONTROL_1,67.0,343783.5639806,0.2167003857272088,-0.8518425472838939,0
CONTROL_1,68.0,343784.5639806,0.6213890090283658,-0.9098501397061842,0
CONTROL_1,69.0,343785.5639806,0.2246556236232165,-0.8911358716972868,0
CONTROL_1,70.0,343786.5639806,0.0108372367239618,-0.8576420995433426,0
CONTROL_1,71.0,343787.5639806,0.450624177241309,-0.8782271908617396,0
CONTROL_1,72.0,343788.5639806,-0.0724420436939357,-0.9001158235828848,0
CONTROL_1,73.0,343789.5639806,-0.372093778666034,-0.8798747223568796,0
CONTROL_1,74.0,343790.5639806,0.989013945364603,-0.8193807454071252,0
CONTROL_1,75.0,343791.5639806,-1.052222000486604,-0.8092964042775322,0
CONTROL_1,76.0,343792.5639806,0.0356014532607122,-0.8784987619873121,0
CONTROL_1,77.0,343793.5639806,1.4591176944611146,-0.8887882901895598,0
CONTROL_1,78.0,343794.5639806,0.1123156175568786,-0.894177468303699,0
CONTROL_1,79.0,343795.5639806,-0.9071063970490086,-0.9026022081103487,0
CONTROL_1,80.0,343796.5639806,0.379108319518717,-0.9085345284756328,0
CONTROL_1,81.0,343797.5639806,-0.8046886347163728,-0.8656504302907811,0
CONTROL_1,82.0,343798.5639806,-0.5998161815656896,-0.8925178669807559,0
CONTROL_1,83.0,343799.5639806,-0.7110741083093228,-0.9276048564047256,0
CONTROL_1,84.0,343800.5639806,-0.011448141336524,-0.9309240590506118,0
CONTROL_1,85.0,343801.5639806,-0.7206005830013008,-0.8959758726463792,0
CONTROL_1,86.0,343802.5639806,-0.2008241577368197,-0.909294927627236,0
CONTROL_1,87.0,343803.5639806,-0.7115232860378157,-0.9345812168749884,0
CONTROL_1,88.0,343804.5639806,-0.6442113219468243,-0.7481747962820103,0
CONTROL_1,89.0,343805.5639806,-0.0705829301654909,-0.7242705023177269,0
CONTROL_1,90.0,343806.5639806,-0.5044524293582066,-0.8689032488837497,0
CONTROL_1,91.0,343807.5639806,-0.1679975859201472,-0.9114433569762096,0
CONTROL_1,92.0,343808.5639806,-0.4957086571465072,-0.9502538882774736,0
CONTROL_1,93.0,343809.5639806,0.4829940453594905,-0.9420343355434788,0
CONTROL_1,94.0,343810.5639806,0.6865363873097785,-0.7525983881718916,0
CONTROL_1,95.0,343811.5639806,-0.1192045143131833,-0.6763472510250295,0
CONTROL_1,96.0,343812.5639806,0.0093765330394508,-0.8136475772005942,0
CONTROL_1,97.0,343813.5639806,0.6817101649651109,-0.8251139136136563,0
CONTROL_1,98.0,343814.5639806,-0.0568701065627359,-0.919174081684174,0
CONTROL_1,99.0,343815.5639806,-0.2407845163357068,-0.9365848082903234,0
CONTROL_1,100.0,343816.5639806,-0.8138524174954832,-0.9444603709319266,0
CONTROL_1,101.0,343817.5639806,-1.0125771547678464,-0.9130305393323336,0
CONTROL_1,102.0,343818.5639806,0.2002812098612711,-0.906060213775972,0
CONTROL_1,103.0,343819.5639806,0.5909250716956029,-0.900671035661833,0
CONTROL_1,104.0,343820.5639806,0.3127448599816308,-0.9157160760185508,0
CONTROL_1,105.0,343821.5639806,0.52259534484705,-0.9548826672400096,0
CONTROL_1,106.0,343822.5639806,-0.1154388858861671,-0.9079189672576684,0
CONTROL_1,107.0,343823.5639806,0.0240139307600603,-0.8764287865190594,0
CONTROL_1,108.0,343824.5639806,-0.2414771071919005,-0.4476059094122462,0
CONTROL_1,109.0,343825.5639806,-0.3169269221274798,-0.6744160785765138,0
CONTROL_1,110.0,343826.5639806,-0.817566151034803,-0.8536952658516886,0
CONTROL_1,111.0,343827.5639806,1.175718140810933,-0.7936840820140632,0
CONTROL_1,112.0,343828.5639806,0.7477887440415163,-0.8662720264226471,0
CONTROL_1,113.0,343829.5639806,0.5536691602109154,-0.9329879996049628,0
CONTROL_1,114.0,343830.5639806,0.2033569805961341,-0.930640418097236,0
CONTROL_1,115.0,343831.5639806,-0.1857010972448054,-0.8727655937807811,0
CONTROL_1,116.0,343832.5639806,-0.7986276429814982,-0.9002546266026218,0
CONTROL_1,117.0,343833.5639806,-0.2034614877053343,-0.4848292583573864,0
CONTROL_1,118.0,343834.5639806,-0.1161655822668602,-0.3734368175614401,0
CONTROL_1,119.0,343835.5639806,0.2624250257977494,-0.5782014462431205,0
CONTROL_1,120.0,343836.5639806,-0.4916852593193489,-0.4677082076185144,0
CONTROL_1,121.0,343837.5639806,0.656152172885897,-0.558183636831475,0
CONTROL_1,122.0,343838.5639806,0.7636889742392347,-0.4569298513902361,0
CONTROL_1,123.0,343839.5639806,-0.0340967675920164,-0.6086656916184557,0
CONTROL_1,124.0,343840.5639806,0.4129350459556039,-0.8452041419921211,0
CONTROL_1,125.0,343841.5639806,-0.7712504471829346,0.0881194325477141,0
CONTROL_1,126.0,343842.5639806,-0.1813139189931583,0.0814930970837446,0
CONTROL_1,127.0,343843.5639806,-0.1339541948653488,-0.7539079644885414,0
CONTROL_1,128.0,343844.5639806,0.0623462356140483,-0.7450607807087788,0
CONTROL_1,129.0,343845.5639806,0.1153010317494849,-0.6420870448055807,0
CONTROL_1,130.0,343846.5639806,-0.3756487748112337,-0.5767591018206354,0
CONTROL_1,131.0,343847.5639806,0.1160980945788112,-0.6610125348010345,0
CONTROL_1,132.0,343848.5639806,-0.2179668206095693,-0.5993357147265643,0
CONTROL_1,133.0,343849.5639806,0.1213579304653528,-0.5823595019213309,0
CONTROL_1,134.0,343850.5639806,0.9760476473302176,-0.4710213753504991,0
CONTROL_1,135.0,343851.5639806,-0.2294077909991301,-0.4709489563836798,0
CONTROL_1,136.0,343852.5639806,-0.716995535802728,-0.4686677589288706,0
CONTROL_1,137.0,343853.5639806,0.2319180340347847,0.1617453821473752,0
CONTROL_1,138.0,343854.5639806,-0.7167545688454235,0.4223933135579788,0
CONTROL_1,139.0,343855.5639806,-0.8148666332135218,-0.1616053047009725,0
CONTROL_1,140.0,343856.5639806,0.265931536335701,1.1972340141275928,0
CONTROL_1,141.0,343857.5639806,-0.1547093414395522,0.8339503019922813,0
CONTROL_1,142.0,343858.5639806,-0.0509237750868356,-0.3632076384982085,0
CONTROL_1,143.0,343859.5639806,-0.2205118166048049,-0.2702458247577839,0
CONTROL_1,144.0,343860.5639806,-0.0404572269555209,0.0082835565432947,0
CONTROL_1,145.0,343861.5639806,0.4967038746753749,0.3823395899929828,0
CONTROL_1,146.0,343862.5639806,1.26541426804999,-0.3757119801023477,0
CONTROL_1,147.0,343863.5639806,0.8869562243238892,0.0276858047369759,0
CONTROL_1,148.0,343864.5639806,-0.6398827503833774,0.9296700713857424,0
CONTROL_1,149.0,343865.5639806,-0.2442286796421616,0.3272227213295644,0
CONTROL_1,150.0,343866.5639806,-0.6251558829021558,0.6583162027136799,0
CONTROL_1,151.0,343867.5639806,-1.1793821287471358,0.0124959264466195,0
CONTROL_1,152.0,343868.5639806,-1.0733615433290435,2.265999161361296,0
CONTROL_1,153.0,343869.5639806,-1.320668156751012,1.867489656782278,0
CONTROL_1,154.0,343870.5639806,-0.7496569793131329,-0.5342069239003723,0
CONTROL_1,155.0,343871.5639806,-0.1556963298467314,2.9106365945036408,0
CONTROL_1,156.0,343872.5639806,-0.2888645957553911,2.0418835812540985,0
CONTROL_1,157.0,343873.5639806,-0.2793172192027442,0.2692815129601917,0
CONTROL_1,158.0,343874.5639806,0.9543379338851924,0.6044545961417965,0
CONTROL_1,159.0,343875.5639806,0.185269895626891,1.2247833960884495,0
CONTROL_1,160.0,343876.5639806,-0.9249782607558406,2.2669587126716526,0
CONTROL_1,161.0,343877.5639806,-0.1927100002631604,0.2096082843010566,0
CONTROL_1,162.0,343878.5639806,-0.5418662598353896,-0.4244680495134675,0
CONTROL_1,163.0,343879.5639806,0.1747565902284657,-0.4870440717592778,0
CONTROL_1,164.0,343880.5639806,-0.0669383916402223,-0.483453297987819,0
CONTROL_1,165.0,343881.5639806,-0.0866681371973489,-0.718754591011654,0
CONTROL_1,166.0,343882.5639806,0.3977998702655414,-0.335932845119875,0
CONTROL_1,167.0,343883.5639806,0.4082724717657006,0.1310156005603691,0
CONTROL_1,168.0,343884.5639806,-0.1028786453121871,0.6541702168632727,0
