eta_E,zeta_E,K,K_loop,loss,delta_loss
4.5,195.0,29.62262648719725,877.5,4.201877390254231,1.7915526039134697
4.5,200.0,30.0,900.0,4.770674767816471,2.36034998147571
4.5,205.0,30.37268509697488,922.5,5.437883064228622,3.0275582778878602
4.5,210.0,30.740852297878796,945.0,6.203369676068694,3.7930448897279323
4.5,215.0,31.10466202999158,967.5,7.067008756228029,4.6566839698872675
4.5,220.0,31.464265445104548,990.0,8.028680704880571,5.61835591853981
4.5,225.0,31.81980515339464,1012.5,9.088271710094682,6.677946923753921
4.5,230.0,32.17141588429082,1035.0,10.245673332217049,7.835348545876287
4.5,235.0,32.5192250830182,1057.5,11.500782126967195,9.090457340626433
4.5,240.0,32.863353450309965,1080.0,12.85349930286402,10.443174516523257
4.75,120.0,23.874672772626646,570.0,8.1844733993605,5.774148613019739
4.75,125.0,24.36698586202241,593.75,7.2803204578486085,4.869995671507847
4.75,130.0,24.849547279578356,617.5,6.478008177199301,4.06768339085854
4.75,135.0,25.3229145242012,641.25,5.777174813137695,3.366850026796934
4.75,140.0,25.787593916455254,665.0,5.177488381045892,2.7671635947051305
4.75,145.0,26.24404694402142,688.75,4.67864314949029,2.268318363149528
4.75,150.0,26.692695630078276,712.5,4.280356657981972,1.8700318716412108
4.75,155.0,27.13392710243027,736.25,3.9823671653810484,1.5720423790402869
4.75,160.0,27.568097504180443,760.0,3.7844314545806497,1.3741066682398881
4.75,165.0,27.995535358338838,783.75,3.686322933900092,1.2759981475593305
4.75,170.0,28.416544476765644,807.5,3.6878299871045916,1.2775052007638301
4.75,175.0,28.83140648667699,831.25,3.7887545329657857,1.3784297466250242
4.75,180.0,29.24038303442689,855.0,3.988910762379321,1.5785859760385597
4.75,185.0,29.643717715563277,878.75,4.288124026704184,1.877799240363422
4.75,190.0,30.041637771599603,902.5,4.6862298555118445,2.275905069171083
4.75,195.0,30.434355587066403,926.25,5.183073085580143,2.7727482992393817
4.75,200.0,30.822070014844883,950.0,5.778507085924888,3.3681822995841264
4.75,205.0,31.20496755325985,973.75,6.472393066075788,4.062068279735026
4.75,210.0,31.583223394707513,997.5,7.264599456783753,4.854274670442991
4.75,215.0,31.957002362549588,1021.25,8.155001353979817,5.744676567639055
4.75,220.0,32.32645975048923,1045.0,9.143480018160057,6.733155231819295
4.75,225.0,32.69174207655505,1068.75,10.229922422498241,7.8195976361574795
4.75,230.0,33.05298776207682,1092.5,11.414220843931412,9.003896057590651
4.75,235.0,33.41032774457623,1116.25,12.696272492256202,10.28594770591544
4.75,240.0,33.76388603226827,1140.0,14.075979172942112,11.66565438660135
5.0,120.0,24.49489742783178,600.0,9.183798438949502,6.7734736526087405
5.0,125.0,25.0,625.0,8.306578956670547,5.896254170329786
5.0,130.0,25.495097567963924,650.0,7.5311832603333695,5.120858473992608
5.0,135.0,25.98076211353316,675.0,6.857255447993398,4.446930661652637
5.0,140.0,26.457513110645905,700.0,6.284468751453196,3.8741439651124345
5.0,145.0,26.92582403567252,725.0,5.812522112157536,3.4021973258167746
5.0,150.0,27.386127875258307,750.0,5.441137268230762,3.030812481890001
5.0,155.0,27.83882181415011,775.0,5.170056261497058,2.759731475156297
5.0,160.0,28.284271247461902,800.0,4.999039292036337,2.5887145056955756
5.0,165.0,28.722813232690143,825.0,4.927862862230013,2.5175380758892514
5.0,170.0,29.154759474226502,850.0,4.9563181634361495,2.545993377095388
5.0,175.0,29.58039891549808,875.0,5.084209667194548,2.6738848808537865
5.0,180.0,30.0,900.0,5.311353889779584,2.9010291034388223
5.0,185.0,30.4138126514911,925.0,5.637578304420613,3.227253518079851
5.0,190.0,30.822070014844883,950.0,6.062720379917019,3.6523955935762578
5.0,195.0,31.22498999199199,975.0,6.586626727928341,4.176301941587579
5.0,200.0,31.622776601683793,1000.0,7.2091523441029395,4.798827557762178
5.0,205.0,32.01562118716424,1025.0,7.930159930561212,5.51983514422045
5.0,210.0,32.4037034920393,1050.0,8.749519289180096,6.339194502839335
5.0,215.0,32.78719262151,1075.0,9.667106776718004,7.256781990377243
5.0,220.0,33.166247903554,1100.0,10.682804814139859,8.272480027799098
5.0,225.0,33.54101966249684,1125.0,11.796501443601414,9.386176657260652
5.0,230.0,33.91164991562634,1150.0,13.008089927472525,10.597765141131763
5.0,235.0,34.27827300200522,1175.0,14.31746838455199,11.907143598211228
5.0,240.0,34.64101615137755,1200.0,15.724539459279214,13.314214672938451
5.25,120.0,25.099800796022265,630.0,10.595372681384486,8.185047895043724
5.25,125.0,25.617376914898998,656.25,9.7457435849055,7.335418798564738
5.25,130.0,26.124700955226263,682.5,8.99790206514191,6.587577278801148
5.25,135.0,26.622359023948274,708.75,8.35149904732309,5.941174260982328
5.25,140.0,27.110883423451916,735.0,7.806213876320142,5.395889089979381
5.25,145.0,27.59075932264279,761.25,7.361750985726193,4.951426199385431
5.25,150.0,28.062430400804562,787.5,7.017837063332577,4.607512276991815
5.25,155.0,28.526303651191824,813.75,6.774218624571458,4.363893838230696
5.25,160.0,28.982753492378876,840.0,6.630659923632328,4.220335137291566
5.25,165.0,29.432125305522874,866.25,6.586941145921488,4.176616359580726
5.25,170.0,29.87473849257931,892.5,6.642856836378931,4.232532050038169
5.25,175.0,30.31088913245535,918.75,6.798214526663552,4.38788974032279
5.25,180.0,30.740852297878796,945.0,7.052833530927016,4.642508744586254
5.25,185.0,31.164884084494844,971.25,7.406543885234507,4.996219098893746
5.25,190.0,31.583223394707513,997.5,7.859185409966885,5.448860623626124
5.25,195.0,31.996093511552314,1023.75,8.410606877987245,6.000282091646484
5.25,200.0,32.4037034920393,1050.0,9.060665274153317,6.650340487812556
5.25,205.0,32.8062494046485,1076.25,9.809225134041176,7.3989003477004145
5.25,210.0,33.20391543176798,1102.5,10.656157951620091,8.245833165279329
5.25,215.0,33.596874854664684,1128.75,11.601341647165263,9.1910168608245
5.25,220.0,33.98529093593286,1155.0,12.644660087977524,10.234335301636762
5.25,225.0,34.3693177121688,1181.25,13.786002655547303,11.375677869206541
5.25,230.0,34.74910070778811,1207.5,15.025263853694684,12.614939067353923
5.25,235.0,35.12477757936696,1233.75,16.36234295296827,13.952018166627507
5.25,240.0,35.4964786985977,1260.0,17.797143667220325,15.386818880879563
5.5,120.0,25.69046515733026,660.0,12.417720071242487,10.007395284901726
5.5,125.0,26.22022120425379,687.5,11.59631536597921,9.18599057963845
5.5,130.0,26.739483914241877,715.0,10.876643594497546,8.466318808156785
5.5,135.0,27.248853186877426,742.5,10.258363451068965,7.848038664728203
5.5,140.0,27.748873851023216,770.0,9.741161251094505,7.330836464753744
5.5,145.0,28.240042492885877,797.5,9.324747703726311,6.91442291738555
5.5,150.0,28.722813232690143,825.0,9.008855164553422,6.5985303782126605
5.5,155.0,29.197602641312866,852.5,8.793235282939587,6.382910496598826
5.5,160.0,29.664793948382652,880.0,8.677656976103211,6.26733218976245
5.5,165.0,30.124740662784138,907.5,8.661904675505195,6.251579889164433
5.5,170.0,30.577769702841312,935.0,8.745776801580355,6.335452015239594
5.5,175.0,31.024184114977142,962.5,8.929084431052532,6.51875964471177
5.5,180.0,31.464265445104548,990.0,9.211650127553023,6.801325341212261
5.5,185.0,31.898275815473163,1017.5,9.593306911418543,7.182982125077781
5.5,190.0,32.32645975048923,1045.0,10.073897348676233,7.663572562335472
5.5,195.0,32.74904578762563,1072.5,10.653272742555993,8.242947956215232
5.5,200.0,33.166247903554,1100.0,11.331292413575072,8.920967627234312
5.5,205.0,33.57826678076163,1127.5,12.10782305644784,9.69749827010708
5.5,210.0,33.98529093593286,1155.0,12.9827381638862,10.572413377545438
5.5,215.0,34.3874977280988,1182.5,13.955917508852023,11.545592722511262
5.5,220.0,34.785054261852174,1210.0,15.027246678063296,12.616921891722534
5.5,225.0,35.17811819867572,1237.5,16.196616650589302,13.78629186424854
5.5,230.0,35.566838487557476,1265.0,17.463923416235694,15.053598629894932
5.5,235.0,35.9513560244951,1292.5,18.829067629146888,16.418742842806125
5.5,240.0,36.3318042491699,1320.0,20.291954292667924,17.88162950632716
5.75,120.0,26.267851073127396,690.0,14.64950492825869,12.239180141917927
5.75,125.0,26.80951323690902,718.75,13.856937747804809,11.446612961464048
5.75,130.0,27.340446228984632,747.5,13.166031234272154,10.755706447931392
5.75,135.0,27.861263431510064,776.25,12.57645275410168,10.166127967760918
5.75,140.0,28.372521918222215,805.0,12.087896415362685,9.677571629021923
