generator,n_calibration,median_K_null,q95_K_null,q975_K_null,q99_K_null,pooled_q95_K_null,pooled_q975_K_null,pooled_q99_K_null,selected_threshold,threshold_rule
colored_noise_null,5000,0.13432295843873657,0.2477832786153378,0.2868788098535778,0.3420993701501039,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.3420993701501039,"max(generator_q99, pooled_q975)"
generic_hidden_null,5000,0.12273348732634651,0.21904241909923797,0.24323602690836113,0.2740137722534731,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.2740137722534731,"max(generator_q99, pooled_q975)"
permuted_label_null,5000,0.06095446120629526,0.11120739747612514,0.11953308292948278,0.13103099918012465,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.21364432081692378,"max(generator_q99, pooled_q975)"
replay_only_null,5000,0.04988596590186482,0.08941693539368974,0.09639625025172403,0.10565289220866973,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.21364432081692378,"max(generator_q99, pooled_q975)"
sensory_drive_only_null,5000,0.06997390470012116,0.1282374888830237,0.13899833198712727,0.1516188766678669,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.21364432081692378,"max(generator_q99, pooled_q975)"
standard_ping_null,5000,0.05506185275772168,0.1045855895671289,0.11258895344796586,0.12358326026411591,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.21364432081692378,"max(generator_q99, pooled_q975)"
time_reversed_null,5000,0.05498773731445036,0.09674882989539245,0.10401695480722056,0.11063554570464354,0.1858213587918343,0.21364432081692378,0.2482562304197383,0.21364432081692378,"max(generator_q99, pooled_q975)"
