trial_id,generator,generator_type,fold,model,raw_loss,K_hat_scaled,complexity_weight,selected_penalty,penalized_loss
296,colored_noise_null,null,2,null_no_coupling,1.0634264368731343,0.22060950713397529,0.0,0.04,1.0634264368731343
296,colored_noise_null,null,2,replay_only_basis,1.1858556700793323,0.22060950713397529,0.25,0.04,1.1958556700793324
296,colored_noise_null,null,2,standard_ping,1.0525840467386367,0.22060950713397529,0.2,0.04,1.0605840467386367
296,colored_noise_null,null,2,sensory_drive_only,1.0180573621160935,0.22060950713397529,0.2,0.04,1.0260573621160936
296,colored_noise_null,null,2,generic_hidden_oscillator,1.1062776396819365,0.22060950713397529,0.65,0.04,1.1322776396819365
296,colored_noise_null,null,2,colored_noise_alt,0.9925780726501815,0.22060950713397529,0.5,0.04,1.0125780726501814
296,colored_noise_null,null,3,full_reciprocal,1.0550613208466961,0.22060950713397529,1.0,0.04,1.0950613208466962
296,colored_noise_null,null,3,eta_only,1.0047765002440607,0.22060950713397529,0.35,0.04,1.0187765002440607
296,colored_noise_null,null,3,zeta_only,0.8941119665793749,0.22060950713397529,0.35,0.04,0.9081119665793749
296,colored_noise_null,null,3,null_no_coupling,0.9052986483609234,0.22060950713397529,0.0,0.04,0.9052986483609234
296,colored_noise_null,null,3,replay_only_basis,1.117080466819054,0.22060950713397529,0.25,0.04,1.127080466819054
296,colored_noise_null,null,3,standard_ping,0.9578636038711353,0.22060950713397529,0.2,0.04,0.9658636038711353
296,colored_noise_null,null,3,sensory_drive_only,1.017170279888917,0.22060950713397529,0.2,0.04,1.025170279888917
296,colored_noise_null,null,3,generic_hidden_oscillator,1.090931377651908,0.22060950713397529,0.65,0.04,1.116931377651908
296,colored_noise_null,null,3,colored_noise_alt,0.969342617228265,0.22060950713397529,0.5,0.04,0.989342617228265
296,colored_noise_null,null,4,full_reciprocal,1.0511935401415364,0.22060950713397529,1.0,0.04,1.0911935401415365
296,colored_noise_null,null,4,eta_only,0.9673037952189573,0.22060950713397529,0.35,0.04,0.9813037952189573
296,colored_noise_null,null,4,zeta_only,0.8599477226099455,0.22060950713397529,0.35,0.04,0.8739477226099455
296,colored_noise_null,null,4,null_no_coupling,0.9626079824278058,0.22060950713397529,0.0,0.04,0.9626079824278058
296,colored_noise_null,null,4,replay_only_basis,0.9306663119714682,0.22060950713397529,0.25,0.04,0.9406663119714682
296,colored_noise_null,null,4,standard_ping,1.0191155403245704,0.22060950713397529,0.2,0.04,1.0271155403245704
